filter2_file,counts_under_contours,qs_mean_counts
2024-06-01T07:06:53.200,11946.640690053082,4324.935027959726
2024-06-01T07:07:08.260,11937.487491994683,4294.775478744897
2024-06-01T07:07:32.678,11938.633002135004,4292.532235572924
2024-06-01T07:08:31.912,11918.53690779968,4255.7018807173845
2024-06-01T07:08:57.734,11913.542157665157,4269.417220735795
2024-06-01T07:09:56.968,11898.344404312214,4280.531997857336
2024-06-01T07:10:22.791,11902.061358722867,4283.957556307026
2024-06-01T07:11:22.224,11905.03642228058,4257.542890636995
2024-06-01T07:11:47.846,11903.703881102125,4248.286059123851
2024-06-01T07:12:47.807,11885.812134014208,4237.856944847368
2024-06-01T07:13:12.903,11883.404109955924,4224.55525337006
2024-06-01T07:14:12.135,11805.034884964383,4203.205337455865
2024-06-01T07:14:37.959,11788.093174927857,4213.471277099778
2024-06-01T07:15:37.191,11767.661994289281,4284.903494922857
2024-06-01T07:16:03.152,11761.904291413599,4272.955594351349
2024-06-01T07:17:02.247,11780.934395529353,4204.8997146345055
2024-06-01T07:17:28.713,11787.583194128281,4204.446249035031
2024-06-01T07:18:27.303,11778.180459789997,4280.306050420641
2024-06-01T07:18:53.128,11778.395729278873,4278.888262354125
2024-06-01T07:19:52.360,11703.87445598845,4293.95735878612
2024-06-01T07:20:18.188,11693.980477739857,4304.497404267263
2024-06-01T07:21:17.416,11735.863894092792,4295.9853967726785
2024-06-01T07:21:43.240,11738.470898011989,4258.292757003026
2024-06-01T07:22:42.472,11754.218658966169,4281.59227472542
2024-06-01T07:23:08.296,11721.307330380117,4291.406315983276
2024-06-01T07:24:07.528,11697.31607381331,4304.0440037294375
2024-06-01T07:24:33.352,11700.128377187031,4299.765705873224
2024-06-01T07:25:32.585,11675.89691281281,4300.621611670851
2024-06-01T07:25:58.409,11672.875326570444,4300.684404955131
2024-06-01T07:26:57.641,11653.928182271145,4291.027305635749
2024-06-01T07:27:23.465,11655.676414419531,4288.771622616913
2024-06-01T07:28:22.697,11637.2131961633,4303.043768205476
2024-06-01T07:28:48.521,11617.839288742483,4294.404030435603
2024-06-01T07:29:47.753,11619.799463381813,4300.123267493402
2024-06-01T07:30:13.577,11657.068782962304,4307.624656178414
2024-06-01T07:31:12.650,11631.117212836298,4275.768057070227
2024-06-01T07:31:38.410,11640.820026010912,4269.291986514814
2024-06-01T07:32:37.419,11641.234372227818,4287.357199011936
2024-06-01T07:33:03.183,11653.874552568423,4287.972298568674
2024-06-01T07:34:02.191,11652.679687253982,4287.389605482965
2024-06-01T07:34:27.946,11656.283040350128,4307.577302460726
2024-06-01T07:35:26.954,11669.425610394605,4315.0713489834925
2024-06-01T07:35:52.715,11623.891237677351,4294.898233547804
2024-06-01T07:36:51.723,11652.460002949494,4265.4385683396695
2024-06-01T07:37:17.483,11616.484618357066,4252.445783701105
2024-06-01T07:38:16.491,11603.806106314792,4261.352122765642
2024-06-01T07:38:42.251,11593.074290459916,4248.324944638284
2024-06-01T07:39:41.259,11544.041082048003,4255.503552572106
2024-06-01T07:40:07.186,11543.308668083751,4265.1100207698455
2024-06-01T07:41:06.277,11513.47292194418,4286.510161967296
2024-06-01T07:41:31.788,11541.249607508234,4280.96136372172
2024-06-01T07:42:30.828,11513.763565957846,4253.311709176161
2024-06-01T07:42:56.586,11537.938881943368,4245.263871910887
2024-06-01T07:43:55.596,11520.720343709585,4258.6335299705
2024-06-01T07:44:21.355,11533.499363666911,4265.866778568713
2024-06-01T07:45:20.364,11499.770771813375,4301.758602911806
2024-06-01T07:45:46.122,11523.22026547754,4285.833661481904
2024-06-01T07:46:45.133,11501.075481411759,4238.639227042536
2024-06-01T07:47:10.891,11504.69507469356,4246.616673820045
2024-06-01T07:48:09.901,11515.494522479987,4270.462455797655
2024-06-01T07:48:35.659,11513.505398183628,4275.718352695186
2024-06-01T07:49:34.668,11529.614252042382,4265.300186144571
2024-06-01T07:50:00.426,11532.476276199402,4262.709816282059
2024-06-01T07:50:59.437,11574.50989600887,4272.656507569376
2024-06-01T07:51:25.199,11602.609510370481,4285.236221865357
2024-06-01T07:52:24.205,11652.744842857304,4286.636138677028
2024-06-01T07:52:49.963,11651.54701762318,4284.611916221267
2024-06-01T07:53:48.973,11646.098234665988,4293.765771332091
2024-06-01T07:54:14.731,11644.86231889569,4305.735566931088
2024-06-01T07:55:13.742,11641.59638127908,4308.209324718425
2024-06-01T07:55:39.500,11650.203750689116,4321.57112808961
2024-06-01T07:56:38.510,11675.041923153733,4312.745451875294
2024-06-01T07:57:04.268,11671.32750044286,4299.220062592655
2024-06-01T07:58:03.278,11710.400738425684,4309.234020903543
2024-06-01T07:58:29.353,11751.12325111311,4323.74841079847
2024-06-01T07:59:28.454,11743.100086779852,4317.717969696203
2024-06-01T07:59:53.804,11738.503811479957,4326.11985203227
2024-06-01T08:00:52.813,11727.607814508889,4322.992482488118
2024-06-01T08:01:18.542,11732.851371806091,4318.804322156215
2024-06-01T08:02:17.392,11732.33482007518,4309.59814982897
2024-06-01T08:02:43.118,11720.493333219087,4295.119888110135
2024-06-01T08:03:41.997,11666.763636520382,4318.67487533757
2024-06-01T08:04:07.725,11670.861001400732,4321.033430286525
2024-06-01T08:05:06.573,11647.426104714177,4318.879552952103
2024-06-01T08:05:32.301,11682.655552643853,4324.123870240046
2024-06-01T08:06:31.150,11700.800534160337,4335.56907872732
2024-06-01T08:06:56.878,11732.257367987966,4351.024257602065
2024-06-01T08:07:55.727,11734.926178793161,4331.111495517546
2024-06-01T08:08:21.454,11730.337378932087,4312.589644124362
2024-06-01T08:09:20.302,11712.097977834426,4285.299816657947
2024-06-01T08:09:46.299,11710.804067907815,4292.2442726915315
2024-06-01T08:10:44.879,11690.857044600429,4341.428102627599
2024-06-01T08:11:10.607,11652.521339338742,4345.587620310477
2024-06-01T08:12:09.455,11657.931301494722,4316.7346289534125
2024-06-01T08:12:35.187,11627.796846424293,4298.084441321594
2024-06-01T08:13:34.624,11603.961889274575,4279.552098110737
2024-06-01T08:13:59.790,11594.578565938857,4284.133264067389
2024-06-01T08:14:58.703,11643.030916072983,4297.712940704828
2024-06-01T08:15:24.431,11644.497589199706,4297.975536880128
2024-06-01T08:16:23.344,11684.4139636724,4323.802526781016
2024-06-01T08:16:49.719,11671.243537385177,4332.398773528078
2024-06-01T08:17:47.951,11579.42359811843,4308.969431584451
2024-06-01T08:18:13.679,11568.274856676964,4319.100123185027
2024-06-01T08:19:12.559,11609.952177382544,4300.996155215159
2024-06-01T08:19:38.287,11616.55871647694,4304.070639030629
2024-06-01T08:20:37.205,11687.832265041792,4311.0269683998895
2024-06-01T08:21:02.960,11701.36514195412,4323.914401294514
2024-06-01T08:22:01.873,11642.69007072917,4362.0522161888875
2024-06-01T08:22:27.601,11628.899132904926,4369.117152138598
2024-06-01T08:23:26.512,11598.097473419391,4340.411756504204
2024-06-01T08:23:52.240,11594.481265521947,4330.848663695248
2024-06-01T08:24:51.152,11651.474955714926,4320.000508777023
2024-06-01T08:25:16.881,11673.31282216226,4311.165935138018
2024-06-01T08:26:15.793,11617.098650057733,4330.128513063623
2024-06-01T08:26:41.521,11622.973092847114,4353.111142426985
2024-06-01T08:27:40.433,11734.717691396312,4370.198555982585
2024-06-01T08:28:06.161,11717.883052871279,4346.317333398365
2024-06-01T08:29:05.727,11702.288499892355,4331.552464585671
2024-06-01T08:29:30.801,11724.212300996238,4340.30500231624
2024-06-01T08:30:29.714,11741.851462363351,4331.618021699055
2024-06-01T08:30:55.410,11735.237971443665,4338.935061807454
2024-06-01T08:31:54.992,11762.671499533415,4324.061872288348
2024-06-01T08:32:19.794,11842.410287046981,4340.414376699587
2024-06-01T08:33:18.482,11793.294828933418,4313.027062070598
2024-06-01T08:33:44.178,11852.233404995153,4313.574685247738
2024-06-01T08:34:42.867,11873.078821413601,4308.758777127531
2024-06-01T08:35:08.561,11898.469200436335,4299.625213557787
2024-06-01T08:36:07.284,11960.146331853042,4288.996657438396
2024-06-01T08:36:32.980,12004.427576096048,4312.66972257085
2024-06-01T08:37:31.667,12018.586254589462,4380.4478716444855
2024-06-01T08:37:57.361,12125.712563361463,4393.0110214544975
2024-06-01T08:38:56.512,12249.381259685533,4330.056806812688
2024-06-01T08:39:21.745,12299.879335256219,4305.171219428062
2024-06-01T08:40:20.435,12439.899071436403,4296.442591224163
2024-06-01T08:40:46.129,12434.31186481372,4303.41209948192
2024-06-01T08:41:44.821,12682.5817990668,4290.339952210054
2024-06-01T08:41:59.812,12713.585973447585,4303.005017802973
2024-06-01T08:42:14.798,12767.117636770738,4303.750702110206
2024-06-01T08:42:29.784,12935.610596790286,4326.982496548259
2024-06-01T08:42:46.180,13054.956719058933,4310.3950208117085
2024-06-01T08:43:02.576,13198.062694272485,4313.5590829333605
2024-06-01T08:43:18.972,13477.096260135939,4320.986486088598
2024-06-01T08:43:35.368,13672.543261273804,4298.264056329975
2024-06-01T08:43:51.764,14092.478584783721,4300.650500674802
2024-06-01T08:44:08.160,14993.454388172326,4293.561139021311
2024-06-01T08:44:24.556,16167.981085458574,4290.213835689339
2024-06-01T08:44:40.952,17203.20975335945,4305.466962320124
2024-06-01T08:44:57.347,18585.755242903073,4302.560218591916
2024-06-01T08:45:03.449,20011.4831724183,4387.784675125978
2024-06-01T08:46:29.783,24011.45350543686,4383.339843579613
