Peak time,Peak total count
2024-11-01 00:26:51.137,32185451.31417998
2024-11-01 00:31:04.272,23882335.982682183
2024-11-01 00:37:02.161,39848668.53031119
2024-11-01 00:40:01.106,35656234.717895664
2024-11-01 00:44:29.523,24186535.334795896
2024-11-01 00:48:57.937,35125392.31522441
2024-11-01 00:53:26.354,32787635.907403123
2024-11-01 00:57:54.771,39528455.91271511
2024-11-01 01:05:21.333,44132641.5974563
2024-11-01 01:09:49.782,30891759.326523215
2024-11-01 01:12:47.606,19858061.50730139
2024-11-01 01:15:46.134,20851008.076757386
2024-11-01 01:21:43.125,27337869.914308567
2024-11-01 01:24:41.557,26596840.656704497
2024-11-01 01:29:09.238,44575494.26557327
2024-11-01 01:35:05.688,27288743.639317546
2024-11-01 01:41:02.471,38059794.10470158
2024-11-01 01:45:29.305,47076427.23755642
2024-11-01 01:55:52.923,66116886.984692104
2024-11-01 02:01:48.986,25307978.498915564
