Peak time,Peak total count
2024-11-13 15:11:35.325,65552352.402285226
2024-11-13 15:19:40.319,12609498.70978888
2024-11-13 15:24:31.360,21423705.950199332
2024-11-13 15:27:45.310,24010178.979500372
2024-11-13 15:34:13.182,30173744.494953804
2024-11-13 15:46:04.960,16211001.63320103
2024-11-13 15:52:32.833,29813629.436511584
2024-11-13 16:07:05.570,52362680.00008954
2024-11-13 16:10:19.553,48882545.666900516
2024-11-13 16:26:29.221,68950637.90468831
2024-11-13 16:31:20.165,53327857.58854177
2024-11-13 16:41:02.209,65737068.74435771
2024-11-13 16:49:06.822,83565587.02069347
