Peak time,Peak total count
2024-11-01 00:23:37.280,894335.9231175479
2024-11-01 00:26:43.619,2271079.4218470254
2024-11-01 00:36:54.678,17933316.316838495
2024-11-01 00:45:50.899,1047421.532066826
2024-11-01 00:48:49.843,4210333.332385674
2024-11-01 00:53:18.260,2069982.8018383349
2024-11-01 00:57:46.677,10211898.253279379
2024-11-01 01:03:43.959,15666124.298664382
2024-11-01 01:12:39.511,1279561.3927102124
2024-11-01 01:15:38.440,1193858.3517917404
2024-11-01 01:21:35.350,8547183.639763774
2024-11-01 01:24:33.495,10192063.870066123
2024-11-01 01:29:01.176,21278955.688399225
2024-11-01 01:33:28.538,7140860.27834982
2024-11-01 01:36:26.714,9189446.667982219
2024-11-01 01:40:53.979,25774116.501018994
2024-11-01 01:45:21.243,35857002.14535702
2024-11-01 01:51:17.596,18188592.778202057
2024-11-01 01:55:44.861,41695972.974392205
2024-11-01 02:00:12.125,14169172.544718454
