Peak time,Peak total count
2024-10-08 23:59:34.519,12665589.497442
2024-10-09 00:02:48.439,43186724.92358113
2024-10-09 00:12:30.365,7676296.525624022
2024-10-09 00:20:35.807,10987585.183982335
2024-10-09 00:23:49.983,10429570.744559363
2024-10-09 00:27:04.158,21485253.04950903
2024-10-09 00:30:18.334,21460562.287938885
2024-10-09 00:35:09.631,21642337.06823558
2024-10-09 00:41:37.919,13020258.257628787
2024-10-09 00:46:28.992,28669139.399648584
2024-10-09 00:52:57.154,24005673.72966104
2024-10-09 00:57:48.291,21293614.13702269
2024-10-09 01:11:17.410,28396448.58360488
2024-10-09 01:17:45.410,10888041.812515667
