Peak time,Peak total count
2024-07-10 04:06:16.911,86266920.5453163
2024-07-10 04:10:51.313,50066690.05825953
2024-07-10 04:20:00.915,91513331.79171251
2024-07-10 04:33:46.354,79180401.4060104
2024-07-10 04:41:24.916,79970625.53906766
2024-07-10 04:49:04.120,82421087.48795909
2024-07-10 04:53:40.211,70724801.84136176
2024-07-10 05:02:51.990,40958747.87919566
2024-07-10 05:05:55.989,39157153.513562255
2024-07-10 05:15:07.991,13748392.588440232
2024-07-10 05:21:17.462,21764628.561270703
2024-07-10 05:24:21.559,32887390.339103963
2024-07-10 05:32:02.839,56763372.06342733
2024-07-10 05:36:39.608,96224833.90217686
