Peak time,Peak total count
2024-11-01 12:37:20.432,949678.9715353451
2024-11-01 12:40:09.863,909886.7494022466
2024-11-01 12:48:34.739,11881417.33949912
2024-11-01 12:51:23.314,22779125.243088305
2024-11-01 13:02:38.345,40685359.186160974
2024-11-01 13:13:40.179,72459281.49297757
2024-11-01 13:19:18.484,28721606.20663047
2024-11-01 13:24:56.724,1677417.827508279
2024-11-01 13:29:10.357,440807.88758568565
2024-11-01 13:37:38.965,779865.3639538452
2024-11-01 13:41:53.429,442345.681057394
2024-11-01 13:47:35.312,6721170.7260874715
2024-11-01 13:51:49.528,2449362.551380691
2024-11-01 13:56:03.958,4232836.167070277
2024-11-01 14:00:18.358,757350.1474142469
2024-11-01 14:07:23.735,27418980.69421135
2024-11-01 14:14:29.112,31525592.32345391
