Peak time,Peak total count
2024-07-10 13:42:07.116,117890894.42382812
2024-07-10 13:45:46.124,33987475.6015625
2024-07-10 13:54:53.644,49343762.49609375
2024-07-10 14:13:08.687,56860699.57714844
2024-07-10 14:22:16.207,73145924.33300781
2024-07-10 14:31:23.727,36837516.39355469
2024-07-10 14:35:02.735,39940960.68261719
2024-07-10 14:38:41.744,42682086.212890625
2024-07-10 14:49:38.767,23624399.739257812
2024-07-10 14:56:56.785,29530055.350585938
2024-07-10 15:07:53.809,68483758.80566406
2024-07-10 15:11:32.851,60376674.49121094
2024-07-10 15:14:20.583,50590769.45410156
2024-07-10 15:20:49.415,49144840.07910156
