Peak time,Peak total count
2024-11-01 12:37:27.950,3856032.891784446
2024-11-01 12:44:29.391,857619.6695533305
2024-11-01 12:48:42.262,10132792.021672906
2024-11-01 12:51:30.832,28400505.84510347
2024-11-01 12:57:07.984,17988661.5578856
2024-11-01 13:13:47.729,71329852.97798921
2024-11-01 13:19:26.355,31989964.99169256
2024-11-01 13:25:04.278,4261908.962624618
2024-11-01 13:27:53.361,4871307.726966593
2024-11-01 13:32:07.281,3321775.5189578836
2024-11-01 13:36:21.714,5743456.396213822
2024-11-01 13:42:01.113,9763320.320036769
2024-11-01 13:47:42.613,7272812.414013099
2024-11-01 13:51:57.110,6746866.811057254
2024-11-01 13:56:11.540,6224260.414480056
2024-11-01 14:00:25.972,8300668.507975536
2024-11-01 14:06:06.293,20978494.635686956
2024-11-01 14:14:36.726,31020733.736443922
