Peak time,Peak total count
2024-11-13 15:11:26.400,51508596.63004796
2024-11-13 15:16:17.344,1087063.9882239306
2024-11-13 15:19:31.361,3701617.379040418
2024-11-13 15:27:36.384,13899092.722464724
2024-11-13 15:34:04.258,18791332.290716678
2024-11-13 15:52:23.907,19750831.370465398
2024-11-13 15:55:37.860,23265189.65900531
2024-11-13 16:08:33.636,42010706.83101634
2024-11-13 16:26:20.267,54660099.31132196
2024-11-13 16:31:11.239,39672983.10002772
2024-11-13 16:39:16.134,49345236.10405142
2024-11-13 16:48:57.896,60834023.512791276
