Peak time,Peak total count
2024-11-12 22:24:49.990,20638510.62483123
2024-11-12 22:35:04.811,41792648.8963252
2024-11-12 22:39:56.554,3832042.2600977975
2024-11-12 22:46:25.548,6077449.469975014
2024-11-12 22:49:40.438,12007506.099022897
2024-11-12 22:54:31.788,57991358.15694776
2024-11-12 23:05:52.526,23567233.383154146
2024-11-12 23:09:07.229,7935492.529683457
2024-11-12 23:12:21.518,9484161.322905729
2024-11-12 23:17:13.261,11123046.169704422
2024-11-12 23:25:19.502,104939183.02721187
2024-11-12 23:28:33.999,110972925.24739324
2024-11-12 23:41:31.986,19876670.5583777
2024-11-12 23:48:00.981,25114100.972703703
2024-11-12 23:56:07.218,75161104.7997351
2024-11-13 00:04:13.459,43512701.52712696
