Peak time,Peak total count
2024-11-12 22:24:40.142,9091360.583196871
2024-11-12 22:27:54.637,21489019.800421983
2024-11-12 22:43:02.937,651707.5715800634
2024-11-12 22:49:31.858,4628915.773931841
2024-11-12 22:54:22.830,43939386.85741752
2024-11-12 23:05:43.568,16724001.311141906
2024-11-12 23:25:10.545,91495321.6016506
2024-11-12 23:28:25.417,109168946.08487196
2024-11-12 23:41:23.266,11697958.640873771
2024-11-12 23:47:52.196,14546854.619220741
2024-11-12 23:57:35.509,54439394.82977879
2024-11-13 00:04:04.501,31867621.130523074
