Peak time,Peak total count
2024-07-10 13:42:07.116,98866866.9104403
2024-07-10 13:54:53.644,62594227.332362324
2024-07-10 14:04:01.165,43073190.88218296
2024-07-10 14:13:08.687,62089185.78368949
2024-07-10 14:22:16.207,80159605.42031626
2024-07-10 14:31:23.727,43874061.509279735
2024-07-10 14:35:02.735,39639684.10993002
2024-07-10 14:40:31.255,33894340.93633592
2024-07-10 14:45:59.762,15545602.223484507
2024-07-10 14:56:56.785,34735224.223686956
2024-07-10 15:07:53.809,75393900.34433554
2024-07-10 15:11:32.851,63113515.273481816
2024-07-10 15:14:20.583,50101838.53540526
2024-07-10 15:20:49.415,53180887.357844494
