Peak time,Peak total count
2024-07-10 13:41:58.154,128069173.01149744
2024-07-10 13:44:05.605,53089682.81275723
2024-07-10 13:45:55.108,50179306.080432944
2024-07-10 13:47:44.613,47615284.476733804
2024-07-10 13:55:02.628,66495171.4242309
2024-07-10 13:56:52.131,60277864.739243984
2024-07-10 13:58:41.637,49473208.40451072
2024-07-10 14:02:02.699,41988753.91116216
2024-07-10 14:04:10.148,35591867.73698076
2024-07-10 14:07:49.158,43138450.14289391
2024-07-10 14:12:59.725,73830867.80656031
2024-07-10 14:15:07.174,62283297.41326963
2024-07-10 14:20:17.741,77316306.88868964
2024-07-10 14:22:07.251,86330872.12464373
2024-07-10 14:24:14.694,59201318.48360346
2024-07-10 14:27:53.703,46494636.483585276
2024-07-10 14:31:14.765,54374626.93813003
2024-07-10 14:34:53.773,49182043.58336833
2024-07-10 14:37:01.224,44517981.17825929
2024-07-10 14:40:22.287,46004701.33009715
2024-07-10 14:42:29.737,27042820.408986922
2024-07-10 14:46:08.744,31291945.997492924
2024-07-10 14:49:29.808,26710336.68063677
2024-07-10 14:51:19.313,25905816.57205732
2024-07-10 14:53:26.760,39224305.807281114
2024-07-10 14:56:47.825,42298103.744931914
2024-07-10 15:00:26.829,53354502.20747583
2024-07-10 15:05:55.343,65398301.898894265
2024-07-10 15:08:02.793,88148749.25510263
2024-07-10 15:09:52.331,74515371.63271995
2024-07-10 15:14:29.541,66196269.16971525
