date_time,suit_count
2024-11-01T12:37:20,42601.306640625
2024-11-01T12:40:09,46260.8369140625
2024-11-01T12:48:34,524327.1030273438
2024-11-01T12:51:23,1037026.9350585938
2024-11-01T13:02:38,2568350.9125976562
2024-11-01T13:13:40,8047885.822998047
2024-11-01T13:19:18,1097957.7631835938
2024-11-01T13:24:56,51058.1875
2024-11-01T13:37:38,34653.5400390625
2024-11-01T13:41:53,34799.0458984375
2024-11-01T13:47:35,267015.03515625
2024-11-01T13:53:14,137058.64892578125
2024-11-01T13:56:03,399973.26708984375
2024-11-01T14:00:18,27254.390625
2024-11-01T14:07:23,1353483.5083007812
2024-11-01T14:14:29,1820395.9370117188
2024-11-01T14:20:09,1158375.0988769531
2024-11-01T14:27:48,40268105.17944336
2024-11-01T14:28:46,37358945.28808594
