time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-07-10 04:00:11.888050,5306,992,13437830.0,2000,1.669921875
2024-07-10 04:01:42.509555,5326,971,13143823.0,2000,1.669921875
2024-07-10 04:03:13.967305,5283,1090,14823777.0,2000,1.669921875
2024-07-10 04:04:45.454930,5169,1460,21274916.0,2000,1.669921875
2024-07-10 04:06:16.911680,5253,1977,27809562.0,2000,1.669921875
2024-07-10 04:07:48.401430,5276,1600,21788716.0,2000,1.669921875
2024-07-10 04:09:19.857055,5186,1345,18054692.0,2000,1.669921875
2024-07-10 04:10:51.313805,5209,889,12214465.0,2000,1.669921875
2024-07-10 04:12:22.803385,5284,831,11296662.0,2000,1.669921875
2024-07-10 04:13:54.291420,5192,508,6814142.0,2000,1.93359375
2024-07-10 04:15:25.778705,5192,344,4605085.5,2000,1.93359375
2024-07-10 04:16:57.490865,5298,778,10496638.0,2000,1.669921875
2024-07-10 04:18:29.203160,5309,1413,19448108.0,2000,1.669921875
2024-07-10 04:20:00.915445,5209,2355,33102324.0,2000,1.669921875
2024-07-10 04:21:32.627605,5169,1958,26800964.0,2000,1.93359375
2024-07-10 04:23:04.339900,5212,1618,22038574.0,2000,1.669921875
2024-07-10 04:24:36.509350,5234,1097,14747624.0,2000,1.669921875
2024-07-10 04:26:07.764220,5193,718,9694820.0,2000,1.669921875
2024-07-10 04:27:39.474515,5257,571,7672034.0,2000,1.669921875
2024-07-10 04:29:11.217675,5226,561,7473106.0,2000,1.669921875
2024-07-10 04:30:42.930960,5189,1071,14238913.0,2000,1.669921875
2024-07-10 04:32:14.643130,5364,993,13203611.0,2000,1.669921875
2024-07-10 04:33:46.354415,5324,1446,19466154.0,2000,1.669921875
2024-07-10 04:35:18.675750,5328,1275,17035960.0,2000,1.669921875
2024-07-10 04:36:49.779860,5272,1029,13736547.0,2000,1.669921875
2024-07-10 04:38:21.491030,5309,1617,21813426.0,2000,1.669921875
2024-07-10 04:39:53.204315,5417,1676,22832640.0,2000,1.669921875
2024-07-10 04:41:24.916350,5256,1509,20549712.0,2000,1.669921875
2024-07-10 04:42:56.627645,5240,1160,15617986.0,2000,1.669921875
2024-07-10 04:44:28.340805,5210,575,7713798.0,2000,1.669921875
2024-07-10 04:46:00.180090,5281,461,6154624.5,2000,1.669921875
2024-07-10 04:47:32.148260,5321,1256,18333092.0,2000,1.669921875
2024-07-10 04:49:04.120545,5326,2024,29247652.0,2000,1.669921875
2024-07-10 04:50:36.847050,5287,1828,25428942.0,2000,1.669921875
2024-07-10 04:52:08.530000,5363,1236,16797156.0,2000,1.669921875
2024-07-10 04:53:40.211600,5266,1039,14057272.0,2000,1.669921875
2024-07-10 04:55:12.214550,5252,1192,16050121.0,2000,1.845703125
2024-07-10 04:56:43.988615,5339,1006,13510415.0,2000,1.93359375
2024-07-10 04:58:15.989900,5247,865,11547740.0,2000,1.93359375
2024-07-10 04:59:47.990070,5189,614,8184188.0,2000,1.93359375
2024-07-10 05:01:19.989355,5227,766,10342066.0,2000,1.845703125
2024-07-10 05:02:51.990515,5326,859,11565872.0,2000,1.93359375
2024-07-10 05:04:23.990685,5170,583,7804584.5,2000,1.669921875
2024-07-10 05:05:55.989970,5203,763,10278714.0,2000,1.669921875
2024-07-10 05:07:27.991255,5238,152,2007860.25,2000,1.669921875
2024-07-10 05:08:59.991550,5318,285,3778747.5,2000,1.669921875
2024-07-10 05:10:31.990710,5387,545,7401639.0,2000,1.669921875
2024-07-10 05:12:03.991880,5273,195,2584600.25,2000,1.669921875
2024-07-10 05:13:35.992165,5300,324,4321697.5,2000,1.669921875
2024-07-10 05:15:07.991325,5263,315,4216246.5,2000,1.669921875
2024-07-10 05:16:40.247620,5354,313,4153273.25,2000,1.669921875
2024-07-10 05:18:12.533780,5224,349,4630245.0,2000,1.669921875
2024-07-10 05:19:44.792950,5275,316,4208998.5,2000,1.845703125
2024-07-10 05:21:17.462350,5304,545,7366048.5,2000,1.845703125
