Time,Total,Area,Exposure,Meas_exposure
2024-11-01 12:31:01.774910,1028724623.3241106,1028724623.3241105,317526,2000,1924.3000000000002
2024-11-01 12:32:26.631850,1027397518.0313416,1027397518.0313416,317526,2000,1924.3000000000002
2024-11-01 12:33:50.350460,1028201030.6648837,1028201030.6648837,317526,2000,1924.3000000000002
2024-11-01 12:35:14.637610,1027499982.4763834,1027499982.4763837,317526,2000,1924.3000000000002
2024-11-01 12:36:38.926010,1027210807.7579004,1027210807.7579005,317526,2000,1924.3000000000002
2024-11-01 12:38:03.215160,1026567453.3736393,1026567453.3736393,317526,2000,1924.3000000000002
2024-11-01 12:39:27.502435,1023688826.1917824,1023688826.1917824,317526,2000,1918.9
2024-11-01 12:40:51.790710,1025742020.941262,1025742020.941262,317526,2000,1924.3000000000002
2024-11-01 12:42:16.789850,1024793209.7492003,1024793209.7492005,317526,2000,1924.3000000000002
2024-11-01 12:43:40.368135,1024728718.8382714,1024728718.8382713,317526,2000,1924.3000000000002
2024-11-01 12:45:04.655410,1023402798.3244543,1023402798.3244544,317526,2000,1921.6000000000004
2024-11-01 12:46:28.943810,1024060789.5703199,1024060789.5703199,317526,2000,1924.3000000000002
2024-11-01 12:47:53.232960,1025911117.3153152,1025911117.3153152,317526,2000,1924.3000000000002
2024-11-01 12:49:17.520235,1025458820.5949923,1025458820.5949924,317526,2000,1924.3000000000002
2024-11-01 12:50:41.808385,1023999104.8962178,1023999104.8962178,317526,2000,1918.9
2024-11-01 12:52:06.977850,1026967975.1536572,1026967975.1536573,317526,2000,1924.3000000000002
2024-11-01 12:53:30.384935,1028545023.260917,1028545023.260917,317526,2000,1924.3000000000002
2024-11-01 12:54:54.673210,1028882878.0229214,1028882878.0229213,317526,2000,1924.3000000000002
2024-11-01 12:56:18.961360,1027370702.411483,1027370702.4114832,317526,2000,1924.3000000000002
2024-11-01 12:57:43.254760,1025126665.8047183,1025126665.8047184,317526,2000,1921.6000000000004
2024-11-01 12:59:07.538035,1028940149.7408332,1028940149.7408333,317526,2000,1924.3000000000002
2024-11-01 13:00:31.890185,1029141864.1995738,1029141864.1995738,317526,2000,1924.3000000000002
2024-11-01 13:01:56.432460,1029264621.9789836,1029264621.9789836,317526,2000,1924.3000000000002
2024-11-01 13:03:20.975610,1031178010.2234907,1031178010.2234907,317526,2000,1924.3000000000002
2024-11-01 13:04:45.520010,1037595822.6200087,1037595822.620009,317526,2000,1924.3000000000002
2024-11-01 13:06:10.652850,1037276070.7612879,1037276070.761288,317526,2000,1924.3000000000002
2024-11-01 13:12:58.577390,1040076056.4026222,1040076056.4026222,317526,2000,1924.3000000000002
2024-11-01 13:14:23.153540,1034772853.1779817,1034772853.1779816,317526,2000,1924.3000000000002
2024-11-01 13:15:47.730815,1030920803.9962289,1030920803.9962289,317526,2000,1921.6000000000004
2024-11-01 13:17:12.306215,1032293144.3227079,1032293144.3227079,317526,2000,1924.3000000000002
2024-11-01 13:18:36.882365,1031427360.707627,1031427360.707627,317526,2000,1924.3000000000002
2024-11-01 13:20:01.459640,1031904124.5012504,1031904124.5012505,317526,2000,1924.3000000000002
2024-11-01 13:21:26.359150,1032791158.881031,1032791158.8810312,317526,2000,1924.3000000000002
2024-11-01 13:22:50.579065,1030488549.5813179,1030488549.5813179,317526,2000,1924.3000000000002
2024-11-01 13:24:15.124340,1031080415.7692306,1031080415.7692307,317526,2000,1924.3000000000002
2024-11-01 13:25:39.668615,1030417269.2726524,1030417269.2726524,317526,2000,1924.3000000000002
2024-11-01 13:27:04.211765,1032758460.2782598,1032758460.27826,317526,2000,1924.3000000000002
2024-11-01 13:28:28.756040,1032801790.2567719,1032801790.2567719,317526,2000,1924.3000000000002
2024-11-01 13:29:53.301315,1036074916.3566191,1036074916.3566191,317526,2000,1924.3000000000002
2024-11-01 13:31:18.346500,1035347296.899782,1035347296.899782,317526,2000,1924.3000000000002
2024-11-01 13:32:42.804740,1036980276.8556406,1036980276.8556408,317526,2000,1924.3000000000002
2024-11-01 13:34:07.635015,1036799748.8002665,1036799748.8002665,317526,2000,1921.6000000000004
2024-11-01 13:35:32.435165,1037528732.8367041,1037528732.8367043,317526,2000,1924.3000000000002
2024-11-01 13:36:57.270450,1038646129.9524169,1038646129.9524171,317526,2000,1924.3000000000002
2024-11-01 13:38:22.997250,1039900720.1363586,1039900720.1363586,317526,2000,1924.3000000000002
2024-11-01 13:39:46.900000,1037738717.1039253,1037738717.1039253,317526,2000,1924.3000000000002
2024-11-01 13:41:11.731150,1035637901.6216891,1035637901.6216891,317526,2000,1924.3000000000002
2024-11-01 13:42:36.564425,1033461811.8765769,1033461811.8765769,317526,2000,1921.6000000000004
2024-11-01 13:44:03.668700,1046115778.060118,1046115778.060118,317526,2000,1929.7000000000003
2024-11-01 13:45:28.499975,1041114987.3965251,1041114987.3965253,317526,2000,1927.0
2024-11-01 13:46:53.333135,1040595909.2012892,1040595909.201289,317526,2000,1929.7000000000003
2024-11-01 13:48:18.165410,1044807839.635416,1044807839.635416,317526,2000,1929.7000000000003
2024-11-01 13:49:42.996685,1044478174.9504646,1044478174.9504646,317526,2000,1924.3000000000002
2024-11-01 13:51:07.828960,1050426184.2368987,1050426184.2368987,317526,2000,1929.7000000000003
2024-11-01 13:52:32.662235,1050058185.5312827,1050058185.5312828,317526,2000,1929.7000000000003
2024-11-01 13:53:57.462260,1046730807.4648829,1046730807.4648829,317526,2000,1929.7000000000003
2024-11-01 13:55:22.265535,1045486011.1835773,1045486011.1835773,317526,2000,1927.0
2024-11-01 13:56:47.628100,1047748904.648736,1047748904.6487361,317526,2000,1929.7000000000003
2024-11-01 13:58:11.863085,1047718158.9196093,1047718158.9196094,317526,2000,1929.7000000000003
2024-11-01 13:59:36.662235,1050850894.4191194,1050850894.4191195,317526,2000,1929.7000000000003
2024-11-01 14:01:01.654510,1052380602.7477367,1052380602.7477367,317526,2000,1929.7000000000003
2024-11-01 14:02:26.742795,1048765083.4082084,1048765083.4082085,317526,2000,1929.7000000000003
2024-11-01 14:03:51.830070,1046557960.9313412,1046557960.9313413,317526,2000,1927.0
2024-11-01 14:05:16.885220,1045765291.2590525,1045765291.2590525,317526,2000,1929.7000000000003
2024-11-01 14:06:41.941370,1044064411.7392671,1044064411.7392671,317526,2000,1929.7000000000003
2024-11-01 14:08:06.997645,1044004634.0815701,1044004634.0815701,317526,2000,1929.7000000000003
2024-11-01 14:09:32.539200,1041484886.2960293,1041484886.2960293,317526,2000,1929.7000000000003
2024-11-01 14:10:57.174195,1040494057.3961529,1040494057.3961529,317526,2000,1927.0
2024-11-01 14:12:22.230470,1043756884.383566,1043756884.383566,317526,2000,1929.7000000000003
2024-11-01 14:13:47.317630,1044831597.2645268,1044831597.264527,317526,2000,1924.3000000000002
2024-11-01 14:15:12.406780,1050770529.6759336,1050770529.6759337,317526,2000,1929.7000000000003
2024-11-01 14:16:37.495055,1048208340.5613618,1048208340.5613618,317526,2000,1927.0
2024-11-01 14:18:02.582330,1048244480.5607824,1048244480.5607824,317526,2000,1929.7000000000003
2024-11-01 14:19:27.671605,1046664065.7390409,1046664065.7390409,317526,2000,1929.7000000000003
2024-11-01 14:20:52.759755,1047090893.9949845,1047090893.9949845,317526,2000,1929.7000000000003
2024-11-01 14:22:17.847030,1043297365.8484468,1043297365.8484468,317526,2000,1929.7000000000003
2024-11-01 14:23:42.936190,1042077807.6878676,1042077807.6878678,317526,2000,1929.7000000000003
2024-11-01 14:34:43.579850,1064080293.1230309,1064080293.1230309,317526,2000,1929.7000000000003
2024-11-01 14:36:19.761280,1060457159.3504667,1060457159.3504665,317526,2000,1929.7000000000003
2024-11-01 14:37:56.465450,1055766600.9545609,1055766600.954561,317526,2000,1929.7000000000003
2024-11-01 14:39:33.170755,1055325354.4521608,1055325354.4521611,317526,2000,1929.7000000000003
2024-11-01 14:41:09.874050,1053986302.3552948,1053986302.3552948,317526,2000,1929.7000000000003
2024-11-01 14:42:46.577220,1055686856.1383412,1055686856.1383413,317526,2000,1929.7000000000003
2024-11-01 14:44:23.249515,1055558812.2810974,1055558812.2810975,317526,2000,1929.7000000000003
2024-11-01 14:45:59.920810,1052051840.0,1052051776.0,317526,2000,1929.7000000000003
