peak_time,peak_value
2024-11-12T22:24:40.142055,31989350.314909678
2024-11-12T22:27:54.637655,28257972.68529977
2024-11-12T22:54:22.830485,39508870.73917985
2024-11-12T23:25:10.545265,76647833.0071134
2024-11-12T23:28:25.417400,83792795.3445886
2024-11-12T23:55:58.260930,45872398.89067294
2024-11-13T00:04:04.501165,27810590.177847464
