Time,xrsa,xrsb,xrsa_quality,xrsb_quality,xrsa_primary_chan,xrsb_primary_chan
2022-08-15 17:15:00.539831,9.8554004e-08,1.783256e-06,0,0,1,1
2022-08-15 17:15:01.539835,1.0180575e-07,1.7839111e-06,0,0,1,1
2022-08-15 17:15:02.539840,1.0610525e-07,1.7646043e-06,0,0,1,1
2022-08-15 17:15:03.539844,9.8554004e-08,1.7806833e-06,0,0,1,1
2022-08-15 17:15:04.539846,1.0610525e-07,1.7736086e-06,0,0,1,1
2022-08-15 17:15:05.539845,1.02869e-07,1.7658906e-06,0,0,1,1
2022-08-15 17:15:06.539849,9.749076e-08,1.747251e-06,0,0,1,1
2022-08-15 17:15:07.539856,1.0934149e-07,1.7697496e-06,0,0,1,1
2022-08-15 17:15:08.539857,1.0610525e-07,1.7703927e-06,0,0,1,1
2022-08-15 17:15:09.539857,1.2012897e-07,1.7652475e-06,0,0,1,1
2022-08-15 17:15:10.539863,1.0180575e-07,1.77555e-06,0,0,1,1
2022-08-15 17:15:11.539864,1.1149899e-07,1.7639611e-06,0,0,1,1
2022-08-15 17:15:12.539867,1.1257774e-07,1.7613885e-06,0,0,1,1
2022-08-15 17:15:13.539867,9.641201e-08,1.7530393e-06,0,0,1,1
2022-08-15 17:15:14.539874,1.1797148e-07,1.7588159e-06,0,0,1,1
2022-08-15 17:15:15.539876,9.747526e-08,1.7478822e-06,0,0,1,1
2022-08-15 17:15:16.539882,1.0934149e-07,1.7568864e-06,0,0,1,1
2022-08-15 17:15:17.539881,9.7506266e-08,1.7607692e-06,0,0,1,1
2022-08-15 17:15:18.539882,1.07199504e-07,1.7562552e-06,0,0,1,1
2022-08-15 17:15:19.539885,9.7506266e-08,1.744047e-06,0,0,1,1
2022-08-15 17:15:20.539890,1.2122324e-07,1.7543257e-06,0,0,1,1
2022-08-15 17:15:21.539895,1.0394775e-07,1.7375916e-06,0,0,1,1
2022-08-15 17:15:22.539894,9.747526e-08,1.7607454e-06,0,0,1,1
