date_time,temperature,em10^49
2022-08-15T17:15:00.539831,7.724742633369135,1.202135530339872e-07
2022-08-15T17:15:01.539835,7.835754289156697,1.1690057389662548e-07
2022-08-15T17:15:02.539840,8.019469112989839,1.1072722258531117e-07
2022-08-15T17:15:03.539844,7.729706051808817,1.198843763759038e-07
2022-08-15T17:15:04.539846,8.00140952522696,1.1174522694863886e-07
2022-08-15T17:15:05.539845,7.907547201739812,1.137142840821755e-07
2022-08-15T17:15:06.539849,7.757628138787462,1.1678405446500234e-07
2022-08-15T17:15:07.539856,8.116331591479439,1.0874269542308262e-07
2022-08-15T17:15:08.539857,8.007844976766613,1.1138069198660545e-07
2022-08-15T17:15:09.539857,8.469350250443942,1.0173776954008522e-07
2022-08-15T17:15:10.539863,7.852122088020641,1.1588308425387573e-07
2022-08-15T17:15:11.539864,8.198548825084789,1.065882821177648e-07
2022-08-15T17:15:12.539867,8.238756842931119,1.0560554860062985e-07
2022-08-15T17:15:13.539867,7.7079732114570705,1.1869869220712786e-07
2022-08-15T17:15:14.539874,8.415682816524368,1.0221717533510706e-07
2022-08-15T17:15:15.539876,7.755833667325287,1.1688033762579742e-07
2022-08-15T17:15:16.539882,8.142542975885991,1.0736596345043201e-07
2022-08-15T17:15:17.539881,7.731626498512247,1.1848422268441775e-07
2022-08-15T17:15:18.539882,8.072905512787216,1.0891597355210696e-07
2022-08-15T17:15:19.539885,7.764511754063068,1.163635093606182e-07
2022-08-15T17:15:20.539890,8.526294406947189,1.002766640496322e-07
2022-08-15T17:15:21.539895,8.001314010519874,1.0947836096062542e-07
2022-08-15T17:15:22.539894,7.730579108549528,1.1851502744055083e-07
2022-08-15T17:15:23.539897,7.843223691227954,1.1394929017406038e-07
2022-08-15T17:15:24.539903,7.864084275911624,1.139105338476241e-07
2022-08-15T17:15:25.539900,8.006562112474434,1.1032008083789662e-07
2022-08-15T17:15:26.539908,8.23843214167632,1.0460943889749155e-07
2022-08-15T17:15:27.539911,7.876947157599726,1.1313684995828056e-07
2022-08-15T17:15:28.539916,7.823763621891081,1.1517936891630227e-07
2022-08-15T17:15:29.539915,7.994762236161621,1.0984395684295878e-07
2022-08-15T17:15:30.539920,8.034034630545495,1.0879986343508373e-07
2022-08-15T17:15:31.539922,8.141279656173445,1.0637171285989045e-07
2022-08-15T17:15:32.539923,7.936391179288106,1.1084197042397951e-07
2022-08-15T17:15:33.539927,8.244276341305287,1.0433969903893032e-07
2022-08-15T17:15:34.539934,8.02484437896271,1.0930450707513987e-07
2022-08-15T17:15:35.539931,8.055155976172445,1.0877641915357472e-07
2022-08-15T17:15:36.539941,8.503302875895848,9.942367877602168e-08
2022-08-15T17:15:37.539939,8.338159037372451,1.0188726628719656e-07
2022-08-15T17:15:38.539944,7.514896295936388,1.2361552233110873e-07
2022-08-15T17:15:39.539947,7.693917517654725,1.1831150440036052e-07
2022-08-15T17:15:40.539944,8.01578756242164,1.0867782043965929e-07
2022-08-15T17:15:41.539952,8.598045292543238,9.743635253439409e-08
2022-08-15T17:15:42.539952,7.390010927882341,1.2832134071582925e-07
2022-08-15T17:15:43.539956,7.995967091785543,1.086373331786311e-07
2022-08-15T17:15:44.539959,7.963610110841006,1.1046842255845058e-07
2022-08-15T17:15:45.539964,8.105320579175542,1.0717299300529675e-07
2022-08-15T17:15:46.539964,7.64744376917595,1.1868969206069307e-07
2022-08-15T17:15:47.539970,7.408452290024408,1.2690473658558183e-07
2022-08-15T17:15:48.539969,8.127937564567521,1.0599572173987162e-07
