2024-07-10T13:31:27.640,4662924797.468973,18054.178284189456,272356,25281
2024-07-10T13:33:17.145,4663696778.870332,18044.716726255945,272356,25281
2024-07-10T13:35:06.649,4662591705.525465,18070.575230975508,272356,25281
2024-07-10T13:36:56.153,4662972267.637704,18066.791856805103,272356,25281
2024-07-10T13:38:45.658,4665490168.715009,18079.211458327674,272356,25281
2024-07-10T13:40:35.162,4666110036.350056,18086.09202111524,272356,25281
2024-07-10T13:42:24.666,4665184297.044375,18074.42702112016,272356,25281
2024-07-10T13:44:14.171,4664607855.208015,18079.005009370612,272356,25281
2024-07-10T13:46:03.675,4662648623.133518,18047.730585783032,272356,25281
2024-07-10T13:47:53.180,4658459056.431701,18057.003987799897,272356,25281
2024-07-10T13:49:42.684,4663301575.467008,18094.781279675124,272356,25281
2024-07-10T13:51:32.186,4666845168.303495,18131.700471556458,272356,25281
2024-07-10T13:53:21.691,4665575411.292181,18099.0548447347,272356,25281
2024-07-10T13:55:11.194,4663046870.364668,18052.782834510424,272356,25281
2024-07-10T13:57:00.699,4666505417.975594,18059.31258430546,272356,25281
2024-07-10T13:58:50.202,4661471596.434143,18078.12123010521,272356,25281
2024-07-10T14:00:39.706,4666087810.0495615,18074.683969129575,272356,25281
2024-07-10T14:02:29.212,4662265974.202096,18066.92330562972,272356,25281
2024-07-10T14:04:18.715,4662732639.188279,18074.532851501823,272356,25281
2024-07-10T14:06:08.219,4666145942.316956,18044.27646755191,272356,25281
2024-07-10T14:07:57.725,4665781781.490984,18086.47397855655,272356,25281
2024-07-10T14:09:47.228,4665186248.424322,18016.044697251586,272356,25281
2024-07-10T14:11:36.733,4666658970.176489,17996.351022045,272356,25281
2024-07-10T14:13:26.238,4669301568.628393,18043.825137391043,272356,25281
2024-07-10T14:15:15.741,4668397402.85779,18046.03284586572,272356,25281
2024-07-10T14:17:05.244,4663822790.531772,18066.192347341363,272356,25281
2024-07-10T14:18:54.750,4658996632.999164,18044.131888851953,272356,25281
2024-07-10T14:20:44.252,4663065973.561802,18059.9293115726,272356,25281
2024-07-10T14:22:33.757,4660428647.827248,18050.245328789442,272356,25281
2024-07-10T14:24:23.261,4656866249.323546,18048.552112865033,272356,25281
2024-07-10T14:26:12.766,4657036619.310458,18038.066867630787,272356,25281
2024-07-10T14:28:02.269,4662619629.940842,18083.404872337334,272356,25281
2024-07-10T14:29:51.773,4661300107.46773,18019.676953016165,272356,25281
2024-07-10T14:31:41.278,4660904188.7117815,18039.168154667022,272356,25281
2024-07-10T14:33:30.781,4661037289.55842,18026.32745951533,272356,25281
2024-07-10T14:35:20.287,4665435478.864732,18030.733762087257,272356,25281
2024-07-10T14:37:09.791,4668564843.666945,18019.497305685472,272356,25281
2024-07-10T14:38:59.294,4665270641.591642,17998.354902767882,272356,25281
2024-07-10T14:40:48.799,4667168034.423326,18038.164249631256,272356,25281
2024-07-10T14:42:38.304,4668214921.172577,18010.99775431701,272356,25281
2024-07-10T14:44:27.807,4668131933.692767,18040.592282018337,272356,25281
2024-07-10T14:46:17.312,4665678276.1746,18020.436716846496,272356,25281
2024-07-10T14:48:06.816,4660749028.985112,17988.091674022126,272356,25281
2024-07-10T14:49:56.319,4656209318.274242,17934.702678559057,272356,25281
2024-07-10T14:51:45.823,4660735274.126492,17995.0152109794,272356,25281
2024-07-10T14:53:35.327,4657044906.335112,17985.199190131247,272356,25281
2024-07-10T14:55:24.832,4662518066.177327,18021.020357723017,272356,25281
2024-07-10T14:57:14.335,4661525657.240921,17989.396510764927,272356,25281
2024-07-10T14:59:03.844,4656258824.171727,17931.17757051005,272356,25281
2024-07-10T15:00:53.341,4659935400.141619,17987.73557449858,272356,25281
2024-07-10T15:02:42.849,4661381378.454119,17968.0062898582,272356,25281
2024-07-10T15:04:32.351,4658082827.532152,18002.194195448963,272356,25281
2024-07-10T15:06:21.862,4660439959.023884,18015.63050328239,272356,25281
2024-07-10T15:08:11.359,4656662794.879975,18007.77277880208,272356,25281
2024-07-10T15:10:00.897,4655566232.527813,17985.853600067374,272356,25281
2024-07-10T15:11:50.402,4660013701.648494,17971.49412608346,272356,25281
2024-07-10T15:14:38.101,4654673828.451076,17967.386441822022,272356,25281
2024-07-10T15:16:15.349,4657680985.602771,17965.727436408873,272356,25281
2024-07-10T15:17:52.564,4656868213.519271,17967.128787288737,272356,25281
2024-07-10T15:19:29.748,4660476243.63375,18023.56815474175,272356,25281
2024-07-10T15:21:06.934,4661042490.122883,18047.409157725302,272356,25281
2024-07-10T15:22:44.117,4658360418.047153,18002.555275430186,272356,25281
2024-07-10T15:24:21.301,4658776621.013243,17999.509090958938,272356,25281
2024-07-10T15:25:58.486,4658550963.884428,18015.093070878487,272356,25281
2024-07-10T15:27:35.670,4658602413.924698,18029.426486537366,272356,25281
2024-07-10T15:29:12.854,4658825721.076982,18026.238869432986,272356,25281
2024-07-10T15:30:50.102,4658852905.952636,18012.790175590522,272356,25281
2024-07-10T15:32:27.541,4658433238.29258,18034.503135723575,272356,25281
2024-07-10T15:34:04.983,4662427358.027471,18081.800268952215,272356,25281
2024-07-10T15:35:54.711,4661877241.380951,17996.072056076995,272356,25281
2024-07-10T15:37:44.438,4657875171.281914,17997.290162906338,272356,25281
