Peak time,Peak total count
2024-11-01 12:40:09.863000,4008998.4963539382
2024-11-01 12:44:21.873330,1590594.394436445
2024-11-01 12:48:34.739155,12361937.770788023
2024-11-01 12:51:23.314580,21521477.222860184
2024-11-01 13:02:38.345300,36017826.76254442
2024-11-01 13:13:40.179460,61210948.68208844
2024-11-01 13:19:18.484435,27416713.2186443
2024-11-01 13:26:21.273685,2675066.9130652975
2024-11-01 13:31:59.699670,3106010.095332889
2024-11-01 13:36:14.132370,5634657.263897648
2024-11-01 13:41:53.429345,4627307.637797338
2024-11-01 13:46:10.198055,6193769.217621533
2024-11-01 13:51:49.528030,4875422.033936961
2024-11-01 13:56:03.958730,5726224.565434183
2024-11-01 14:00:18.358315,4190573.8607063717
2024-11-01 14:07:23.735565,19681168.080117457
2024-11-01 14:14:29.112700,29792810.514068544
