filter2_file,mean_counts_under_contours,QS_mean_counts
2024-07-10T15:16:06.791,68410130,4334.1567
2024-07-10T15:17:44.590,68765150,4337.851
2024-07-10T15:19:21.188,68052390,4340.5654
2024-07-10T15:20:58.373,68416230,4364.342
2024-07-10T15:22:35.557,67890930,4348.351
2024-07-10T15:24:12.741,68930856,4343.398
2024-07-10T15:25:49.926,70142790,4369.951
2024-07-10T15:27:27.110,74021370,4343.064
2024-07-10T15:29:04.296,80173400,4369.078
2024-07-10T15:30:41.510,102300560,4336.9385
2024-07-10T15:32:18.949,119321710,4347.646
2024-07-10T15:33:56.385,119330664,4351.151
2024-07-10T15:35:28.135,121038344,4350.084
2024-07-10T15:35:46.113,117616290,4342.7256
2024-07-10T15:37:17.862,102252100,4338.1665
2024-07-10T15:37:35.840,99863730,4341.293
2024-07-10T15:39:07.592,91395740,4350.1436
2024-07-10T15:39:25.570,90657420,4342.7173
2024-07-10T15:40:57.320,86813864,4321.2646
2024-07-10T15:41:15.297,85963960,4321.3384
2024-07-10T15:42:47.473,82521040,4325.386
2024-07-10T15:43:05.254,81834020,4331.552
2024-07-10T15:44:36.777,78869110,4344.152
2024-07-10T15:44:54.753,78437930,4343.291
2024-07-10T15:46:26.504,77791280,4310.9
2024-07-10T15:46:44.482,77690920,4316.751
2024-07-10T15:48:16.233,76112140,4332.0073
2024-07-10T15:48:34.209,76195850,4335.6606
2024-07-10T15:50:05.930,76034660,4313.442
2024-07-10T15:50:23.906,75475480,4312.871
2024-07-10T15:51:55.657,74561220,4311.0703
2024-07-10T15:52:13.633,74429170,4319.9346
2024-07-10T15:53:45.354,72211740,4334.173
2024-07-10T15:54:03.330,71930400,4330.5215
2024-07-10T15:55:35.486,71274650,4313
2024-07-10T15:55:53.256,71086430,4310.3174
2024-07-10T15:57:24.714,69370150,4307.822
2024-07-10T15:57:42.690,69246290,4308.851
2024-07-10T15:59:14.377,68905496,4329.411
2024-07-10T15:59:32.355,68697416,4328.973
2024-07-10T16:01:04.405,67682020,4307.87
2024-07-10T16:01:22.186,67348450,4303.632
2024-07-10T16:02:53.738,65990284,4300.6904
2024-07-10T16:03:11.716,65659896,4305.7686
2024-07-10T16:04:43.433,65284908,4309.229
2024-07-10T16:05:01.411,65923424,4300.0547
2024-07-10T16:06:33.160,65943560,4288.3
2024-07-10T16:06:51.140,65980210,4293.685
2024-07-10T16:08:22.890,66236976,4290.4067
2024-07-10T16:08:40.868,66208190,4290.6
2024-07-10T16:10:12.618,66564340,4310.8003
2024-07-10T16:10:30.595,66300124,4305.201
2024-07-10T16:12:02.346,66411948,4281.637
2024-07-10T16:12:20.324,66560936,4292.7783
2024-07-10T16:13:52.748,66574948,4324.925
2024-07-10T16:14:10.528,66511690,4318.139
2024-07-10T16:15:41.802,66228340,4312.2974
2024-07-10T16:15:59.778,65994012,4317.7446
2024-07-10T16:17:31.499,66703864,4308.439
2024-07-10T16:17:49.475,66609510,4312.9097
2024-07-10T16:19:21.196,67598770,4341.3687
2024-07-10T16:19:39.172,68308070,4332.409
2024-07-10T16:21:10.891,68249600,4313.193
2024-07-10T16:21:28.868,68287560,4321.247
2024-07-10T16:23:00.588,68250856,4328.7856
2024-07-10T16:23:18.564,68655050,4324.1064
2024-07-10T16:24:50.315,68482240,4305.6963
2024-07-10T16:25:08.296,67570500,4307.307
2024-07-10T16:26:40.110,67156290,4323.9517
2024-07-10T16:26:57.989,66661610,4334.478
2024-07-10T16:28:29.675,66357156,4308.773
2024-07-10T16:28:47.653,66642836,4305.8945
2024-07-10T16:30:19.339,67704360,4318.867
