Time	Temperature	Temperature_ERR	EM	EM_ERR
2024-11-13T15:00:24	7.346284144252002	0.8684991224802023	72.05403451708243	36.8931630107924
2024-11-13T15:01:12	5.587688810420658	0.8282685474207591	151.92455019970473	107.72867181183133
2024-11-13T15:02:01	6.038369078671233	0.740224619967962	131.5841912254137	78.42569616953473
2024-11-13T15:02:49	6.411638098379377	0.6332975960311966	106.68984665478138	49.13320406935633
2024-11-13T15:03:36	6.984739302421394	0.8829466001651414	65.93127582505177	36.819077102822604
2024-11-13T15:04:20	11.912948648595274	0.6703899102470232	21.046867335125228	3.202766476595923
2024-11-13T15:05:03	11.483091253638985	0.7811853241170001	42.80869296851025	4.7810120805219
2024-11-13T15:05:47	10.26485956967165	0.7238153371408637	53.669519383966886	11.00999392228948
2024-11-13T15:06:31	7.663238811609559	0.741146188421767	100.9730266979527	41.25950747151596
2024-11-13T15:07:16	9.113594595632257	0.7915939650733094	39.73041451817006	10.91274166513991
2024-11-13T15:08:02	7.448353132714926	0.38537949488854206	88.3302765104474	17.719227767189896
2024-11-13T15:08:48	6.528027813593271	0.6763822689137441	151.33551638173427	75.19706835070546
2024-11-13T15:09:34	7.555810651228553	0.4362211275211235	80.52481549175816	18.102871805064428
2024-11-13T15:10:20	8.887999116330729	1.1138773064624385	61.20884722714765	28.442593934476843
2024-11-13T15:11:05	9.57445272510181	0.6164463869700547	35.00243516861753	6.856853469062145
2024-11-13T15:11:50	7.635970819851172	0.6447873876191145	77.39433479396872	25.167744991959488
2024-11-13T15:12:36	8.358886039828462	0.8849551525995029	61.70060120211835	24.553718710879934
2024-11-13T15:13:23	6.552691010848474	0.35431532246706665	120.11084720140212	29.039680700875305
2024-11-13T15:14:11	7.0792129646019815	0.8266580877640206	69.4943265758437	34.69906575310172
2024-11-13T15:15:00	7.237762998061142	0.49626393770363986	58.934909351010454	15.6827705827298
2024-11-13T15:15:50	6.430656651354529	0.4189469681143002	89.4601796948809	26.33453738822949
2024-11-13T15:16:40	7.369779657140398	0.6053715265772532	39.478741935228555	12.575217896999241
2024-11-13T15:21:01	6.231287784699631	0.5301590493177805	81.28542309558757	36.66024686385814
