date_time,suit_count,Mean,Std,diff_count,Diff_error,Img_count,area
2024-11-13 15:11:26,1572671.5080566406,3.942749133170669,118.03764030797156,1165664.5634765625,4513.708583161529,42414980.171875,2249.0
2024-11-13 15:16:17,149263.61572265625,2.9807719061684,147.25394963389758,121415.24853515624,755.2268026477212,1311085.037109375,70.0
2024-11-13 15:19:31,112818.2841796875,,,,,,
2024-11-13 15:27:36,519070.4267578125,,,,,,
2024-11-13 15:34:04,710810.2749023438,,,,,,
2024-11-13 15:49:09,548309.84765625,,,,,,
2024-11-13 15:52:23,820073.2543945312,,,,,,
2024-11-13 15:55:37,1098520.419921875,,,,,,
2024-11-13 16:08:33,1995291.3212890625,16.453699541971663,217.34767328738783,1381943.6967773438,3859.4593780629393,31740383.60839844,1732.0
2024-11-13 16:26:20,3873430.3247070312,3.79043865844784,261.6222997171602,3099782.423339844,4365.952869952502,42029116.93554688,2516.0
2024-11-13 16:31:11,2791941.7368164062,-1.2922392020889517,259.48185871679635,1912988.01953125,3704.342923037104,30211863.59765625,1593.0
2024-11-13 16:39:16,3652844.5927734375,-5.160168122083815,268.9872557087423,2656755.2392578125,4090.1733115189286,37094673.88183594,1904.0
2024-11-13 16:48:57,3737901.4150390634,-18.664301613800777,268.94069084179097,2020383.30859375,4627.975477254218,46570971.18261719,2612.0
