Time_UT,Flux
2024-11-01 01:56:00+00:00,50.09941664189655
2024-11-01 01:57:00+00:00,24.31525570750201
2024-11-01 01:58:00+00:00,15.437633141869316
2024-11-01 01:59:00+00:00,10.722108370314979
2024-11-01 02:00:00+00:00,13.298553656838074
2024-11-01 02:01:00+00:00,9.982037057337047
2024-11-01 02:02:00+00:00,11.693571792984606
2024-11-01 02:03:00+00:00,9.706906550309716
2024-11-01 02:04:00+00:00,8.299275240658378
2024-11-01 02:05:00+00:00,7.63557919669912
2024-11-01 02:06:00+00:00,7.049334540869179
2024-11-01 02:07:00+00:00,10.97934892944841
2024-11-01 02:08:00+00:00,36.53384651720718
2024-11-01 02:09:00+00:00,121.5952186296407
2024-11-01 02:10:00+00:00,304.12152774732766
2024-11-01 02:11:00+00:00,351.8825526942784
2024-11-01 02:12:00+00:00,290.06363881330793
2024-11-01 02:13:00+00:00,1317.3326626223163
2024-11-01 02:14:00+00:00,4111.177408687283
2024-11-01 02:15:00+00:00,4896.9241489332835
2024-11-01 02:16:00+00:00,3718.6269008996687
2024-11-01 02:17:00+00:00,1069.181505822126
2024-11-01 02:18:00+00:00,275.82070873577777
2024-11-01 02:19:00+00:00,107.87541963657252
2024-11-01 02:20:00+00:00,129.4930954992714
2024-11-01 02:21:00+00:00,61.39480422585243
2024-11-01 02:22:00+00:00,75.2320857981795
2024-11-01 02:23:00+00:00,66.08668029011159
2024-11-01 02:24:00+00:00,19.21544362401101
2024-11-01 02:25:00+00:00,7.034061284356549
2024-11-01 02:26:00+00:00,2.867681903284543
2024-11-01 02:27:00+00:00,1.7639069149538906
2024-11-01 02:28:00+00:00,6.830377507757549
2024-11-01 02:29:00+00:00,9.299089786633067
2024-11-01 02:30:00+00:00,6.872190892526435
2024-11-01 02:31:00+00:00,12.527795646714953
2024-11-01 02:32:00+00:00,35.37941294612386
2024-11-01 02:33:00+00:00,10.391040346581324
2024-11-01 02:34:00+00:00,8.549669352247276
2024-11-01 02:35:00+00:00,6.326730457255689
2024-11-01 02:36:00+00:00,6.608799795443193
2024-11-01 02:37:00+00:00,12.859991462155678
2024-11-01 02:38:00+00:00,7.545883948277904
2024-11-01 02:39:00+00:00,3.4847210089923877
2024-11-01 02:40:00+00:00,2.6912382756156825
2024-11-01 02:41:00+00:00,1.8175360154117826
2024-11-01 02:42:00+00:00,2.9965616387051286
2024-11-01 02:43:00+00:00,0.7291448326782269
2024-11-01 02:44:00+00:00,1.9593398278215886
2024-11-01 02:45:00+00:00,2.0669794893727613
2024-11-01 02:46:00+00:00,0.7588855288683081
2024-11-01 02:47:00+00:00,1.341872154203223
2024-11-01 02:48:00+00:00,1.190473978284552
2024-11-01 02:49:00+00:00,2.411795868112481
2024-11-01 02:50:00+00:00,1.169126219890339
2024-11-01 02:51:00+00:00,2.308280229568087
2024-11-01 02:52:00+00:00,1.411469578438223
2024-11-01 02:53:00+00:00,0.8718279546541561
2024-11-01 02:54:00+00:00,1.1537359287529696
2024-11-01 02:55:00+00:00,0.5490515862902513
2024-11-01 02:56:00+00:00,1.9705907420016964
2024-11-01 02:57:00+00:00,5.505426879134876
2024-11-01 02:58:00+00:00,1.4321584042419204
2024-11-01 02:59:00+00:00,1.213210718830258
2024-11-01 03:00:00+00:00,1.0322364186247115
2024-11-01 03:01:00+00:00,1.389813252290245
2024-11-01 03:02:00+00:00,1.2122060641967645
2024-11-01 03:03:00+00:00,2.545471382045419
2024-11-01 03:04:00+00:00,1.9026577475721402
2024-11-01 03:05:00+00:00,4.863836173247004
2024-11-01 03:06:00+00:00,5.2400432372580905
2024-11-01 03:07:00+00:00,7.8691057796103445
2024-11-01 03:08:00+00:00,7.815936413888946
2024-11-01 03:09:00+00:00,13.99960773189555
2024-11-01 03:10:00+00:00,36.631105213950725
2024-11-01 03:11:00+00:00,36.66112074802241
2024-11-01 03:12:00+00:00,30.747989172735988
2024-11-01 03:13:00+00:00,24.515698677301025
2024-11-01 03:14:00+00:00,21.03671723107168
2024-11-01 03:15:00+00:00,14.913549382455226
2024-11-01 03:16:00+00:00,15.424419712064886
2024-11-01 03:17:00+00:00,13.352954491255185
2024-11-01 03:18:00+00:00,8.601096946561674
2024-11-01 03:19:00+00:00,7.4276413684312015
2024-11-01 03:20:00+00:00,4.816892753024334
2024-11-01 03:21:00+00:00,8.00919987593311
2024-11-01 03:22:00+00:00,5.688183052277416
2024-11-01 03:23:00+00:00,13.559043058925749
2024-11-01 03:24:00+00:00,34.30574692119158
2024-11-01 03:25:00+00:00,21.40470297168833
2024-11-01 03:26:00+00:00,10.58137371191113
2024-11-01 03:27:00+00:00,9.999566855013262
2024-11-01 03:28:00+00:00,5.524623062176819
2024-11-01 03:29:00+00:00,4.581641820261635
2024-11-01 03:30:00+00:00,3.7802600296593005
2024-11-01 03:31:00+00:00,4.967448662746521
2024-11-01 03:32:00+00:00,4.3476771116810715
2024-11-01 03:33:00+00:00,2.5583581241116775
2024-11-01 03:34:00+00:00,3.3137260419954977
2024-11-01 03:35:00+00:00,51.171684983036315
2024-11-01 03:36:00+00:00,27.181941120697775
2024-11-01 03:37:00+00:00,7.760555371378262
2024-11-01 03:38:00+00:00,4.5182176827411284
2024-11-01 03:39:00+00:00,10.169509568591987
2024-11-01 03:40:00+00:00,52.92098784569056
2024-11-01 03:41:00+00:00,47.78760202825058
2024-11-01 03:42:00+00:00,118.83573661347612
2024-11-01 03:43:00+00:00,112.690266850091
2024-11-01 03:44:00+00:00,85.99532804886353
2024-11-01 03:45:00+00:00,55.182950916885474
2024-11-01 03:46:00+00:00,25.992630783219386
2024-11-01 03:47:00+00:00,14.909305782647527
2024-11-01 03:48:00+00:00,12.376410644818188
2024-11-01 03:49:00+00:00,10.157194509604539
2024-11-01 03:50:00+00:00,8.87861068309289
2024-11-01 03:51:00+00:00,8.249822105689889
2024-11-01 03:52:00+00:00,6.475349665300923
2024-11-01 03:53:00+00:00,3.2233745024566622
2024-11-01 03:54:00+00:00,2.764519752206526
2024-11-01 03:55:00+00:00,2.4859673340312503
2024-11-01 03:56:00+00:00,2.822405156319637
2024-11-01 03:57:00+00:00,2.4593386569579634
2024-11-01 03:58:00+00:00,1.1375049937863806
2024-11-01 03:59:00+00:00,1.2438626784173898
2024-11-01 04:00:00+00:00,2.262674145211249
2024-11-01 04:01:00+00:00,1.0151218477942927
2024-11-01 04:02:00+00:00,27.58493816499151
2024-11-01 04:03:00+00:00,7.853363371847625
2024-11-01 04:04:00+00:00,19.14856115896476
2024-11-01 04:05:00+00:00,9.710317766360408
2024-11-01 04:06:00+00:00,47.57161880492037
2024-11-01 04:07:00+00:00,69.34831356108488
2024-11-01 04:08:00+00:00,52.002599712212785
2024-11-01 04:09:00+00:00,56.59309619516114
2024-11-01 04:10:00+00:00,48.484225977461485
2024-11-01 04:11:00+00:00,45.43999802569554
2024-11-01 04:12:00+00:00,20.857103469967804
2024-11-01 04:13:00+00:00,10.086272827488814
2024-11-01 04:14:00+00:00,4.791646416740458
2024-11-01 04:15:00+00:00,2.6087910371989387
2024-11-01 04:16:00+00:00,5.491934902101244
2024-11-01 04:17:00+00:00,15.618890098773026
2024-11-01 04:18:00+00:00,10.890209724996577
2024-11-01 04:19:00+00:00,4.952836585758304
2024-11-01 04:20:00+00:00,2.9282853556139252
2024-11-01 04:21:00+00:00,1.7922494096808945
2024-11-01 04:22:00+00:00,3.794632459669343
2024-11-01 04:23:00+00:00,2.3438583393800063
2024-11-01 04:24:00+00:00,3.1247159692488027
2024-11-01 04:25:00+00:00,3.6810437314986655
2024-11-01 04:26:00+00:00,5.26984097873956
2024-11-01 04:27:00+00:00,5.497303893046691
2024-11-01 04:28:00+00:00,36.92811084955969
2024-11-01 04:29:00+00:00,14.849324744714352
2024-11-01 04:30:00+00:00,4.252014879856352
2024-11-01 04:31:00+00:00,3.2665676711989744
2024-11-01 04:32:00+00:00,4.5922445616852485
2024-11-01 04:33:00+00:00,4.550971387307723
2024-11-01 04:34:00+00:00,3.420985558347382
2024-11-01 04:35:00+00:00,2.450428405074981
2024-11-01 04:36:00+00:00,3.88113695508873
2024-11-01 04:37:00+00:00,3.515458856021831
2024-11-01 04:38:00+00:00,2.1661765243180917
2024-11-01 04:39:00+00:00,2.29646526423048
2024-11-01 04:40:00+00:00,2.724133950066293
2024-11-01 04:41:00+00:00,4.531566818842444
2024-11-01 04:42:00+00:00,1.9828049703718647
2024-11-01 04:43:00+00:00,2.3666239079656837
2024-11-01 04:44:00+00:00,2.005297544467512
2024-11-01 04:45:00+00:00,1.7810174008780266
2024-11-01 04:46:00+00:00,2.527034902464876
2024-11-01 04:47:00+00:00,1.7026532225535207
2024-11-01 04:48:00+00:00,6.042524752403332
2024-11-01 04:49:00+00:00,15.937958347888204
2024-11-01 04:50:00+00:00,4.752543096278456
2024-11-01 04:51:00+00:00,2.1166233076860355
2024-11-01 04:52:00+00:00,3.497185629549018
2024-11-01 04:53:00+00:00,21.836528147272166
2024-11-01 04:54:00+00:00,14.349083315781867
2024-11-01 04:55:00+00:00,28.334523011748082
2024-11-01 04:56:00+00:00,77.9992643122824
2024-11-01 04:57:00+00:00,172.9954238424805
2024-11-01 04:58:00+00:00,81.52373208204219
2024-11-01 04:59:00+00:00,25.683654071146474
2024-11-01 05:00:00+00:00,10.3160393244207
2024-11-01 05:01:00+00:00,4.064434567410311
2024-11-01 05:02:00+00:00,1.2809405716604179
