Time_UT,Flux
2024-10-31 22:57:00+00:00,395.59287669255116
2024-10-31 22:58:00+00:00,446.58128654434466
2024-10-31 22:59:00+00:00,659.2853408011322
2024-10-31 23:00:00+00:00,688.7751077570314
2024-10-31 23:01:00+00:00,585.578220094792
2024-10-31 23:02:00+00:00,484.88942537412765
2024-10-31 23:03:00+00:00,353.23350349416455
2024-10-31 23:04:00+00:00,250.46930616199765
2024-10-31 23:05:00+00:00,171.56872845142902
2024-10-31 23:06:00+00:00,124.93650894065556
2024-10-31 23:07:00+00:00,105.67732438395512
2024-10-31 23:08:00+00:00,112.05456429521423
2024-10-31 23:09:00+00:00,108.39469912499196
2024-10-31 23:10:00+00:00,112.33811929970645
2024-10-31 23:11:00+00:00,150.39716237485453
2024-10-31 23:12:00+00:00,189.1993291278677
2024-10-31 23:13:00+00:00,116.76078999538672
2024-10-31 23:14:00+00:00,57.26663451393229
2024-10-31 23:15:00+00:00,35.19530583918025
2024-10-31 23:16:00+00:00,29.33985968381191
2024-10-31 23:17:00+00:00,24.078853532171458
2024-10-31 23:18:00+00:00,19.606599161032953
2024-10-31 23:19:00+00:00,21.256109331048187
2024-10-31 23:20:00+00:00,20.13291213115116
2024-10-31 23:21:00+00:00,15.524611760676095
2024-10-31 23:22:00+00:00,14.78764129132053
2024-10-31 23:23:00+00:00,13.618365995089542
2024-10-31 23:24:00+00:00,12.975606406728426
2024-10-31 23:25:00+00:00,12.364758939544139
2024-10-31 23:26:00+00:00,17.923238326608967
2024-10-31 23:27:00+00:00,16.377584572136815
2024-10-31 23:28:00+00:00,15.366127399108004
2024-10-31 23:29:00+00:00,14.698075644175509
2024-10-31 23:30:00+00:00,16.16385517450186
2024-10-31 23:31:00+00:00,15.71119913905937
2024-10-31 23:32:00+00:00,21.69899803507533
2024-10-31 23:33:00+00:00,24.169501744210308
2024-10-31 23:34:00+00:00,29.95223438888765
2024-10-31 23:35:00+00:00,26.887046541770438
2024-10-31 23:36:00+00:00,30.42842978835035
2024-10-31 23:37:00+00:00,50.04680849512373
2024-10-31 23:38:00+00:00,25.983528101941364
2024-10-31 23:39:00+00:00,26.017471952239998
2024-10-31 23:40:00+00:00,81.70433782537984
2024-10-31 23:41:00+00:00,31.72553677062279
2024-10-31 23:42:00+00:00,22.45644061317069
2024-10-31 23:43:00+00:00,23.84361005375809
2024-10-31 23:44:00+00:00,26.54754364937395
2024-10-31 23:45:00+00:00,22.811005904774298
2024-10-31 23:46:00+00:00,20.47318859845401
2024-10-31 23:47:00+00:00,20.501762435833747
2024-10-31 23:48:00+00:00,17.949545207122988
2024-10-31 23:49:00+00:00,16.866314139962604
2024-10-31 23:50:00+00:00,16.257912776867418
2024-10-31 23:51:00+00:00,13.27171961589229
2024-10-31 23:52:00+00:00,13.135872396080211
2024-10-31 23:53:00+00:00,21.548640128828943
2024-10-31 23:54:00+00:00,22.54281628529223
2024-10-31 23:55:00+00:00,11.172248647210358
2024-10-31 23:56:00+00:00,9.903029025961144
2024-10-31 23:57:00+00:00,10.62053590903871
2024-10-31 23:58:00+00:00,14.985314674447189
2024-10-31 23:59:00+00:00,19.265779920262514
2024-11-01 00:00:00+00:00,12.36208382405684
2024-11-01 00:01:00+00:00,18.647592019014315
2024-11-01 00:02:00+00:00,20.726840120057563
2024-11-01 00:03:00+00:00,19.910080303251302
2024-11-01 00:04:00+00:00,22.107673556108843
2024-11-01 00:05:00+00:00,22.316626257200674
2024-11-01 00:06:00+00:00,17.395670768937425
2024-11-01 00:07:00+00:00,12.729846652110867
2024-11-01 00:08:00+00:00,8.627516208927341
2024-11-01 00:09:00+00:00,6.6113389236483044
2024-11-01 00:10:00+00:00,6.952942889286373
2024-11-01 00:11:00+00:00,8.069723372100649
2024-11-01 00:12:00+00:00,8.67184500407713
2024-11-01 00:13:00+00:00,14.321041813328543
2024-11-01 00:14:00+00:00,83.58312252594142
2024-11-01 00:15:00+00:00,777.6796191592622
2024-11-01 00:16:00+00:00,194.65712128329616
2024-11-01 00:17:00+00:00,63.32376848509151
2024-11-01 00:18:00+00:00,37.103205049037555
2024-11-01 00:19:00+00:00,28.567124208807723
2024-11-01 00:20:00+00:00,23.918947032094486
2024-11-01 00:21:00+00:00,17.336000217000645
2024-11-01 00:22:00+00:00,14.72165989031402
2024-11-01 00:23:00+00:00,12.977166517432085
2024-11-01 00:24:00+00:00,14.299744317898108
2024-11-01 00:25:00+00:00,14.910156548107915
2024-11-01 00:26:00+00:00,14.279123241495359
2024-11-01 00:27:00+00:00,15.476281952793801
2024-11-01 00:28:00+00:00,15.030440517634279
2024-11-01 00:29:00+00:00,12.882373372160218
2024-11-01 00:30:00+00:00,10.214035799279412
2024-11-01 00:31:00+00:00,10.08692775070554
2024-11-01 00:32:00+00:00,8.25414378734251
2024-11-01 00:33:00+00:00,8.438376899882503
2024-11-01 00:34:00+00:00,8.164276175531384
2024-11-01 00:35:00+00:00,7.6307418094755475
2024-11-01 00:36:00+00:00,10.308207024998165
2024-11-01 00:37:00+00:00,13.64008752641039
2024-11-01 00:38:00+00:00,11.79912413810174
2024-11-01 00:39:00+00:00,12.16041606254836
2024-11-01 00:40:00+00:00,15.396492588626323
2024-11-01 00:41:00+00:00,10.737548468184288
2024-11-01 00:42:00+00:00,7.832755430739709
2024-11-01 00:43:00+00:00,8.60782560976761
2024-11-01 00:44:00+00:00,7.394352024162014
2024-11-01 00:45:00+00:00,6.440414332089111
2024-11-01 00:46:00+00:00,10.697069993758074
2024-11-01 00:47:00+00:00,8.544997494314664
2024-11-01 00:48:00+00:00,5.859431815198263
2024-11-01 00:49:00+00:00,15.368364895979585
2024-11-01 00:50:00+00:00,14.618853122421285
2024-11-01 00:51:00+00:00,6.640592818023161
2024-11-01 00:52:00+00:00,7.0748925099550535
2024-11-01 00:53:00+00:00,5.900135196463243
2024-11-01 00:54:00+00:00,8.09556784504888
2024-11-01 00:55:00+00:00,6.353463150965439
2024-11-01 00:56:00+00:00,7.297712843052736
2024-11-01 00:57:00+00:00,6.570171966456552
2024-11-01 00:58:00+00:00,5.1906755375690095
2024-11-01 00:59:00+00:00,4.198471565387659
2024-11-01 01:00:00+00:00,5.229191673968166
2024-11-01 01:01:00+00:00,5.035380854620095
2024-11-01 01:02:00+00:00,6.027310066273555
2024-11-01 01:03:00+00:00,6.309166538164519
2024-11-01 01:04:00+00:00,7.01443875103547
2024-11-01 01:05:00+00:00,11.095153896350235
2024-11-01 01:06:00+00:00,5.7639285253982315
2024-11-01 01:07:00+00:00,3.420672366440799
2024-11-01 01:08:00+00:00,3.3901450897622496
2024-11-01 01:09:00+00:00,3.565275746954298
2024-11-01 01:10:00+00:00,3.3484632322101406
2024-11-01 01:11:00+00:00,4.007358914973651
2024-11-01 01:12:00+00:00,4.6890340296433415
2024-11-01 01:13:00+00:00,4.250918688699049
2024-11-01 01:14:00+00:00,4.898376965867872
2024-11-01 01:15:00+00:00,6.742915880002283
2024-11-01 01:16:00+00:00,4.396791274412318
2024-11-01 01:17:00+00:00,2.9274582978234935
2024-11-01 01:18:00+00:00,4.758466898988159
2024-11-01 01:19:00+00:00,4.330190818321672
2024-11-01 01:20:00+00:00,3.5604137827335487
2024-11-01 01:21:00+00:00,2.4437806371467263
2024-11-01 01:22:00+00:00,3.3063306903210163
2024-11-01 01:23:00+00:00,6.090927088992572
2024-11-01 01:24:00+00:00,9.77921351554445
2024-11-01 01:25:00+00:00,14.994666050815518
2024-11-01 01:26:00+00:00,13.01911427209085
2024-11-01 01:27:00+00:00,5.142237991122545
2024-11-01 01:28:00+00:00,2.0869983251710797
2024-11-01 01:29:00+00:00,1.709494995584862
2024-11-01 01:30:00+00:00,1.7619050513956602
2024-11-01 01:31:00+00:00,7.591878105790217
2024-11-01 01:32:00+00:00,177.17862510779167
2024-11-01 01:33:00+00:00,294.98212167523843
2024-11-01 01:34:00+00:00,96.07160727928974
2024-11-01 01:35:00+00:00,42.424563483399965
2024-11-01 01:36:00+00:00,13.747878228654432
2024-11-01 01:37:00+00:00,6.533769058235782
2024-11-01 01:38:00+00:00,3.6926108958558834
2024-11-01 01:39:00+00:00,2.3840854825612454
2024-11-01 01:40:00+00:00,10.90245304209758
2024-11-01 01:41:00+00:00,3.888213891890682
2024-11-01 01:42:00+00:00,4.5536051723383695
2024-11-01 01:43:00+00:00,3.8861356880206834
2024-11-01 01:44:00+00:00,2.940307816206525
2024-11-01 01:45:00+00:00,30.58816394785065
2024-11-01 01:46:00+00:00,8.993149251512646
2024-11-01 01:47:00+00:00,7.386059320538818
2024-11-01 01:48:00+00:00,8.089753801576556
2024-11-01 01:49:00+00:00,8.883415134075005
2024-11-01 01:50:00+00:00,12.247851904528138
2024-11-01 01:51:00+00:00,16.091538555703362
2024-11-01 01:52:00+00:00,19.11199363429324
2024-11-01 01:53:00+00:00,18.52354253920164
2024-11-01 01:54:00+00:00,17.337608882273326
2024-11-01 01:55:00+00:00,65.53807666197017
