time_start,time_end,T,T_err,EM,EM_err,L
2024-11-01T14:35:40.000,2024-11-01T14:36:00.000,15.482829067568268,0.006930404623721742,99.9787851190876,0.029069654632984054,15.482829067568268
2024-11-01T14:36:00.000,2024-11-01T14:36:20.000,15.280936401692536,0.007748137679100431,99.96112598764347,0.04544005535284157,15.280936401692536
2024-11-01T14:36:20.000,2024-11-01T14:36:40.000,14.974042403706349,0.007540863013142385,99.96617915593883,0.036270110820048274,14.974042403706349
2024-11-01T14:36:40.000,2024-11-01T14:37:00.000,14.776373495842176,0.006537576083769814,99.95095072939138,0.05398414471009261,14.776373495842176
2024-11-01T14:37:00.000,2024-11-01T14:37:20.000,14.614109714377182,0.007916241683328273,99.90759471940842,0.11062643159890229,14.614109714377182
2024-11-01T14:37:20.000,2024-11-01T14:37:40.000,14.393636302335398,0.007675899173388068,99.91155424488441,0.08806372746563085,14.393636302335398
2024-11-01T14:37:40.000,2024-11-01T14:38:00.000,14.238609286169693,5.405554631514748,99.78598040443013,45.54121783084312,14.238609286169693
2024-11-01T14:38:00.000,2024-11-01T14:38:20.000,14.096420976099068,0.009015153410809162,99.85106849442951,0.2026950518080426,14.096420976099068
2024-11-01T14:38:20.000,2024-11-01T14:38:40.000,13.947907351473372,5.357886031074545,99.79611688353833,45.74817329108113,13.947907351473372
2024-11-01T14:38:40.000,2024-11-01T14:39:00.000,13.762516460593103,0.008288700344158961,99.81003003156435,0.22719367445198202,13.762516460593103
2024-11-01T14:39:00.000,2024-11-01T14:39:20.000,13.632137382524043,5.989460257862745,99.61242335413087,46.961664491385974,13.632137382524043
2024-11-01T14:39:20.000,2024-11-01T14:39:40.000,13.464034466658898,0.01070584752657222,99.73617203179991,0.34882576818214517,13.464034466658898
2024-11-01T14:39:40.000,2024-11-01T14:40:00.000,13.328140593027369,0.014570494789902355,99.60554732774895,0.5637352853794653,13.328140593027369
2024-11-01T14:40:00.000,2024-11-01T14:40:20.000,13.162437313453465,3.3009382326602354,99.10020061158957,43.89725689759915,13.162437313453465
