Time_UT,Flux_10_30keV
2024-10-31T23:00:33,662.337234260666
2024-10-31T23:00:36,680.9141213743815
2024-10-31T23:00:39,635.4253377913435
2024-10-31T23:00:42,670.7484886645223
2024-10-31T23:00:45,643.9686231214788
2024-10-31T23:00:48,639.3559681573504
2024-10-31T23:00:51,612.7162212529814
2024-10-31T23:00:54,612.900782108211
2024-10-31T23:00:57,625.5956246851897
2024-10-31T23:01:00,585.6847759881693
2024-10-31T23:01:03,591.5241165954936
2024-10-31T23:01:06,606.5570681888904
2024-10-31T23:01:09,598.898381630486
2024-10-31T23:01:12,611.7301086186407
2024-10-31T23:01:15,585.8523438571967
2024-10-31T23:01:18,585.6887282529551
2024-10-31T23:01:21,580.0258409482452
2024-10-31T23:01:24,594.5605631174832
2024-10-31T23:01:27,632.772986928523
2024-10-31T23:01:30,621.9326381682378
2024-10-31T23:01:33,598.5376200675029
2024-10-31T23:01:36,603.5602798480269
2024-10-31T23:01:39,631.9287416933979
2024-10-31T23:01:42,561.8361879784978
2024-10-31T23:01:45,544.3861700692916
2024-10-31T23:01:48,562.2883523304379
2024-10-31T23:01:51,573.5656222501494
2024-10-31T23:01:54,527.3939425252174
2024-10-31T23:01:57,512.8399328389955
2024-10-31T23:02:00,539.008425315137
2024-10-31T23:02:03,538.058960626749
2024-10-31T23:02:06,510.6852382023331
2024-10-31T23:02:09,539.5769592920096
2024-10-31T23:02:12,536.747431754982
2024-10-31T23:02:15,502.4740415612071
2024-10-31T23:02:18,497.2872763672687
2024-10-31T23:02:21,498.97265481941054
2024-10-31T23:02:24,486.22540775927257
2024-10-31T23:02:27,464.72673477419215
2024-10-31T23:02:30,495.44416933941363
2024-10-31T23:02:33,472.08463313174815
2024-10-31T23:02:36,443.32402409800227
2024-10-31T23:02:39,465.4385348969945
2024-10-31T23:02:42,464.2515569129854
2024-10-31T23:02:45,425.78844976418515
2024-10-31T23:02:48,462.53954458229464
2024-10-31T23:02:51,472.17450559131873
2024-10-31T23:02:54,446.0345533688166
2024-10-31T23:02:57,436.94540532423184
2024-10-31T23:03:00,412.90690290921435
2024-10-31T23:03:03,409.07847563419307
2024-10-31T23:03:06,384.5072042941446
2024-10-31T23:03:09,402.78504403425916
2024-10-31T23:03:12,390.3749396104997
2024-10-31T23:03:15,370.30253362649853
2024-10-31T23:03:18,374.4995811779708
2024-10-31T23:03:21,365.29501899077746
2024-10-31T23:03:24,342.5648355086109
2024-10-31T23:03:27,355.2968581516982
2024-10-31T23:03:30,366.5460373560015
2024-10-31T23:03:33,344.8975070317047
2024-10-31T23:03:36,332.89899162552666
2024-10-31T23:03:39,316.4954047689155
2024-10-31T23:03:42,336.3690361986853
2024-10-31T23:03:45,334.2198783953462
2024-10-31T23:03:48,309.9309658208998
2024-10-31T23:03:51,301.45981865123167
2024-10-31T23:03:54,300.0703897873091
2024-10-31T23:03:57,314.1706463098035
2024-10-31T23:04:00,270.26073447859034
2024-10-31T23:04:03,308.63259243960323
2024-10-31T23:04:06,273.01728298262464
2024-10-31T23:04:09,268.53564540540947
2024-10-31T23:04:12,281.7434525886731
2024-10-31T23:04:15,292.43058772877254
2024-10-31T23:04:18,275.54540870582724
2024-10-31T23:04:21,261.03877480820705
2024-10-31T23:04:24,250.8181198040252
2024-10-31T23:04:27,254.32537351047992
2024-10-31T23:04:30,238.99043683207273
2024-10-31T23:04:33,261.79719142115
2024-10-31T23:04:36,226.8196212847673
2024-10-31T23:04:39,232.13257416159973
2024-10-31T23:04:42,222.94103268778812
2024-10-31T23:04:45,233.67619037624522
2024-10-31T23:04:48,217.89430532849403
2024-10-31T23:04:51,222.89918490247422
2024-10-31T23:04:54,209.0381619532576
2024-10-31T23:04:57,206.84945183989151
2024-10-31T23:05:00,201.07037381327982
2024-10-31T23:05:03,196.52674158411133
2024-10-31T23:05:06,215.88961140311363
2024-10-31T23:05:09,197.16439843174714
2024-10-31T23:05:12,170.87104248997878
2024-10-31T23:05:15,198.30187078313904
2024-10-31T23:05:18,175.42613828179478
2024-10-31T23:05:21,184.13746643063527
2024-10-31T23:05:24,163.06114266313546
2024-10-31T23:05:27,166.3816221753496
2024-10-31T23:05:30,166.45281024771313
2024-10-31T23:05:33,152.36952193575704
2024-10-31T23:05:36,154.02923965451694
2024-10-31T23:05:39,153.4937362273294
2024-10-31T23:05:42,156.70400905656786
2024-10-31T23:05:45,155.7501420974488
2024-10-31T23:05:48,162.16462289291073
2024-10-31T23:05:51,157.24616026875898
2024-10-31T23:05:54,159.35768302279206
2024-10-31T23:05:57,144.97623556850075
2024-10-31T23:06:00,157.16743763285405
2024-10-31T23:06:03,142.03822495537761
2024-10-31T23:06:06,143.09680668510742
2024-10-31T23:06:09,139.87354844806393
2024-10-31T23:06:12,135.68090669311943
2024-10-31T23:06:15,137.75996311503482
2024-10-31T23:06:18,127.249206463476
2024-10-31T23:06:21,123.66262149808858
2024-10-31T23:06:24,112.45287414390077
2024-10-31T23:06:27,129.88123218216455
2024-10-31T23:06:30,117.6155644853726
2024-10-31T23:06:33,128.74435182410454
2024-10-31T23:06:36,120.00489521024735
2024-10-31T23:06:39,116.83881068227849
2024-10-31T23:06:42,109.17217481134615
2024-10-31T23:06:45,113.25555674269468
2024-10-31T23:06:48,112.1421669324064
2024-10-31T23:06:51,117.42694107689611
2024-10-31T23:06:54,114.62108969686624
2024-10-31T23:06:57,100.04580553371137
2024-10-31T23:07:00,110.01731612283258
2024-10-31T23:07:03,99.47593279678061
2024-10-31T23:07:06,117.60740260281314
2024-10-31T23:07:09,105.88087497153217
2024-10-31T23:07:12,114.59198226529556
2024-10-31T23:07:15,104.98042503991076
2024-10-31T23:07:18,108.47335807480705
2024-10-31T23:07:21,103.0383969147839
2024-10-31T23:07:24,103.21836606659865
2024-10-31T23:07:27,102.55466789998995
2024-10-31T23:07:30,93.43106200296214
2024-10-31T23:07:33,104.68344309924396
2024-10-31T23:07:36,104.76017101604096
2024-10-31T23:07:39,100.87146091459607
2024-10-31T23:07:42,109.00725030932199
2024-10-31T23:07:45,98.41773962973012
2024-10-31T23:07:48,103.33001597720757
2024-10-31T23:07:51,104.31848943231859
2024-10-31T23:07:54,110.98884505031758
2024-10-31T23:07:57,113.89928749201901
2024-10-31T23:08:00,120.01172080634149
2024-10-31T23:08:03,124.49246797957063
2024-10-31T23:08:06,120.93463102974593
2024-10-31T23:08:09,116.87833471097709
2024-10-31T23:08:12,102.00577843187645
2024-10-31T23:08:15,108.9090945323138
2024-10-31T23:08:18,107.35107545056255
2024-10-31T23:08:21,116.14029103515716
2024-10-31T23:08:24,98.21589885153824
2024-10-31T23:08:27,113.54209266104513
2024-10-31T23:08:30,100.33462632694265
2024-10-31T23:08:33,96.53900815048299
2024-10-31T23:08:36,107.01932975648161
2024-10-31T23:08:39,110.54970345892768
2024-10-31T23:08:42,109.07590959467773
2024-10-31T23:08:45,120.90207829114806
2024-10-31T23:08:48,123.22924574214281
2024-10-31T23:08:51,120.02019248404216
2024-10-31T23:08:54,109.84252718089294
2024-10-31T23:08:57,115.09727942941774
2024-10-31T23:09:00,104.20093939700087
2024-10-31T23:09:03,107.77708419162337
2024-10-31T23:09:06,99.27019357679723
2024-10-31T23:09:09,107.32092257339072
2024-10-31T23:09:12,106.81385358172972
2024-10-31T23:09:15,103.83236210543281
2024-10-31T23:09:18,110.06579397120345
2024-10-31T23:09:21,114.32854278880558
2024-10-31T23:09:24,112.6576053102635
2024-10-31T23:09:27,104.67551955579076
2024-10-31T23:09:30,109.48259504634417
2024-10-31T23:09:33,112.55203187463908
2024-10-31T23:09:36,110.57704001663387
2024-10-31T23:09:39,121.02396957077677
2024-10-31T23:09:42,112.42319033541513
2024-10-31T23:09:45,103.27097400027885
2024-10-31T23:09:48,106.42143638961096
2024-10-31T23:09:51,108.27922306456463
2024-10-31T23:09:54,109.64430478213504
2024-10-31T23:09:57,103.27640036740279
2024-10-31T23:10:00,113.0559352040114
2024-10-31T23:10:03,111.85719468194485
2024-10-31T23:10:06,97.74109665551248
2024-10-31T23:10:09,91.48980704941908
2024-10-31T23:10:12,112.44687271116406
2024-10-31T23:10:15,111.34567227957892
2024-10-31T23:10:18,110.29401322204137
2024-10-31T23:10:21,122.32798792916611
2024-10-31T23:10:24,105.91590660808815
2024-10-31T23:10:27,107.83606704074445
2024-10-31T23:10:30,126.24863004682474
2024-10-31T23:10:33,115.0082714557468
2024-10-31T23:10:36,124.20374472934053
2024-10-31T23:10:39,115.50641560552698
2024-10-31T23:10:42,104.31383879977821
2024-10-31T23:10:45,104.71337413819687
2024-10-31T23:10:48,125.19083412446315
2024-10-31T23:10:51,109.41718546582754
2024-10-31T23:10:54,116.1145945389884
2024-10-31T23:10:57,121.73494370776498
2024-10-31T23:11:00,119.55859819052735
2024-10-31T23:11:03,133.54240294295448
2024-10-31T23:11:06,132.88959964114338
2024-10-31T23:11:09,147.64591701823153
2024-10-31T23:11:12,142.90206431346886
2024-10-31T23:11:15,140.57252359388062
2024-10-31T23:11:18,149.22530837851417
2024-10-31T23:11:21,155.39471687870778
2024-10-31T23:11:24,164.0963194370013
2024-10-31T23:11:27,164.78147248424494
2024-10-31T23:11:30,166.22876457370702
2024-10-31T23:11:33,156.98649120328358
2024-10-31T23:11:36,156.70946637786957
2024-10-31T23:11:39,148.04613914090066
2024-10-31T23:11:42,153.9016315142073
2024-10-31T23:11:45,133.9745686848749
2024-10-31T23:11:48,149.7151632313513
2024-10-31T23:11:51,154.74263767398958
2024-10-31T23:11:54,160.42767409481084
2024-10-31T23:11:57,176.60178812342107
2024-10-31T23:12:00,199.5014114379571
2024-10-31T23:12:03,205.52387253440187
2024-10-31T23:12:06,182.69820857045178
2024-10-31T23:12:09,188.4765544732117
2024-10-31T23:12:12,189.80530214306725
2024-10-31T23:12:15,159.26903772351636
2024-10-31T23:12:18,178.8173201878586
2024-10-31T23:12:21,184.84841614958734
2024-10-31T23:12:24,196.2520864804279
2024-10-31T23:12:27,197.41235534346993
2024-10-31T23:12:30,191.81876420971736
2024-10-31T23:12:33,203.37693484621047
2024-10-31T23:12:36,200.43236231800756
2024-10-31T23:12:39,192.76400756832925
2024-10-31T23:12:42,182.88126042482378
2024-10-31T23:12:45,176.02695433295995
2024-10-31T23:12:48,175.46356407798567
2024-10-31T23:12:51,183.12272453363795
2024-10-31T23:12:54,194.14158042268897
2024-10-31T23:12:57,201.3538647790435
2024-10-31T23:13:00,191.69107850389662
2024-10-31T23:13:03,170.65436347322975
2024-10-31T23:13:06,155.30760924018975
2024-10-31T23:13:09,139.78124360241296
2024-10-31T23:13:12,145.24584499992642
2024-10-31T23:13:15,127.20430531102416
2024-10-31T23:13:18,123.75246458250336
2024-10-31T23:13:21,117.01619629063366
2024-10-31T23:13:24,113.96537816522724
2024-10-31T23:13:27,123.96807658670397
2024-10-31T23:13:30,101.86066949365929
2024-10-31T23:13:33,111.50964901842917
2024-10-31T23:13:36,94.02625401813309
2024-10-31T23:13:39,102.71724752583488
2024-10-31T23:13:42,98.76912136871066
2024-10-31T23:13:45,96.13819496828802
2024-10-31T23:13:48,85.76067095993609
2024-10-31T23:13:51,84.82492939629819
2024-10-31T23:13:54,80.152935127661
2024-10-31T23:13:57,70.86956727503622
2024-10-31T23:14:00,74.4619780182722
2024-10-31T23:14:03,73.20214029152044
2024-10-31T23:14:06,73.48806214331432
2024-10-31T23:14:09,76.11793359119498
2024-10-31T23:14:12,66.66552774110387
2024-10-31T23:14:15,62.03430690367047
2024-10-31T23:14:18,56.968612432470955
2024-10-31T23:14:21,64.50398643810536
2024-10-31T23:14:24,51.63750483591544
2024-10-31T23:14:27,58.35234038034163
2024-10-31T23:14:30,56.56268772481988
2024-10-31T23:14:33,42.277463614934035
2024-10-31T23:14:36,42.57432950535745
2024-10-31T23:14:39,55.77575637895984
2024-10-31T23:14:42,50.79697553315958
2024-10-31T23:14:45,54.75611254572012
2024-10-31T23:14:48,49.82086019713895
2024-10-31T23:14:51,41.469077984618096
2024-10-31T23:14:54,46.454861700379034
2024-10-31T23:14:57,47.412172317649066
2024-10-31T23:15:00,40.900393128388686
2024-10-31T23:15:03,41.92301086584071
2024-10-31T23:15:06,42.82527516284909
2024-10-31T23:15:09,38.23294782637952
2024-10-31T23:15:12,46.57551900545028
2024-10-31T23:15:15,39.72632030645385
2024-10-31T23:15:18,38.70033828416855
2024-10-31T23:15:21,30.571066061650903
2024-10-31T23:15:24,36.72086713710846
2024-10-31T23:15:27,31.75135121742388
2024-10-31T23:15:30,35.94963765143786
2024-10-31T23:15:33,33.21713050205983
2024-10-31T23:15:36,32.01343365509804
2024-10-31T23:15:39,31.14885992804676
2024-10-31T23:15:42,30.983158787086733
2024-10-31T23:15:45,32.437771449481346
2024-10-31T23:15:48,31.405329644675113
2024-10-31T23:15:51,32.612995247041056
2024-10-31T23:15:54,30.067596038274015
2024-10-31T23:15:57,26.14311488469033
2024-10-31T23:16:00,36.84008081753473
2024-10-31T23:16:03,33.0244653920281
2024-10-31T23:16:06,31.334109326198767
2024-10-31T23:16:09,26.60410455862265
2024-10-31T23:16:12,29.972263415649817
2024-10-31T23:16:15,39.98569935559602
2024-10-31T23:16:18,30.88337318102036
2024-10-31T23:16:21,27.218984067435777
2024-10-31T23:16:24,29.054356892899104
2024-10-31T23:16:27,31.83454920847713
2024-10-31T23:16:30,28.494363546367005
2024-10-31T23:16:33,32.99975689251702
2024-10-31T23:16:36,27.539907018339303
2024-10-31T23:16:39,27.178358276680836
2024-10-31T23:16:42,26.293661733464262
2024-10-31T23:16:45,20.588800589240353
2024-10-31T23:16:48,30.0728236635479
2024-10-31T23:16:51,23.923305749889447
2024-10-31T23:16:54,22.73729860782268
2024-10-31T23:16:57,30.216931382906935
2024-10-31T23:17:00,29.67391354838543
2024-10-31T23:17:03,26.36333147684321
2024-10-31T23:17:06,29.032546063259673
2024-10-31T23:17:09,25.902012924349233
2024-10-31T23:17:12,27.959726134931643
2024-10-31T23:17:15,31.42227764923876
2024-10-31T23:17:18,27.054598251974326
2024-10-31T23:17:21,23.27760793765022
2024-10-31T23:17:24,20.943373064196805
2024-10-31T23:17:27,18.704653004802324
2024-10-31T23:17:30,27.22092441717358
2024-10-31T23:17:33,15.598515570161288
2024-10-31T23:17:36,21.847824533777
2024-10-31T23:17:39,20.78681947787278
2024-10-31T23:17:42,23.379846592740538
2024-10-31T23:17:45,25.882627467310357
2024-10-31T23:17:48,22.271983583764726
2024-10-31T23:17:51,23.33307500679923
2024-10-31T23:17:54,21.289993981517007
2024-10-31T23:17:57,19.631419956681047
2024-10-31T23:18:00,19.42586278921313
2024-10-31T23:18:03,17.645441154636167
2024-10-31T23:18:06,21.355396310485045
2024-10-31T23:18:09,24.02723741530997
2024-10-31T23:18:12,24.686468442277228
2024-10-31T23:18:15,18.835357586539825
2024-10-31T23:18:18,20.166934053099975
2024-10-31T23:18:21,18.202603777246807
2024-10-31T23:18:24,13.961959699787501
2024-10-31T23:18:27,21.237711111701188
2024-10-31T23:18:30,15.280125041800336
2024-10-31T23:18:33,19.141202688214168
2024-10-31T23:18:36,16.984566052752065
2024-10-31T23:18:39,22.030916551745467
2024-10-31T23:18:42,23.767054696874084
2024-10-31T23:18:45,19.012322386102884
2024-10-31T23:18:48,22.75903211036962
2024-10-31T23:18:51,12.47566525141203
2024-10-31T23:18:54,15.796524584290896
2024-10-31T23:18:57,25.339601516800695
2024-10-31T23:19:00,19.98211488127396
2024-10-31T23:19:03,21.300629218416063
2024-10-31T23:19:06,12.463006734846074
2024-10-31T23:19:09,17.370446205136446
2024-10-31T23:19:12,21.524772663907818
2024-10-31T23:19:15,18.54504811763473
2024-10-31T23:19:18,19.863574822740627
2024-10-31T23:19:21,21.402592420574656
2024-10-31T23:19:24,19.954199711478612
2024-10-31T23:19:27,20.130982538061176
2024-10-31T23:19:30,20.56877062717752
2024-10-31T23:19:33,25.64534052212632
2024-10-31T23:19:36,24.69431265194825
2024-10-31T23:19:39,27.427696516112174
2024-10-31T23:19:42,23.723029335336157
2024-10-31T23:19:45,20.242954492565804
2024-10-31T23:19:48,21.320813516772436
2024-10-31T23:19:51,20.344732801116304
2024-10-31T23:19:54,22.702892939246127
2024-10-31T23:19:57,25.91427590449246
2024-10-31T23:20:00,23.41097235686746
2024-10-31T23:20:03,18.227116247015328
2024-10-31T23:20:06,21.659744203087282
2024-10-31T23:20:09,19.39557244380012
2024-10-31T23:20:12,19.730889002479014
2024-10-31T23:20:15,20.310114244616834
2024-10-31T23:20:18,17.65962576865874
2024-10-31T23:20:21,14.577364762621826
2024-10-31T23:20:24,15.825745344159513
2024-10-31T23:20:27,14.744093855219761
2024-10-31T23:20:30,16.041752894716932
2024-10-31T23:20:33,18.23984024921768
2024-10-31T23:20:36,27.333420932288664
2024-10-31T23:20:39,26.7320154309231
2024-10-31T23:20:42,21.643220583594434
2024-10-31T23:20:45,21.491613070166725
2024-10-31T23:20:48,21.685398320353617
2024-10-31T23:20:51,23.928638398643567
2024-10-31T23:20:54,25.33602132399481
2024-10-31T23:20:57,14.685083190597782
2024-10-31T23:21:00,18.88334962725344
2024-10-31T23:21:03,16.34807244941597
2024-10-31T23:21:06,20.59357289472894
2024-10-31T23:21:09,12.107030908264809
2024-10-31T23:21:12,11.060292561847229
2024-10-31T23:21:15,21.43511516848865
2024-10-31T23:21:18,16.263714631395978
2024-10-31T23:21:21,14.755863348640679
2024-10-31T23:21:24,18.878559390700886
2024-10-31T23:21:27,14.928977231182309
2024-10-31T23:21:30,13.491684456664201
2024-10-31T23:21:33,19.04026269912422
2024-10-31T23:21:36,12.591638028619705
2024-10-31T23:21:39,15.694203694659006
2024-10-31T23:21:42,9.685901482898469
2024-10-31T23:21:45,9.433882047731196
2024-10-31T23:21:48,15.644987324871162
2024-10-31T23:21:51,16.337526837982168
2024-10-31T23:21:54,17.739780664441195
2024-10-31T23:21:57,15.577819764611672
2024-10-31T23:22:00,14.029732584951114
2024-10-31T23:22:03,15.729437351274642
2024-10-31T23:22:06,12.447535753248177
2024-10-31T23:22:09,12.977942546206672
2024-10-31T23:22:12,19.693809707956415
2024-10-31T23:22:15,13.11570429801736
2024-10-31T23:22:18,17.1014209588342
2024-10-31T23:22:21,17.526053071019295
2024-10-31T23:22:24,22.29438138007769
2024-10-31T23:22:27,11.61793309449968
2024-10-31T23:22:30,21.29395463068947
2024-10-31T23:22:33,7.641649862129288
2024-10-31T23:22:36,14.156958341596297
2024-10-31T23:22:39,13.812179605163958
2024-10-31T23:22:42,16.66727803150552
2024-10-31T23:22:45,15.825282971061776
2024-10-31T23:22:48,13.340996146200002
2024-10-31T23:22:51,11.664557476836606
2024-10-31T23:22:54,8.413656185069359
2024-10-31T23:22:57,16.40236183007302
2024-10-31T23:23:00,14.444927195705699
2024-10-31T23:23:03,15.368330995288538
2024-10-31T23:23:06,14.460048685468957
2024-10-31T23:23:09,12.503893901902469
2024-10-31T23:23:12,16.49444190660855
2024-10-31T23:23:15,10.953449646630164
2024-10-31T23:23:18,10.67348721623254
2024-10-31T23:23:21,11.584167629478552
2024-10-31T23:23:24,12.489658693470592
2024-10-31T23:23:27,14.025675058362676
2024-10-31T23:23:30,14.89502078294521
2024-10-31T23:23:33,18.401884675023062
2024-10-31T23:23:36,7.277843654154594
2024-10-31T23:23:39,16.255843798316956
2024-10-31T23:23:42,14.640219847358958
2024-10-31T23:23:45,13.835952083267593
2024-10-31T23:23:48,14.254025310275711
2024-10-31T23:23:51,13.177145014204509
2024-10-31T23:23:54,14.329502125578863
2024-10-31T23:23:57,12.301801681516631
2024-10-31T23:24:00,15.396108945208368
2024-10-31T23:24:03,15.179895400998603
2024-10-31T23:24:06,12.688609371621254
2024-10-31T23:24:09,12.368967672187143
2024-10-31T23:24:12,19.05592759449979
2024-10-31T23:24:15,9.700360139209502
2024-10-31T23:24:18,9.98139218489173
2024-10-31T23:24:21,12.269559065498978
2024-10-31T23:24:24,11.72289556264694
2024-10-31T23:24:27,15.00623937447631
2024-10-31T23:24:30,11.950955510137595
2024-10-31T23:24:33,11.327968100704965
2024-10-31T23:24:36,17.214954018590145
2024-10-31T23:24:39,12.773635824519387
2024-10-31T23:24:42,13.005249549943162
2024-10-31T23:24:45,10.865297555921764
2024-10-31T23:24:48,15.395983397958256
2024-10-31T23:24:51,13.761604597168997
2024-10-31T23:24:54,9.41380132237923
2024-10-31T23:24:57,10.432722946006416
2024-10-31T23:25:00,5.700321515400313
2024-10-31T23:25:03,10.760480691987578
2024-10-31T23:25:06,12.554028610386476
2024-10-31T23:25:09,10.706557432843026
2024-10-31T23:25:12,14.73306975761819
2024-10-31T23:25:15,10.304105083146075
2024-10-31T23:25:18,13.912876367566795
2024-10-31T23:25:21,12.872837086516594
2024-10-31T23:25:24,15.645736555255988
2024-10-31T23:25:27,10.987436731654675
2024-10-31T23:25:30,12.383757472036333
2024-10-31T23:25:33,14.092899441716852
2024-10-31T23:25:36,17.39112723866827
2024-10-31T23:25:39,7.962052265801774
2024-10-31T23:25:42,15.849732677139349
2024-10-31T23:25:45,13.601411581037302
2024-10-31T23:25:48,7.591253538925256
2024-10-31T23:25:51,13.984664877253572
2024-10-31T23:25:54,13.192503988740766
2024-10-31T23:25:57,13.068325877187593
2024-10-31T23:26:00,18.001045385993688
2024-10-31T23:26:03,14.657879590985868
2024-10-31T23:26:06,17.42150888840085
2024-10-31T23:26:09,16.477668444365705
2024-10-31T23:26:12,22.16356770197204
2024-10-31T23:26:15,14.596992830433154
2024-10-31T23:26:18,20.5898967583942
2024-10-31T23:26:21,13.939615696666444
2024-10-31T23:26:24,17.97905691464461
2024-10-31T23:26:27,16.346695939697252
2024-10-31T23:26:30,19.257163166996808
2024-10-31T23:26:33,13.90529628594499
2024-10-31T23:26:36,18.006272912022638
2024-10-31T23:26:39,19.002849022544435
2024-10-31T23:26:42,16.984689692653543
2024-10-31T23:26:45,20.5078744093545
2024-10-31T23:26:48,22.45783430337555
2024-10-31T23:26:51,19.91387965281493
2024-10-31T23:26:54,22.343127568559332
2024-10-31T23:26:57,13.911851366358807
2024-10-31T23:27:00,23.679219285643374
2024-10-31T23:27:03,17.64412030577384
2024-10-31T23:27:06,14.235620995360375
2024-10-31T23:27:09,18.584941864070192
2024-10-31T23:27:12,26.020490924513247
2024-10-31T23:27:15,18.780518054959224
2024-10-31T23:27:18,15.974751651284581
2024-10-31T23:27:21,12.977859695750434
2024-10-31T23:27:24,20.15546995401067
2024-10-31T23:27:27,15.598542153832858
2024-10-31T23:27:30,13.536723752814401
2024-10-31T23:27:33,15.885131994880735
2024-10-31T23:27:36,13.323584993678235
2024-10-31T23:27:39,19.790399650729583
2024-10-31T23:27:42,10.93603648741869
2024-10-31T23:27:45,12.06638973951151
2024-10-31T23:27:48,16.61033407846827
2024-10-31T23:27:51,10.592534999051027
2024-10-31T23:27:54,10.1911388039573
2024-10-31T23:27:57,20.96788205702772
2024-10-31T23:28:00,14.771602471667206
2024-10-31T23:28:03,19.883328437802067
2024-10-31T23:28:06,15.629018723962249
2024-10-31T23:28:09,14.338801980016374
2024-10-31T23:28:12,22.420372327236965
2024-10-31T23:28:15,14.74948891003696
2024-10-31T23:28:18,12.76359605788985
2024-10-31T23:28:21,12.243489483990345
2024-10-31T23:28:24,15.220452368257051
2024-10-31T23:28:27,16.171894172824874
2024-10-31T23:28:30,15.740856885907574
2024-10-31T23:28:33,10.949239611623959
2024-10-31T23:28:36,9.464200039703162
2024-10-31T23:28:39,17.91535270213801
2024-10-31T23:28:42,18.03202769159989
2024-10-31T23:28:45,15.490139365193807
2024-10-31T23:28:48,15.920390307900801
2024-10-31T23:28:51,15.71478198965145
2024-10-31T23:28:54,11.70487696925616
2024-10-31T23:28:57,18.198637485501305
2024-10-31T23:29:00,15.958922048407285
2024-10-31T23:29:03,14.411075085399283
2024-10-31T23:29:06,18.68764487902031
2024-10-31T23:29:09,12.392572522161453
2024-10-31T23:29:12,18.273464103536927
2024-10-31T23:29:15,16.229748487521892
2024-10-31T23:29:18,11.002184629438588
2024-10-31T23:29:21,12.265084048110316
2024-10-31T23:29:24,12.3538624445578
2024-10-31T23:29:27,14.338943541047716
2024-10-31T23:29:30,19.427736987667227
2024-10-31T23:29:33,14.23880384365495
2024-10-31T23:29:36,17.138562281923793
2024-10-31T23:29:39,14.980286300180001
2024-10-31T23:29:42,9.437763035295918
2024-10-31T23:29:45,11.100184361138199
2024-10-31T23:29:48,17.044899165627676
2024-10-31T23:29:51,13.10525417327676
2024-10-31T23:29:54,16.284484783805844
2024-10-31T23:29:57,15.29003616173823
2024-10-31T23:30:00,19.332504034039335
2024-10-31T23:30:03,20.00293878713931
2024-10-31T23:30:06,12.578799903390825
2024-10-31T23:30:09,13.040428280828344
2024-10-31T23:30:12,14.635652542158766
2024-10-31T23:30:15,15.386845032371658
2024-10-31T23:30:18,12.969068129855353
2024-10-31T23:30:21,16.371955146389627
2024-10-31T23:30:24,19.25327843427357
2024-10-31T23:30:27,19.095987568295993
2024-10-31T23:30:30,13.34264249602745
2024-10-31T23:30:33,14.176755454544246
2024-10-31T23:30:36,20.07949040333116
2024-10-31T23:30:39,20.057137687997862
2024-10-31T23:30:42,18.537217537559155
2024-10-31T23:30:45,14.74461292226879
2024-10-31T23:30:48,14.852460741994443
2024-10-31T23:30:51,14.81880350907412
2024-10-31T23:30:54,13.618858337400216
2024-10-31T23:30:57,16.381666541096987
2024-10-31T23:31:00,15.931946376956992
2024-10-31T23:31:03,15.716338475542791
2024-10-31T23:31:06,19.589789787925202
