Flare_ID,NOAA_Region,GOES_Class,Start_Time_UTC,Peak_Time_UTC,End_Time_UTC,Preflare_Intensity,Flare_Peak_Intensity,Quiet_Sun_Intensity,Intensity_Ratio,Peak_Ratio,Flare_Contrast,Enhancement_QS,Fluence,FWHM,Box_Area,Preflare_level
20240710_152500.000,13738,M1.0,2024-07-10T15:25:00,2024-07-10T15:37:00,2024-07-10T15:46:00,388143871.16676,444177679.816752,5451.3980353023435,1.1443635023311187,1.7463904009228937,0.14436350233111866,0.7463904009228938,31040400701.55077,10859.707000017166,46656,1.5184636561410747
