# Date,Intensity
2024-06-02 02:30:09.349000,1498142050.1444623
2024-06-02 02:30:21.349000,1497910835.3115046
2024-06-02 02:30:33.349000,1497803866.5539434
2024-06-02 02:30:45.342000,1497766591.1395266
2024-06-02 02:30:57.350000,1497612357.3063784
2024-06-02 02:31:09.349000,1497571899.8901591
2024-06-02 02:31:21.349000,1497566684.5650737
2024-06-02 02:31:33.350000,1497509972.1822813
2024-06-02 02:31:45.350000,1497656385.4098914
2024-06-02 02:31:57.343000,1497848850.2431302
2024-06-02 02:32:09.350000,1497720507.7350655
2024-06-02 02:32:21.349000,1497677126.475629
2024-06-02 02:32:33.350000,1497487350.882096
2024-06-02 02:32:45.343000,1497134834.9435349
2024-06-02 02:32:57.350000,1497136406.2916372
2024-06-02 02:33:09.350000,1496819724.782568
2024-06-02 02:33:21.350000,1496939559.909388
2024-06-02 02:33:33.342000,1497026811.8014321
2024-06-02 02:33:45.350000,1497038456.0966356
2024-06-02 02:33:57.342000,1496837239.7649593
2024-06-02 02:34:09.350000,1496780194.5626838
2024-06-02 02:34:21.350000,1496875272.2276773
2024-06-02 02:34:33.350000,1496601817.8363948
2024-06-02 02:34:45.349000,1496633884.0215104
2024-06-02 02:34:57.350000,1496391148.796608
2024-06-02 02:35:09.342000,1496384284.6807985
2024-06-02 02:35:21.349000,1496603865.652091
2024-06-02 02:35:33.350000,1496802977.7543354
2024-06-02 02:35:45.342000,1497218889.0810935
2024-06-02 02:35:57.350000,1496888583.1361825
2024-06-02 02:36:09.350000,1496993846.5538104
2024-06-02 02:36:21.342000,1496978028.2906942
2024-06-02 02:36:33.350000,1496879700.387115
2024-06-02 02:36:45.350000,1496748946.58638
2024-06-02 02:36:57.350000,1496342897.1392572
2024-06-02 02:37:09.350000,1495983057.389294
2024-06-02 02:37:21.349000,1495775207.8941014
2024-06-02 02:37:33.350000,1495440509.87819
2024-06-02 02:37:45.342000,1495343307.102361
2024-06-02 02:37:57.351000,1495328263.0824273
2024-06-02 02:38:09.350000,1495226965.5730984
2024-06-02 02:38:21.349000,1495324915.0194259
2024-06-02 02:38:33.349000,1495253310.8286808
