date_time,suit_coun,Mean,Std,diff_count,Diff_error,Img_count,area
2024-07-10 04:06:16,3043643.396972656,6.362994018372143,162.70198945068566,1197691.5517578125,6170.781268555504,79287544.51074219,3060.0
2024-07-10 04:10:51,2681286.21875,2.803388698995941,209.32851646831296,2051541.8510742188,4633.46021681535,46016073.037109375,2164.0
2024-07-10 04:20:00,5969314.7314453125,8.64717474898526,286.26015633664866,4622862.817871094,6228.870944533394,84109497.84570312,3359.0
2024-07-10 04:33:46,3570692.8049316406,14.314112903225809,259.63993200453484,2216609.0278320312,5838.123651191499,72774356.16308594,3269.0
2024-07-10 04:41:24,4021184.969482422,1.786925870540483,249.9047010008515,2837636.9350585938,5880.765286215945,73500647.66308594,3190.0
2024-07-10 04:49:04,5808104.579589844,3.6115653706472974,314.23091771127434,2757993.647460937,5911.560621770133,75752856.38476562,2902.0
2024-07-10 04:53:40,3689931.796386719,5.5533299508652,267.3422229393826,1886926.927734375,5534.979791890018,65002852.06152344,2935.0
2024-07-10 05:02:51,1837958.052734375,5.574201559495834,265.26534617840304,885947.8588867188,4214.767075588501,37645003.728515625,1587.0
2024-07-10 05:05:55,2184820.4018554688,-10.674575411236916,277.3924141422414,1057340.1147460938,4106.057800510462,35989166.328125,1624.0
2024-07-10 05:16:40,539785.4077148438,,,,,,
2024-07-10 05:24:21,1838412.328125,-8.278313928647725,286.5005394527692,1285844.7177734375,3761.034809254733,30226654.76953125,1210.0
2024-07-10 05:32:02,2970117.1057128906,-10.57794808801538,296.020217195016,1312858.0810546875,4934.888851886003,52170963.80175781,2368.0
2024-07-10 05:38:11,7319769.963378906,3.416545609912412,358.3765137140396,5152231.073730469,6307.079122956396,86789357.32324219,3283.0
