date_time,temperature,emission_measure
2024-11-13 00:08:00,5.238264991374598,3.161541216619933e+48
2024-11-13 00:09:00,5.307102582914124,3.011749005386407e+48
2024-11-13 00:10:00,5.2871211597876275,3.030025269278945e+48
2024-11-13 00:11:00,5.204114243085919,3.167484276267355e+48
2024-11-13 00:12:00,5.2227076292534615,3.135304531086271e+48
2024-11-13 00:13:00,5.2204297764394365,3.168172553100931e+48
2024-11-13 00:14:00,5.427921812631003,2.926479947811582e+48
2024-11-13 00:15:00,5.9299123170140104,2.4723981635245523e+48
2024-11-13 00:16:00,6.626540314283394,2.1219801452811976e+48
2024-11-13 00:17:00,6.938871057834245,2.134854252835127e+48
2024-11-13 00:18:00,8.665229357716276,2.0751415170427044e+48
2024-11-13 00:19:00,10.791388754655191,2.9926951986216164e+48
2024-11-13 00:20:00,11.253856207137456,3.918006939246952e+48
2024-11-13 00:21:00,11.213694479512691,4.582104031643256e+48
2024-11-13 00:22:00,10.907629401437175,5.0026316470570816e+48
2024-11-13 00:23:00,10.449962242178206,5.168554560165629e+48
2024-11-13 00:24:00,9.923523818696902,5.191466446982827e+48
2024-11-13 00:25:00,9.47816462174024,5.115466518783796e+48
