2024-11-10T19:48:58.240,216772928.0,7837.9302685950415,27010
2024-11-10T19:50:23.489,218634256.0,7811.9870867768595,27195
2024-11-10T19:51:48.705,218260832.0,7813.3734504132235,27156
2024-11-10T19:53:13.953,218002784.0,7839.137396694215,27156
2024-11-10T19:54:39.201,217072672.0,7821.615185950413,27010
2024-11-10T19:56:04.417,217614784.0,7838.6400208986415,27156
2024-11-10T19:57:29.730,216695072.0,7865.417355371901,27010
2024-11-10T19:58:55.417,217965952.0,7848.583072100313,27156
2024-11-10T20:00:20.353,218933648.0,7878.658307210031,27342
2024-11-10T20:01:45.825,217325184.0,7874.163033425816,27156
2024-11-10T20:03:11.361,218019264.0,7859.797004132231,27195
2024-11-10T20:04:36.899,217363232.0,7847.707419017764,27156
2024-11-10T20:06:02.434,217625440.0,7872.113375130616,27156
2024-11-10T20:07:27.938,218015760.0,7874.438349007314,27156
2024-11-10T20:08:53.475,219336928.0,7820.005681818182,27195
2024-11-10T20:10:18.978,217369984.0,7819.6859504132235,27010
2024-11-10T20:11:44.483,218240976.0,7859.309822361546,27156
2024-11-10T20:13:10.199,220281248.0,7840.033057851239,27342
2024-11-10T20:14:35.523,218071120.0,7840.252582644628,27010
2024-11-10T20:18:44.187,227643600.0,8000.787706611571,27342
2024-11-10T20:20:26.222,224612656.0,7935.466942148761,27342
2024-11-10T20:22:09.422,224552464.0,7925.4018595041325,27342
2024-11-10T20:23:52.623,224297856.0,7870.854338842975,27342
2024-11-10T20:25:35.823,224074064.0,7884.820247933884,27342
