Peak time,Peak total count
2024-11-01 12:37:20.432,24807.72085814207
2024-11-01 12:40:09.863,32308.43887766751
2024-11-01 12:48:34.739,549224.0081730438
2024-11-01 12:51:23.314,1172719.4666140436
2024-11-01 13:02:38.345,2873890.0597032183
2024-11-01 13:13:40.179,9080298.905400977
2024-11-01 13:19:18.484,1273124.8347358857
2024-11-01 13:24:56.724,63907.6407323545
2024-11-01 13:29:10.357,18499.203864316627
2024-11-01 13:37:38.965,35254.717662714196
2024-11-01 13:41:53.429,18998.986874676433
2024-11-01 13:47:35.312,331899.2637606977
2024-11-01 13:53:14.360,111046.0450749039
2024-11-01 13:56:03.958,439428.77403542923
2024-11-01 14:00:18.358,30546.658817285326
2024-11-01 14:07:23.735,1513228.689642801
2024-11-01 14:14:29.112,2067068.4889525077
