Date,QS_mode,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-11-01 12:13:30.990790,4741,5313,7152.744684911638,2177.8607739337326,6893,8522.947745961392,2286.447747856662
2024-11-01 12:14:54.992065,4780,5240,7134.239865416967,2156.9098502173665,10180,8472.903676896352,2262.6255889384274
2024-11-01 12:16:18.991340,4738,5241,7140.52370408331,2146.1514039931644,7121,8469.383005965372,2245.8961827767785
2024-11-01 12:17:42.991490,4681,4901,7133.091791703442,2116.6346085705695,10308,8424.274816469837,2228.649130564726
2024-11-01 12:19:06.991890,4703,5348,7094.410253946598,2102.7521600667133,10026,8402.46144014872,2217.5881417818864
2024-11-01 12:20:30.992040,4647,5221,7114.917191259987,2134.5309639864954,9966,8448.507213562078,2249.580611721304
2024-11-01 12:21:54.992315,4695,4884,7133.6355495642965,2116.458764550304,9986,8440.73441569717,2215.4160617913276
2024-11-01 12:23:18.992590,4691,4964,7138.87933161161,2122.44041560709,9860,8449.89982859301,2224.6636272865157
2024-11-01 12:24:42.991730,4703,5157,7137.078820125259,2168.3849762683517,6995,8492.283243368738,2289.1612763554904
2024-11-01 12:26:06.991130,4685,5122,7268.5936788947665,2520.8972187277413,6452,8719.330736256734,2793.899795172916
2024-11-01 12:27:30.991280,4809,5208,7214.938513707135,2344.0094419178245,6906,8638.955804634415,2537.637415307601
2024-11-01 12:28:54.992555,4706,5301,7190.429837802498,2229.8696997814163,10155,8552.937704538213,2359.7784295284946
2024-11-01 12:30:18.990830,4703,5010,7132.74058293608,2169.7203210557923,6742,8475.459837728195,2286.3652273214316
2024-11-01 12:31:43.279105,4675,4969,7127.64582454256,2148.1029523844186,9809,8445.684000582327,2262.916621820466
2024-11-01 12:33:07.568255,4723,5208,7126.781140738464,2144.922134798259,7158,8441.494218302867,2270.3988218259765
2024-11-01 12:34:31.855655,4685,4936,7103.714285714285,2128.3603206299836,5541,8406.389295954126,2252.1020805076914
2024-11-01 12:35:56.143805,4678,5140,7078.794346350067,2116.4529176778465,6289,8388.49934720167,2250.0721002154114
2024-11-01 12:37:20.432080,4846,5103,7096.285184688481,2119.1253609254286,5377,8372.720533922704,2258.4947481364834
2024-11-01 12:38:44.721355,4705,5089,7091.1717564546025,2120.824086570427,9973,8380.836199147505,2254.3294268535183
2024-11-01 12:40:09.863000,4697,4966,7086.393013225444,2125.7660124118133,11074,8381.06477721049,2274.501019827349
2024-11-01 12:41:33.296780,4730,5111,7085.645141937512,2112.010192501072,8510,8371.844656532838,2256.323727444491
2024-11-01 12:42:57.586180,4672,5308,7062.224307774228,2096.670236085976,6401,8342.808010889712,2230.644008176999
2024-11-01 12:44:21.873330,4704,4970,7080.812647173787,2110.045107733382,9941,8372.003389634094,2248.745428233819
2024-11-01 12:45:46.161605,4710,5244,7090.523116724423,2099.861420252604,10814,8377.774844630307,2217.2449534716475
2024-11-01 12:47:10.450755,4776,4918,7099.059755398433,2107.0254348104077,9501,8389.083104097293,2212.5471936049394
2024-11-01 12:48:34.739155,4685,5132,7102.509751977271,2117.224506408352,10066,8411.779220021584,2231.833699551598
2024-11-01 12:49:59.263050,4726,4987,7088.046682135453,2116.74049321114,8141,8417.594031841778,2238.751876479828
2024-11-01 12:51:23.314580,4779,4968,7121.132499327415,2118.8067115665867,8662,8430.672647816398,2228.3557887134625
2024-11-01 12:52:47.603730,4684,4956,7112.1586650043155,2117.115847206391,6731,8416.818073514456,2244.006059147345
2024-11-01 12:54:11.889130,4788,5234,7092.038025688636,2100.7855572435415,9311,8382.553156338763,2232.649654591245
2024-11-01 12:55:36.177405,4691,5178,7095.64586762623,2097.939450285433,9568,8402.834253822452,2214.014384469393
2024-11-01 12:57:00.466555,4761,4978,7094.587115736264,2111.222990515706,10350,8424.927341978251,2226.47433321999
2024-11-01 12:58:24.753830,4746,5264,7082.107639850622,2103.715934313448,10157,8394.29332598544,2224.2202900770267
2024-11-01 12:59:49.419800,4727,5023,7087.053429908068,2091.8544952595716,7628,8374.586505940508,2207.5266986403026
2024-11-01 13:01:13.490380,4686,4951,7119.084527261764,2116.863864186285,11208,8438.973815028901,2241.887477338783
2024-11-01 13:02:38.345300,4753,5099,7118.817644028014,2137.368615138108,10120,8459.949367088608,2250.4921857386385
2024-11-01 13:04:02.577805,4814,5201,7117.768748807935,2131.3880975519082,9891,8467.917138625076,2241.5157923314423
2024-11-01 13:05:27.123080,4809,4985,7143.067931368506,2158.0030795520775,9274,8500.555121780679,2271.6006672099697
2024-11-01 13:12:15.603310,4754,5079,7168.381212144372,2181.982436559574,7396,8537.03514082274,2309.1412904143913
2024-11-01 13:13:40.179460,4775,5397,7190.7515811092235,2232.665071225124,8438,8585.728943028269,2405.1233352749855
2024-11-01 13:15:04.756735,4776,5139,7144.141012653389,2144.2592493301363,6563,8496.145669977348,2268.2874391964747
2024-11-01 13:16:29.333010,4791,5019,7108.142227407032,2108.466248149872,8889,8433.43632095975,2215.858055328226
2024-11-01 13:17:53.908160,4703,5099,7108.100352821614,2104.215668416268,6609,8423.230315703871,2227.7851402600913
2024-11-01 13:19:18.484435,4743,5015,7085.855364084821,2136.4541730354854,6922,8418.085974288602,2276.6900621179675
2024-11-01 13:20:43.617100,4855,5068,7090.951150631607,2112.7897539243663,7496,8405.175313007188,2250.3144766998867
2024-11-01 13:22:07.636860,4761,5177,7092.703529411765,2113.017155238755,8186,8387.020332287673,2242.5042128613804
2024-11-01 13:23:32.179135,4768,5094,7095.435719422736,2113.2879630405737,6735,8403.9873054517,2252.1542661138087
2024-11-01 13:24:56.724535,4658,5125,7078.1659736361635,2086.761030152721,7004,8376.90226110207,2205.5944508072566
2024-11-01 13:26:21.273685,4643,5090,7064.535794450547,2087.7452233072386,10101,8359.48806481589,2208.2963715414407
2024-11-01 13:27:45.811960,4716,5132,7098.8847013487475,2096.8431120409423,6773,8379.113411942379,2225.945183429782
2024-11-01 13:29:10.357235,4786,5219,7083.207534699273,2094.470459349299,5761,8381.43266941525,2220.3569048782156
2024-11-01 13:30:34.900385,4768,4831,7084.877014045696,2101.8300137328097,7388,8388.173346111402,2223.43973554555
2024-11-01 13:31:59.699670,4714,5111,7073.860360188124,2096.008881373611,9776,8353.775002170956,2226.5396706747633
2024-11-01 13:33:24.500945,4774,4956,7086.75596011309,2092.2544982910504,9487,8373.802075482638,2218.286471550528
2024-11-01 13:34:49.333220,4792,5074,7075.825186713273,2092.8103294448847,6282,8378.454178523723,2224.5171219096374
2024-11-01 13:36:14.132370,4667,4873,7086.869870897197,2105.496589666582,6861,8380.324046963327,2236.0618435138686
2024-11-01 13:37:38.965645,4819,5067,7066.504506049348,2092.7218372595485,7203,8355.701039911695,2216.4209326492132
2024-11-01 13:39:03.797920,4722,5028,7071.508150443403,2095.166161173969,6493,8368.718517008389,2219.844340970334
2024-11-01 13:40:28.597070,4678,4959,7068.169031779116,2090.313465304626,5212,8370.16730964467,2213.217778843852
2024-11-01 13:41:53.429345,4759,4965,7097.928837552318,2091.2696275764665,10819,8380.73845257176,2207.735772715497
2024-11-01 13:43:18.266620,4726,5207,7080.658357354168,2083.765819840006,8514,8384.127807968382,2198.684792196015
2024-11-01 13:44:45.366780,4780,5231,7123.788740574301,2093.2181152539533,9789,8429.623785984299,2208.182583266009
2024-11-01 13:46:10.198055,4710,5013,7127.3260453649855,2103.9970531693493,9342,8436.271739761836,2220.6391272376095
2024-11-01 13:47:35.312050,4729,5170,7122.392132219535,2118.0133717749636,6746,8447.506200447246,2227.877854450627
2024-11-01 13:48:59.863480,4751,5190,7127.239625409648,2113.096686849167,10967,8447.238547843273,2231.834399672316
2024-11-01 13:50:24.694755,4793,5284,7088.9228239772365,2071.9681901620293,7021,8407.897849775654,2187.7148699742456
2024-11-01 13:51:49.528030,4783,5454,7119.2779935213775,2102.823917964942,9932,8444.611968943558,2217.4637995972917
2024-11-01 13:53:14.360180,4677,4936,7127.937591233957,2099.7140655966946,9668,8438.948891087955,2202.4239346746153
2024-11-01 13:54:39.159455,4656,5001,7099.094914997968,2091.4726194405584,10047,8423.027995227425,2194.853594910061
2024-11-01 13:56:03.958730,4764,5369,7125.4673416565165,2085.715548950406,9583,8415.658886266281,2200.302738807844
2024-11-01 13:57:28.759015,4769,5354,7131.77927804064,2092.545057247034,5515,8427.306571677813,2205.988371349203
2024-11-01 13:58:53.559165,4815,5216,7132.913140799726,2105.586555313581,10579,8438.116943152228,2217.34465882341
2024-11-01 14:00:18.358315,4704,5293,7142.618529911917,2111.329122031588,10033,8439.962880821759,2235.058343015792
2024-11-01 14:01:43.446590,4781,5080,7129.903563501967,2100.6480614482493,9676,8418.73184179217,2212.2090217464806
2024-11-01 14:03:08.534865,4805,5159,7130.307143060067,2096.8517988410435,10287,8447.412655710861,2196.5831555467253
2024-11-01 14:04:33.622140,4822,5280,7140.5152520269885,2123.4912630813583,9704,8484.313312963772,2233.3381718084925
2024-11-01 14:05:58.679290,4802,5009,7156.1002995999015,2137.2133266542837,6682,8500.078555581504,2246.5252232611256
2024-11-01 14:07:23.735565,4825,4945,7152.887602759142,2127.5881976077912,6866,8489.52943580164,2228.959094177778
2024-11-01 14:08:48.790850,4752,5117,7176.2382212709845,2129.4620394285353,10328,8486.000815945914,2241.1754473156143
2024-11-01 14:10:13.848000,4779,5132,7169.820566071888,2131.395774214631,5524,8500.090611385633,2239.9192364696337
2024-11-01 14:11:38.968275,4769,5250,7160.303158833633,2128.7991673198962,9048,8495.354529844883,2239.811459561127
2024-11-01 14:13:04.235500,4709,5285,7157.763715392611,2136.50347437068,10621,8492.046171335296,2253.541369972707
2024-11-01 14:14:29.112700,4781,5168,7160.133682569261,2140.3948183614743,6152,8497.659927272727,2256.2998004830015
2024-11-01 14:15:54.200975,4736,5197,7167.697876310053,2147.021275076013,10819,8494.186394478918,2271.1715390583795
2024-11-01 14:17:19.293125,4800,4951,7173.149572935697,2130.7578375759535,9773,8491.190861853755,2240.4595933970954
2024-11-01 14:18:44.377400,4715,5247,7164.43814447768,2129.746431864845,9853,8491.498767580108,2238.3666869340454
2024-11-01 14:20:09.465685,4740,5255,7149.279034918241,2137.9338545267456,7746,8504.014786466034,2248.231872908312
2024-11-01 14:21:34.553960,4771,5318,7161.534044283094,2113.464018714982,8010,8498.656231867239,2209.0522914966095
2024-11-01 14:22:59.640985,4814,5001,7170.88413184148,2118.1072771381546,9071,8526.51324118706,2195.240363963394
2024-11-01 14:24:24.730260,4811,5022,7254.556161724661,2272.1249396617122,10545,8736.889708230512,2380.8914560343524
2024-11-01 14:25:15.194475,4755,5149,7308.243289192814,2380.9921275491315,11113,8857.15359619346,2494.1246417484736
2024-11-01 14:25:33.242505,4717,5214,7332.22211307781,2421.6982720857272,8249,8901.06478660748,2551.257052652353
2024-11-01 14:25:51.294535,4766,5186,7346.9489487504015,2464.64373728412,10609,8937.176690747672,2612.6138635782213
2024-11-01 14:26:10.746700,4737,4870,7414.200767871059,2584.171320252021,7849,9064.841626988735,2793.362251681165
2024-11-01 14:26:30.202730,4751,4995,7436.6637618079185,2628.0309075348555,7355,9105.425066775055,2861.1454692933635
2024-11-01 14:26:49.657645,4745,5114,7433.42878114848,2638.0968639750495,10150,9099.645869003743,2868.328637567687
2024-11-01 14:27:09.113800,4813,5093,7445.273784605476,2660.8260635111697,6905,9119.375925012333,2903.914090971985
2024-11-01 14:27:28.569840,4723,5056,7458.822537803328,2719.2388505464396,6334,9157.080409864537,2990.2276007389196
2024-11-01 14:27:48.268700,4711,4914,7484.977706945946,2780.7107555800417,10774,9210.371743660993,3065.8452360145334
2024-11-01 14:28:07.483035,4737,5157,7466.009647674882,2708.499950233036,7567,9156.317095056154,2945.9451334571013
2024-11-01 14:28:26.938940,4767,5059,7447.731468637055,2663.6330626281447,8964,9139.610895961332,2877.071718328366
2024-11-01 14:28:46.392980,4784,4978,7472.129028300729,2707.8663085938906,5494,9193.764056721893,2944.3434094907193
2024-11-01 14:29:05.851135,4816,5141,7477.431971266065,2677.6046587187575,7123,9166.906233736194,2908.3426274182725
2024-11-01 14:29:25.305165,4740,5299,7451.811323990359,2617.1947835789706,7324,9110.54871913491,2820.8456509022812
2024-11-01 14:29:44.763205,4784,5172,7424.854222644197,2577.505228620765,6790,9066.835175007232,2762.04452799483
2024-11-01 14:30:04.217235,4719,5037,7421.774441015903,2557.434295678764,8666,9043.854932021984,2724.323846378139
2024-11-01 14:30:23.674275,4690,5010,7421.406111708557,2544.45457407705,10142,9039.527660313966,2707.95082979878
2024-11-01 14:30:43.160305,4829,5038,7406.739448214167,2526.8355001463106,5274,9019.164455772461,2691.3960679212896
2024-11-01 14:31:02.648470,4738,5113,7385.10796844219,2492.973981882403,7160,8975.62245843712,2644.9905245987375
2024-11-01 14:31:22.136375,4715,5223,7375.05428851666,2446.399419481124,10745,8932.170384336476,2579.2736395555135
2024-11-01 14:31:41.623415,4875,5416,7359.775961071487,2421.933679632091,5277,8900.608411892676,2550.235887632521
2024-11-01 14:32:01.112570,4772,5256,7358.570225386656,2399.548821477684,5326,8887.496962684409,2516.882776783162
2024-11-01 14:32:20.600610,4771,4937,7342.04983982433,2378.245283456887,6624,8861.595313855945,2499.7491913787458
2024-11-01 14:32:40.886400,4688,5177,7323.505117278901,2350.8028090385087,7772,8834.571453302173,2457.869287415991
2024-11-01 14:32:59.576680,4774,5112,7319.563823311203,2325.266290786119,10784,8817.988228165845,2422.2397768009264
2024-11-01 14:33:19.647100,4774,5089,7314.2062510700625,2313.9403361814943,10796,8807.563778527943,2407.6680738940154
2024-11-01 14:33:38.552750,4755,5179,7310.171889379062,2313.581833400473,9628,8787.387077242453,2412.6263139284974
2024-11-01 14:33:58.279050,4771,5099,7311.713988899957,2312.2295703380883,7268,8792.813251448837,2412.9339623587766
2024-11-01 14:35:34.738075,4765,5097,7288.8676360536165,2288.987825523658,6990,8761.378076256498,2381.3646423674727
2024-11-01 14:37:11.441370,4831,5130,7297.341982548992,2286.601215113427,7047,8758.361486096688,2369.539171361317
2024-11-01 14:38:48.146675,4804,5180,7313.756999116709,2271.043657794999,10508,8746.654255319148,2360.8754729818584
2024-11-01 14:40:24.850970,4797,5126,7259.4426742532005,2239.5799931839356,7513,8687.473788984738,2317.519470415969
2024-11-01 14:42:01.554140,4762,5030,7263.637502244993,2236.698564312407,7067,8719.172708875398,2291.1918619734656
2024-11-01 14:43:38.259435,4700,5108,7255.66937538932,2257.5388574076023,10431,8733.680083275503,2337.9455324866317
2024-11-01 14:45:14.931730,4826,5240,7301.154196312447,2261.7607612187917,7944,8773.083486925469,2325.881967046788
