Date,img_mode,QS_mode,QS_median,QS_mean,QS_std,AR_mode,AR mean,Ar_sigma,ARmode_200G,ARmean200G,AR_sigma200G
2024-11-01 12:31:43.279105,4764,4669,4773.0,4855.839247116598,412.0929712712761,5123,6521.197008877264,1850.0165055884017,5577,7438.587352664366,1983.9841186531105
2024-11-01 12:33:07.568255,4743,4664,4781.0,4862.697575684059,413.0468604920739,5309,6514.574255858138,1849.661508770519,5437,7448.73630050505,1979.1495153385124
2024-11-01 12:34:31.855655,4755,4681,4772.0,4852.03811688368,402.7770563668525,5119,6504.857986936895,1832.8135949175476,5551,7434.468094721619,1958.925533399082
2024-11-01 12:35:56.143805,4723,4685,4776.0,4861.9293962562615,405.96891439910036,5145,6488.991474260808,1825.2671994570828,5577,7401.758028981354,1961.0837534322766
2024-11-01 12:37:20.432080,4722,4687,4777.0,4863.172594569687,410.97388726309873,5003,6495.559255327029,1828.409629618245,5620,7398.136990450399,1953.5293184184554
2024-11-01 12:38:44.721355,4797,4674,4779.0,4859.48301365339,400.13569064355937,4970,6492.0151188118325,1826.1673922821078,6109,7404.636331067344,1951.9787506380856
2024-11-01 12:40:09.863000,4829,4698,4781.0,4859.993350316233,404.2263608739827,5183,6484.196365975079,1827.188207654708,5458,7402.616578041914,1960.6536248784905
2024-11-01 12:41:33.296780,4721,4691,4777.0,4858.50906973308,409.32178848176625,5384,6489.500017286256,1818.2001301008597,5384,7402.8656317734985,1948.6947483559445
2024-11-01 12:42:57.586180,4778,4659,4770.0,4855.740288888112,404.04188702264094,5120,6480.834423548651,1803.233286334828,5666,7370.457547672313,1928.9690039000393
2024-11-01 12:44:21.873330,4726,4726,4777.0,4859.740232349378,409.6225054106427,5136,6483.747086816086,1817.3435771128086,5470,7384.481180811808,1940.8243680328405
2024-11-01 12:45:46.161605,4806,4687,4789.0,4866.640809160844,406.8453891983852,5241,6476.2084986335185,1811.5593773349904,5457,7383.837586760156,1931.4595813131903
2024-11-01 12:47:10.450755,4741,4741,4780.0,4861.509942839434,408.3289873897472,5115,6502.992436507385,1819.0273622211669,5527,7399.441408438181,1934.9251090724267
