filter2_file,counts_under_contours
2024-10-08T23:30:29.452,312125957.5
2024-10-08T23:32:06.549,313104177.0
2024-10-08T23:33:42.966,311695457.5
2024-10-08T23:35:19.926,312048662.0
2024-10-08T23:36:56.886,312408849.0
2024-10-08T23:38:33.846,312116804.5
2024-10-08T23:40:10.807,312093829.5
2024-10-08T23:41:47.767,312708409.5
2024-10-08T23:43:24.727,312316179.5
2024-10-08T23:45:01.689,311818978.5
2024-10-08T23:46:38.684,312097462.5
2024-10-08T23:48:15.638,312164687.5
2024-10-08T23:49:52.630,311996567.5
2024-10-08T23:51:29.623,311421603.5
2024-10-08T23:53:06.583,312069949.0
2024-10-08T23:54:43.575,311922549.5
2024-10-08T23:56:20.567,311840644.0
2024-10-08T23:57:57.560,311414209.5
2024-10-08T23:59:34.520,311634053.0
2024-10-09T00:01:11.480,312086021.0
2024-10-09T00:02:48.439,311121496.5
2024-10-09T00:04:25.400,311826169.0
2024-10-09T00:06:02.361,312344233.0
2024-10-09T00:07:39.320,311018130.5
2024-10-09T00:09:16.280,311377014.5
2024-10-09T00:10:53.277,311552728.5
2024-10-09T00:12:30.366,313302756.5
2024-10-09T00:14:07.454,312403799.0
2024-10-09T00:15:44.541,312663988.5
2024-10-09T00:17:21.631,312578999.0
2024-10-09T00:18:58.719,312248143.0
2024-10-09T00:20:35.807,312665876.5
2024-10-09T00:22:12.895,313425383.5
2024-10-09T00:23:49.984,312874590.0
2024-10-09T00:25:27.719,313286210.5
2024-10-09T00:27:04.158,314283257.0
2024-10-09T00:28:41.246,313570505.5
2024-10-09T00:30:18.335,313456743.0
2024-10-09T00:31:55.455,314792165.5
2024-10-09T00:33:32.543,314925898.0
2024-10-09T00:35:09.631,315483783.5
2024-10-09T00:36:46.720,315742107.5
2024-10-09T00:38:23.808,316026217.5
2024-10-09T00:40:00.896,316206275.0
2024-10-09T00:41:37.920,315890817.0
2024-10-09T00:43:14.944,315718664.5
2024-10-09T00:44:51.936,315762291.0
2024-10-09T00:46:28.992,316398754.0
2024-10-09T00:48:06.176,317421548.0
2024-10-09T00:49:43.408,316786908.5
2024-10-09T00:51:20.971,316792504.0
2024-10-09T00:52:57.154,317660244.5
2024-10-09T00:54:34.178,315705548.0
2024-10-09T00:56:11.234,315748912.5
2024-10-09T00:57:48.291,315435725.5
2024-10-09T01:04:49.249,314864927.0
2024-10-09T01:06:26.305,315950756.0
2024-10-09T01:08:03.330,316687634.0
2024-10-09T01:09:40.354,317632106.5
2024-10-09T01:11:17.410,317490842.5
2024-10-09T01:12:54.433,318026310.0
2024-10-09T01:14:31.426,317434539.0
2024-10-09T01:16:08.419,318117446.5
2024-10-09T01:17:45.410,320045194.0
2024-10-09T01:19:22.435,318408172.5
2024-10-09T01:20:59.396,318209110.0
2024-10-09T01:22:36.387,319570160.5
2024-10-09T01:24:13.347,318846374.0
2024-10-09T01:25:50.373,320217127.0
2024-10-09T01:27:27.364,320289591.5
2024-10-09T01:29:04.388,322420787.5
2024-10-09T01:30:41.413,325731539.5
2024-10-09T01:32:18.469,334855302.0
2024-10-09T01:39:27.230,482716884.6666667
2024-10-09T01:40:54.525,527449105.3333333
2024-10-09T01:41:11.919,576374830.0
2024-10-09T01:42:39.221,613282670.0
2024-10-09T01:42:54.909,645835816.6666666
2024-10-09T01:44:12.323,666061480.0
2024-10-09T01:44:28.135,656622968.0
2024-10-09T01:45:55.254,661534430.0
2024-10-09T01:46:10.940,683100269.9999999
2024-10-09T01:47:28.356,710930579.9999998
2024-10-09T01:47:44.460,677689553.0
2024-10-09T01:49:11.286,698621409.0
2024-10-09T01:49:26.972,733570673.3333334
2024-10-09T01:50:44.389,680028189.9999999
2024-10-09T01:51:00.786,649563383.0
2024-10-09T01:52:27.319,645956201.0
2024-10-09T01:52:43.487,658928333.3333334
2024-10-09T01:54:00.421,647015880.0000001
2024-10-09T01:54:16.111,634017764.0
2024-10-09T01:55:43.351,629111142.0
2024-10-09T01:56:00.727,577671073.3333334
2024-10-09T01:57:28.305,557079445.3333333
2024-10-09T01:57:45.424,602350954.0
2024-10-09T01:59:12.698,600458511.0
2024-10-09T01:59:30.719,553588020.0000001
2024-10-09T02:00:57.370,536897986.6666666
2024-10-09T02:01:14.765,577067952.0
2024-10-09T02:02:42.353,575204217.0
2024-10-09T02:02:59.414,530698240.6666666
2024-10-09T02:04:26.716,516477793.33333325
2024-10-09T02:04:44.110,553458999.0
