file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,1,3296,1141,522,1055,754,90,1066,-543,910,-226,485.19282407632977,146121
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,2,349,1182,518,727,-1016,-77,-706,-515,-861,-296,404.07373061384527,87131
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,3,3456,2134,368,623,851,427,1071,52,961,239,398.50028287581995,50124
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,4,566,2385,253,263,-884,366,-733,207,-808,286,319.3077799182397,10373
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,5,1271,1475,549,395,-462,-102,-133,-340,-297,-221,270.9320440384555,53421
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,6,307,2180,276,505,-1040,388,-875,84,-957,236,231.9861935060955,32725
aia.lev1_euv_12s.2024-10-08T230008Z.131.image_lev1.fits,7,1963,2067,497,288,-46,187,252,14,103,101,136.09840050074752,20045
