Date,QS_mode,AR sum
2024-06-02T03:44:35.594,3789,936439801.6696086
2024-06-02T03:45:01.517,3691,938489775.1519908
2024-06-02T03:46:01.651,3878,936066933.8579408
2024-06-02T03:46:26.986,3710,937835746.4236801
2024-06-02T03:47:26.510,3770,936844286.7087799
2024-06-02T03:47:52.426,3770,936927466.8994759
2024-06-02T03:48:51.947,3927,933352919.4806229
2024-06-02T03:49:17.867,3598,934961293.770844
2024-06-02T03:50:17.386,3886,937926891.1793013
2024-06-02T03:50:43.306,3856,937291845.6893165
2024-06-02T03:51:42.827,3949,936369323.5719512
2024-06-02T03:52:08.747,3914,938354646.341513
2024-06-02T03:53:08.267,3928,934632095.5235455
2024-06-02T03:53:34.187,3887,938170572.7888584
2024-06-02T03:54:33.706,3585,936454078.0628003
2024-06-02T03:54:59.626,3734,937401110.742645
2024-06-02T03:55:59.148,3886,938741643.3047478
2024-06-02T03:56:25.677,3834,939169294.5912826
2024-06-02T03:57:50.510,3832,937505831.735935
2024-06-02T03:58:50.598,3953,939056050.7341809
2024-06-02T03:59:15.977,3953,941295464.8531686
2024-06-02T04:00:15.503,3829,938939743.2318822
2024-06-02T04:00:41.418,3706,941460984.7540857
2024-06-02T04:01:40.940,3703,941360508.7565663
2024-06-02T04:02:06.858,3670,940602582.5486163
2024-06-02T04:03:06.380,3881,940422073.967556
2024-06-02T04:03:32.299,3870,938347290.2985742
2024-06-02T04:04:31.820,3858,940269602.1521055
2024-06-02T04:04:57.738,3876,944715776.7700458
2024-06-02T04:05:57.261,3633,942852462.5843818
2024-06-02T04:06:23.179,3890,945130050.5964613
2024-06-02T04:07:22.701,3876,942830436.1183131
2024-06-02T04:07:48.619,3890,942287847.434255
2024-06-02T04:08:48.140,3759,941948712.6560222
2024-06-02T04:09:14.583,3632,945373612.1715813
2024-06-02T04:10:13.580,3817,943254404.0743434
2024-06-02T04:10:39.532,3657,946548133.3147975
2024-06-02T04:12:05.163,3883,945328063.0490788
2024-06-02T04:13:04.845,3827,941452242.9952495
2024-06-02T04:13:30.794,3724,943573744.2709848
2024-06-02T04:14:30.477,3872,945018429.0424464
2024-06-02T04:14:56.427,3926,947603421.036226
2024-06-02T04:15:56.109,3631,944842262.2264848
2024-06-02T04:16:22.593,3858,942218333.2836537
2024-06-02T04:17:21.741,3899,942182470.2559078
2024-06-02T04:17:47.691,3843,943362585.7050415
2024-06-02T04:18:47.373,3908,944164547.0187137
2024-06-02T04:19:13.324,3749,946333974.4348501
2024-06-02T04:20:13.575,3847,943896080.1276064
2024-06-02T04:20:38.956,3872,943357469.3090166
2024-06-02T04:21:38.638,3777,940728112.3840955
2024-06-02T04:22:04.588,3918,942815442.7813661
2024-06-02T04:23:04.267,3675,943330939.3135614
2024-06-02T04:23:04.267,3675,944475655.779074
2024-06-02T04:23:04.267,3920,943227472.1230171
2024-06-02T04:23:04.267,3675,942221710.616566
2024-06-02T04:28:52.141,3587,946737484.131815
2024-06-02T04:28:52.141,3587,947597279.8079201
2024-06-02T04:28:52.141,3587,943766435.5774827
2024-06-02T04:28:52.141,3587,945670023.2449174
2024-06-02T04:28:52.141,3587,942474035.747868
2024-06-02T04:29:51.821,3803,947590667.3876706
2024-06-02T04:30:17.773,3951,948999392.4974813
2024-06-02T04:31:17.453,3653,947803731.2121792
2024-06-02T04:31:43.405,3592,948933293.3113679
2024-06-02T04:32:43.844,3544,946940158.952866
2024-06-02T04:33:09.375,3793,950130153.42515
2024-06-02T04:34:34.670,3699,952136927.4697635
2024-06-02T04:35:34.350,3702,947885544.4583846
2024-06-02T04:36:00.334,3586,950092703.7418095
2024-06-02T04:37:00.140,3649,952528128.6825602
2024-06-02T04:37:25.965,3651,948468296.7316641
2024-06-02T04:38:25.646,3616,944905045.6480738
2024-06-02T04:38:51.598,3640,942909293.760482
2024-06-02T04:39:51.278,3768,944881635.9716804
2024-06-02T04:40:17.262,3678,948976456.5278927
2024-06-02T04:41:17.166,3546,945451023.3498456
2024-06-02T04:41:43.182,3683,946731915.1945989
2024-06-02T04:42:43.858,3899,946261777.0163342
2024-06-02T04:43:09.102,3610,950234441.4163165
2024-06-02T04:44:09.592,3613,953098503.859171
2024-06-02T04:44:59.361,3665,952624179.0835583
2024-06-02T04:45:30.774,3669,957142018.5691698
2024-06-02T04:46:20.490,3695,958601708.2718898
2024-06-02T04:47:10.202,3590,959223110.1552227
2024-06-02T04:47:59.922,3610,964109414.1786321
2024-06-02T04:48:33.665,3522,962242488.5938263
2024-06-02T04:49:22.787,3556,961840069.1372778
2024-06-02T04:50:12.503,3884,958200757.2573045
2024-06-02T04:50:45.647,3741,959278669.2352066
2024-06-02T04:51:35.365,3516,961009542.6903661
2024-06-02T04:52:25.792,3548,958160616.6391957
2024-06-02T04:53:14.799,3733,957467445.69988
2024-06-02T04:53:47.943,3755,954389612.5242835
2024-06-02T04:54:37.663,3744,952747679.9818265
2024-06-02T04:55:27.380,3559,956221785.6612659
2024-06-02T04:55:49.456,3697,957212206.2862788
2024-06-02T04:56:49.360,3657,955658831.1306528
2024-06-02T04:57:15.376,3836,956316726.7915384
2024-06-02T04:58:15.280,3795,955676368.5140224
2024-06-02T04:58:41.296,3763,957342190.8306303
2024-06-02T04:59:41.200,3667,952424021.7017009
2024-06-02T05:01:07.120,3635,953852187.0697682
2024-06-02T05:01:33.136,3711,954167805.590265
2024-06-02T05:02:33.404,3823,952990543.5178854
2024-06-02T05:02:59.566,3573,952100377.4250953
2024-06-02T05:03:58.961,3812,948403050.1871611
2024-06-02T05:04:24.977,3606,945030683.9437566
2024-06-02T05:05:24.881,3694,946890120.6973529
2024-06-02T05:05:50.897,3564,946418935.8162963
2024-06-02T05:06:50.801,3834,947224131.2825873
2024-06-02T05:07:16.817,3649,947694310.1035603
2024-06-02T05:08:16.721,3715,947284649.3564947
2024-06-02T05:08:42.737,3575,948596274.3119669
2024-06-02T05:09:42.641,3676,947205114.0452937
2024-06-02T05:10:08.656,3565,947732882.5034045
2024-06-02T05:11:08.785,3814,948210212.8554325
2024-06-02T05:11:34.863,3666,950165251.6165912
2024-06-02T05:12:34.993,3649,949707354.6303643
2024-06-02T05:13:01.709,3553,950126904.3545421
2024-06-02T05:14:01.201,3818,954043218.4217108
2024-06-02T05:14:27.280,3702,950563707.6876607
2024-06-02T05:15:27.409,3538,947678379.9994402
2024-06-02T05:15:53.487,3755,950237887.9151828
2024-06-02T05:17:19.696,3671,954949220.8086089
2024-06-02T05:18:19.826,3872,952636504.0937247
2024-06-02T05:18:45.904,3564,955852568.2919004
2024-06-02T05:19:46.348,3586,951988306.3223482
2024-06-02T05:20:12.112,3560,953866750.9552972
2024-06-02T05:21:12.242,3757,952327569.87176
2024-06-02T05:21:38.320,3781,958772452.5021095
2024-06-02T05:22:38.450,3599,953264292.8482962
2024-06-02T05:23:04.532,3538,958622467.3014077
2024-06-02T05:24:04.659,3633,956201020.4995018
2024-06-02T05:24:30.737,3581,955860955.4799547
2024-06-02T05:25:30.867,3712,953166877.2258141
2024-06-02T05:25:56.945,3669,952907503.8109132
2024-06-02T05:26:57.749,3660,953893603.936207
2024-06-02T05:27:23.153,3793,951736708.8206395
2024-06-02T05:28:23.283,3602,951705915.5836221
2024-06-02T05:28:49.362,3657,950667942.2488604
