time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-11-13 15:00:33.583105,28931,353,11304938.695757816,900,1.58203125
2024-11-13 15:02:10.575275,29124,433,13877580.877656693,900,1.58203125
2024-11-13 15:03:47.567570,29186,474,15192342.969740553,900,1.494140625
2024-11-13 15:05:24.559875,28979,380,12166914.671813969,900,1.58203125
2024-11-13 15:07:01.552170,29214,429,13734384.590765135,900,1.494140625
2024-11-13 15:08:38.512465,28970,373,11939496.912740087,900,1.58203125
2024-11-13 15:10:15.504760,29165,188,6011071.54722313,900,1.494140625
2024-11-13 15:11:52.497065,29052,336,10763505.27789789,900,1.58203125
2024-11-13 15:13:29.489235,28627,356,11393666.05594479,900,1.58203125
2024-11-13 15:15:06.481530,28921,365,11694928.398126032,900,1.494140625
2024-11-13 15:16:43.473825,28829,412,13187719.86735384,900,1.58203125
2024-11-13 15:18:20.466130,28570,410,13118632.837744404,900,1.58203125
2024-11-13 15:19:57.490425,27600,401,12833539.993463714,900,1.58203125
2024-11-13 15:21:34.514720,29297,482,15436072.252547167,900,1.494140625
2024-11-13 15:23:11.507025,29691,528,16907575.19070854,900,1.58203125
2024-11-13 15:24:48.531320,29312,601,19266950.623918727,900,1.58203125
2024-11-13 15:26:25.521490,28978,484,15500131.914379489,900,1.58203125
2024-11-13 15:28:02.481785,29433,386,12353283.705704782,900,1.58203125
2024-11-13 15:29:39.474090,29463,376,12034736.423215836,900,1.58203125
2024-11-13 15:31:16.433385,29460,360,11539795.271043394,900,1.58203125
2024-11-13 15:32:53.393680,28805,414,13264155.19027564,900,1.58203125
2024-11-13 15:34:30.353975,29193,650,20848662.388258554,900,1.494140625
2024-11-13 15:41:31.251100,29103,491,15723133.300546069,900,1.494140625
2024-11-13 15:43:08.211395,28977,361,11552206.366745314,900,1.494140625
2024-11-13 15:44:45.171700,28866,424,13579531.402664855,900,1.494140625
2024-11-13 15:46:22.131995,28846,568,18212717.34262978,900,1.494140625
2024-11-13 15:47:59.921650,29452,434,13905120.746265102,900,1.494140625
2024-11-13 15:49:36.524600,29636,478,15341839.16633675,900,1.58203125
2024-11-13 15:51:13.446400,29482,449,14386671.669789568,900,1.58203125
2024-11-13 15:52:50.493500,29402,409,13090355.05539548,900,1.58203125
2024-11-13 15:54:26.965230,28838,277,8859517.872367758,900,1.58203125
2024-11-13 15:56:03.961525,28811,164,5245197.430435173,900,1.58203125
2024-11-13 15:57:40.917830,29225,259,8289790.6290986845,900,1.58203125
2024-11-13 15:59:17.876125,29277,315,10078955.248178514,900,1.58203125
2024-11-13 16:07:22.740485,29231,861,27651656.592022914,900,1.58203125
2024-11-13 16:08:59.732780,28942,727,23321015.8386195,900,1.58203125
2024-11-13 16:10:36.724960,29069,618,19795901.231348373,900,1.58203125
2024-11-13 16:25:09.399385,28827,630,20185240.191374946,900,1.58203125
2024-11-13 16:26:46.391555,27017,590,18903293.04701383,900,1.58203125
2024-11-13 16:28:23.383850,29059,395,12638890.91867895,900,1.494140625
2024-11-13 16:30:00.376155,29475,235,7518486.822563162,900,1.494140625
2024-11-13 16:31:37.336450,28963,288,9222149.347908732,900,1.494140625
2024-11-13 16:33:14.326620,28937,231,7391166.25755521,900,1.58203125
2024-11-13 16:34:51.318915,29315,121,3871287.017666431,900,1.58203125
2024-11-13 16:36:28.311220,29057,229,7341744.911178298,900,1.494140625
2024-11-13 16:38:05.271515,28855,155,4959715.325353417,900,1.58203125
2024-11-13 16:39:42.231685,29240,263,8417174.977087518,900,1.494140625
2024-11-13 16:41:19.191980,28700,367,11756322.375546092,900,1.494140625
2024-11-13 16:42:56.152285,28986,290,9280005.859873602,900,1.494140625
2024-11-13 16:44:33.112580,28870,218,6974409.327160939,900,1.494140625
2024-11-13 16:46:10.727500,28160,198,6336981.367410358,900,1.58203125
2024-11-13 16:47:47.330450,28503,136,4350569.308350043,900,1.494140625
2024-11-13 16:49:23.993350,28947,95,3040580.686858876,900,1.494140625
2024-11-13 16:51:00.957645,28980,314,10058747.418027816,900,1.58203125
2024-11-13 16:52:37.913815,29155,278,8913213.21952796,900,1.494140625
2024-11-13 16:54:14.874110,28685,382,12258871.91787479,900,1.58203125
2024-11-13 16:55:51.834415,29053,378,12122524.849769864,900,1.58203125
2024-11-13 16:57:28.794585,29190,391,12546332.496033875,900,1.58203125
2024-11-13 16:59:05.754880,29538,240,7681103.012405833,900,1.58203125
2024-11-13 17:00:42.714175,29035,302,9665654.043131234,900,1.58203125
2024-11-13 17:02:19.674355,28972,365,11702675.994079176,900,1.494140625
2024-11-13 17:03:56.634650,29374,324,10378695.796793666,900,1.494140625
2024-11-13 17:19:17.307040,28785,549,17593588.749924425,900,1.494140625
2024-11-13 17:20:54.267335,28564,372,11910514.079770748,900,1.494140625
2024-11-13 17:22:31.227630,28972,298,9546357.16793031,900,1.494140625
2024-11-13 17:24:08.187800,28722,266,8523890.741294209,900,1.494140625
2024-11-13 17:25:45.148105,29151,265,8487440.009478305,900,1.494140625
2024-11-13 17:27:22.108400,28934,246,7872600.787888965,900,1.494140625
2024-11-13 17:28:59.685700,29308,223,7136846.306553595,900,1.494140625
