filter2_file,total_counts_under_contours,qs_mean_counts,contour_area,QS area
2024-10-31T23:30:36.441,34877340.9363897,3556.771712067,4173,18048
2024-10-31T23:32:00.923,35139738.7042426,3571.74854711381,4173,18048
2024-10-31T23:33:25.401,34749701.4184647,3568.82920306772,4173,18048
2024-10-31T23:34:49.882,34976342.3453157,3554.57183393368,4173,18048
2024-10-31T23:36:14.362,35230268.8334707,3561.95306748823,4173,18048
2024-10-31T23:37:38.841,38727584.9799031,3562.83627035483,4173,18048
2024-10-31T23:39:03.322,37223031.1133876,3569.77978414787,4173,18048
2024-10-31T23:40:27.803,36396958.8874605,3549.2265552834,4173,18048
2024-10-31T23:41:52.283,36982525.675923,3544.06576427075,4173,18048
2024-10-31T23:43:16.763,36311909.6079632,3561.25794255578,4173,18048
2024-10-31T23:44:41.243,35674213.480404,3531.84214862013,4173,18048
2024-10-31T23:46:05.724,35295532.1889865,3557.82410363087,4173,18048
2024-10-31T23:47:30.203,35670055.5813578,3532.17701165431,4173,18048
2024-10-31T23:48:54.684,35942385.0055034,3541.52825977369,4173,18048
2024-10-31T23:50:19.164,35410336.3060186,3559.75971716815,4173,18048
2024-10-31T23:51:43.643,34984792.9199819,3552.89455655326,4173,18048
2024-11-01T00:24:02.752,35626033.9827179,3541.36257090675,4173,18048
2024-11-01T00:25:26.944,35937163.5563162,3539.83905781943,4173,18048
2024-11-01T00:26:51.137,35857829.8142928,3565.62410754497,4173,18048
2024-11-01T00:28:15.330,35626356.8709875,3567.23514006538,4173,18048
2024-11-01T00:29:39.521,35444356.9757304,3556.18871312687,4173,18048
2024-11-01T00:31:04.273,35875532.7519708,3559.20978160372,4173,18189
2024-11-01T00:32:33.745,35804176.1625655,3584.61624013632,4173,18189
2024-11-01T00:34:03.216,35613111.267917,3559.97136373872,4173,18189
2024-11-01T00:35:32.690,35996146.8805676,3561.60998081338,4173,18189
2024-11-01T00:37:02.162,36115312.3707095,3577.80226929748,4173,18189
2024-11-01T00:38:31.633,36002185.3119892,3572.48355066924,4173,18189
2024-11-01T00:40:01.106,35823978.5385121,3547.17296001562,4173,18189
2024-11-01T00:41:30.579,35232020.8216137,3576.79956055584,4173,18189
2024-11-01T00:43:00.498,35221566.1980343,3574.87540517037,4173,18189
2024-11-01T00:44:29.523,35605861.5647601,3550.8760288914,4173,18189
2024-11-01T00:45:58.993,35527465.5062985,3565.93707861114,4173,18048
2024-11-01T00:47:28.465,35340608.1348077,3545.32061995384,4173,18189
2024-11-01T00:48:57.938,36085265.0159694,3565.30025658702,4173,18189
2024-11-01T00:50:27.410,35772088.5958673,3572.40840488604,4173,18189
2024-11-01T00:51:56.881,35434723.6892565,3537.57742720459,4173,18189
2024-11-01T00:53:26.354,35236420.0525326,3563.61306541679,4173,18048
2024-11-01T00:54:55.827,35357515.6871429,3557.89138883688,4173,18189
2024-11-01T00:56:25.298,35024698.1251257,3530.45788153772,4173,18189
2024-11-01T00:57:54.771,35464265.9198415,3544.51070550199,4173,18189
2024-11-01T00:59:24.243,35531329.8153653,3574.80946669731,4173,18189
2024-11-01T01:00:53.621,35433448.13121,3555.12765051225,4173,18189
2024-11-01T01:02:22.836,36364108.9743803,3539.48954315563,4173,18189
2024-11-01T01:03:52.251,36961222.9490486,3575.52692242265,4173,18189
2024-11-01T01:05:21.333,37180226.1666879,3555.10435229656,4173,18189
2024-11-01T01:06:50.581,36845812.4466491,3526.75918546684,4173,18189
2024-11-01T01:08:19.830,36012417.956519,3527.33723049235,4173,18189
2024-11-01T01:09:49.782,35893315.4740655,3548.18522119287,4173,18189
2024-11-01T01:11:18.357,35558306.2046658,3531.72812636619,4173,18189
2024-11-01T01:12:47.607,35250683.3403075,3529.11876650843,4173,18189
2024-11-01T01:14:16.887,35251200.5061228,3525.95151516987,4173,18189
2024-11-01T01:15:46.134,35134021.2280388,3552.12062753767,4173,18189
2024-11-01T01:17:15.382,35538344.4337768,3526.66203881006,4173,18189
2024-11-01T01:18:44.632,35664450.9140791,3532.634287831,4173,18189
2024-11-01T01:20:13.879,35840310.6405273,3534.7357280118,4173,18189
2024-11-01T01:21:43.125,35434097.078443,3537.95323011891,4173,18189
2024-11-01T01:23:12.342,36128620.8597912,3523.9070393268,4173,18189
2024-11-01T01:24:41.558,36299895.3509303,3546.63039606369,4173,18189
2024-11-01T01:26:10.806,35950511.1112691,3556.55448848784,4173,18189
