Date,Mean,Std,diff_count,Diff_error,Img_count,area,median,thresh_val
2024-11-13 16:55:25.737240,-23.027990026111897,244.653192893423,1260831.4052734375,2942.364489664573,18575848.985351562,1096,-13.0,869.1349147516679
2024-11-13 16:57:02.696535,-10.894423397970977,261.6334998619463,2832968.185546875,4147.011397177528,37228375.2421875,2069,-7.0,867.7220163083766
2024-11-13 16:58:39.657830,-4.4904648773597025,286.7485043337486,4357107.007324219,4688.459858209411,48320418.69140625,2538,-4.0,885.5478131949592
2024-11-13 17:00:16.617010,-1.1155397885364495,287.2445136948966,4619394.853515625,4784.981982489998,50411499.99902344,2618,-3.0,879.1349147516679
2024-11-13 17:01:53.577305,-4.530274817002697,283.15188211343957,4689676.1298828125,4952.611651187732,53746400.46484375,2900,-6.0,876.1349147516679
2024-11-13 17:03:30.537600,6.351638414451436,296.08995563390636,5195979.1748046875,4978.354301500601,54764002.27734375,2898,3.0,914.7865085248333
2024-11-13 17:05:06.898950,70.74529664825992,601.6835420795846,24410817.263183594,8700.44805235728,175806409.88671875,7879,12.0,946.0252038547072
2024-11-13 17:05:25.449810,82.49530467445743,652.7758916548804,28161281.42919922,9407.881390440241,205177745.9423828,9240,13.0,917.3736100815419
2024-11-13 17:05:44.809840,80.32162846196653,663.4103289067067,27520927.638671875,9114.418678831214,193666183.34472656,8643,13.0,909.9607116382506
2024-11-13 17:06:05.609005,70.71251230683617,634.7368523742924,25545200.087890625,8803.208497451902,180538159.78710938,8097,9.0,920.7865085248333
2024-11-13 17:06:26.377920,69.01433478875047,623.4596127051733,25223991.84375,8860.172684685182,182229311.8486328,8216,9.0,928.1994069681245
2024-11-13 17:06:47.146075,67.05160577458157,620.499101581717,25137589.89501953,8975.476068651487,186255931.21289062,8508,8.0,949.4381022979985
2024-11-13 17:07:07.914115,68.37633769958478,630.083261133462,25371986.025390625,9027.217429963235,188353295.0810547,8573,9.0,950.4381022979985
2024-11-13 17:07:28.714155,70.26905419288558,635.2162979487559,25410677.64013672,9085.449375659193,190501458.35546875,8650,10.0,944.0252038547072
2024-11-13 17:07:49.482185,70.53005275887162,592.2265218248308,23804224.408691406,9062.5928333742,188065402.1357422,8635,13.0,939.612305411416
2024-11-13 17:08:10.250350,68.39654231411326,564.0813747803347,22668853.03466797,9017.517506402273,185300096.99121094,8570,14.0,940.612305411416
2024-11-13 17:08:31.182650,66.38115876888831,576.5280095215642,22444503.974609375,8810.77814907884,177704127.1591797,8095,13.0,932.1994069681245
2024-11-13 17:08:51.786420,62.61861917298061,559.8747146252863,21398342.020996094,8653.740469870416,171172790.2607422,7857,12.0,923.7865085248333
2024-11-13 17:09:12.552460,63.168258529172554,569.1102983049389,21286644.41845703,8550.136624299605,167496317.00683594,7619,12.0,916.3736100815419
2024-11-13 17:09:33.322500,60.081460553914646,540.057843941053,19847176.701660156,8383.095385648016,160399753.19140625,7336,12.0,931.1994069681245
2024-11-13 17:09:54.885300,56.17823241727666,515.9226464451774,18525052.958007812,8160.236985508936,151703988.27734375,6926,12.0,931.1994069681245
2024-11-13 17:10:14.858695,51.66430963999829,483.8490840548243,16960107.518554688,8006.239740796511,145159857.09277344,6741,11.0,930.1994069681245
