date_time,temperature,emission_measure,HOPE_trigger
2024-07-10 15:20:00,0.0,0.0,False
2024-07-10 15:21:00,0.0,0.0,False
2024-07-10 15:22:00,0.0,0.0,False
2024-07-10 15:23:00,0.0,0.0,False
2024-07-10 15:24:00,0.0,0.0,False
2024-07-10 15:25:00,0.0,0.0,False
2024-07-10 15:26:00,0.0,0.0,False
2024-07-10 15:27:00,13.380878417950758,2.0761725995893884e+46,False
2024-07-10 15:28:00,11.879697335703526,9.65722682378112e+46,True
2024-07-10 15:29:00,11.908685073406163,2.659319900661853e+47,False
2024-07-10 15:30:00,12.348765196521494,6.1179714709058885e+47,False
2024-07-10 15:31:00,12.353789934775394,1.2044891323057082e+48,False
2024-07-10 15:32:00,12.16757066791327,1.4526773020182142e+48,False
2024-07-10 15:33:00,12.210420396773426,1.3149516710332633e+48,False
2024-07-10 15:34:00,11.536546070394238,1.0327841657265115e+48,False
2024-07-10 15:35:00,10.810343493621014,9.794776632760713e+47,False
2024-07-10 15:36:00,10.205427321297707,8.863753838154399e+47,False
2024-07-10 15:37:00,10.316676295342898,5.738686893159863e+47,False
2024-07-10 15:38:00,0.0,0.0,False
2024-07-10 15:39:00,0.0,0.0,False
2024-07-10 15:40:00,0.0,0.0,False
