date_time,temperature,emission_measure
2024-07-10 15:20:00,5.914922317636239,5.514358268271628e+48
2024-07-10 15:21:00,5.864275141246903,5.602584744433424e+48
2024-07-10 15:22:00,5.872995289423022,5.5410638132613854e+48
2024-07-10 15:23:00,5.863097040594069,5.552618996378593e+48
2024-07-10 15:24:00,5.866794391506691,5.5420204447102327e+48
2024-07-10 15:25:00,5.879589700010614,5.491516502332725e+48
2024-07-10 15:26:00,5.921616803281944,5.393363149621198e+48
2024-07-10 15:27:00,6.0427178898920655,5.2163818791959145e+48
2024-07-10 15:28:00,6.37151002521673,4.776426267429585e+48
2024-07-10 15:29:00,7.0783765608940445,4.1589846387141306e+48
2024-07-10 15:30:00,8.29411352880694,3.733974100975092e+48
2024-07-10 15:31:00,9.388445506637145,3.988819431770135e+48
2024-07-10 15:32:00,9.675929182055022,4.3419304200913604e+48
2024-07-10 15:33:00,9.957344886721048,4.4964922509535734e+48
2024-07-10 15:34:00,9.98191646730254,4.8920134352434976e+48
2024-07-10 15:35:00,9.922968909407626,5.286262650474885e+48
2024-07-10 15:36:00,9.99984611095334,5.381324106174183e+48
2024-07-10 15:37:00,10.01910766429213,5.463960350025537e+48
2024-07-10 15:38:00,9.735754811127832,5.6393082718278596e+48
2024-07-10 15:39:00,9.338233304398171,5.8149793896661605e+48
2024-07-10 15:40:00,8.942140424485565,5.93402556473353e+48
