filter2_file,total_counts_under_contours,qs_mean_counts,contour_area,QS area
2024-10-08T23:01:14.453,178775559.55342498,5819.937068167713,17566,16728
2024-10-08T23:02:51.414,178705749.33481237,5773.869939037716,17566,16728
2024-10-08T23:04:28.406,178851200.01191118,5822.053207490661,17566,16728
2024-10-08T23:06:05.430,178291548.0095737,5776.100812140181,17566,16728
2024-10-08T23:07:42.423,178201499.48619145,5806.346631875519,17566,16728
2024-10-08T23:09:19.447,178542396.30838418,5795.284794036429,17566,16728
2024-10-08T23:10:56.437,177673501.3669069,5766.0207787982245,17566,16728
2024-10-08T23:12:33.429,178105996.56537774,5818.281791442523,17566,16728
2024-10-08T23:14:10.454,178339919.09500653,5779.42178985583,17566,16728
2024-10-08T23:15:47.414,178705399.90930128,5760.076328644656,17566,16728
2024-10-08T23:17:24.374,178095578.1727113,5801.544337071132,17566,16728
2024-10-08T23:19:01.365,178284621.6827523,5789.275514762922,17566,16728
2024-10-08T23:20:38.327,178607822.57947716,5780.200811696446,17566,16728
2024-10-08T23:22:15.287,178425812.7665155,5804.497661139169,17566,16728
2024-10-08T23:23:52.278,178006587.24233907,5800.4660679439985,17566,16728
2024-10-08T23:25:29.239,178163027.5893403,5779.139796491513,17566,16728
2024-10-08T23:27:06.200,177771064.69457442,5808.469456109949,17566,16728
2024-10-08T23:28:43.159,177527941.28239363,5785.024759782363,17566,16728
2024-10-08T23:30:20.119,177009083.07120422,5782.566039979638,17566,16728
2024-10-08T23:31:57.795,177486316.56616297,5790.426857901865,17566,16728
2024-10-08T23:33:34.398,176931737.62492475,5799.032213452917,17566,16728
2024-10-08T23:35:11.000,176741407.22006273,5760.2483570667955,17566,16728
2024-10-08T23:36:47.960,177652958.31569126,5797.275945275441,17566,16728
2024-10-08T23:38:24.920,177489597.55930308,5818.077614382202,17566,16728
2024-10-08T23:40:01.881,177170975.41145694,5781.725358585593,17566,16728
2024-10-08T23:41:38.841,177957613.0697499,5829.75642823803,17566,16728
2024-10-08T23:43:15.801,177635880.46864316,5816.794094178238,17566,16728
2024-10-08T23:44:52.761,176768903.861894,5820.671443193664,17566,16728
2024-10-08T23:46:29.754,177142699.17207247,5811.944991480736,17566,16728
2024-10-08T23:48:06.712,176824822.6251485,5802.983106768978,17566,16728
2024-10-08T23:49:43.676,176960084.69209096,5792.84706187808,17566,16728
2024-10-08T23:51:20.669,176586213.62295604,5822.963506107067,17566,16728
2024-10-08T23:52:57.657,176905066.73907083,5800.379992070763,17566,16728
2024-10-08T23:54:34.649,177021728.1269927,5801.275091326627,17566,16728
2024-10-08T23:56:11.641,176757876.00943145,5798.487841388814,17566,16728
2024-10-08T23:57:48.634,176736487.4097426,5823.888602608491,17566,16728
2024-10-08T23:59:25.594,176656779.82004872,5798.860768954864,17566,16728
2024-10-09T00:01:02.554,176687484.380511,5781.417762859287,17566,16728
2024-10-09T00:02:39.513,176845803.69857907,5836.200541209283,17566,16728
2024-10-09T00:04:16.474,176888439.64986935,5795.874445320505,17566,16728
2024-10-09T00:05:53.435,177494334.815018,5805.712767264785,17566,16728
2024-10-09T00:07:30.394,176871791.0939132,5848.666388923378,17566,16728
2024-10-09T00:09:07.354,176950517.77216485,5811.814216200802,17566,16728
2024-10-09T00:10:44.320,176502215.38046542,5882.795103248751,17566,16728
2024-10-09T00:12:21.408,177611966.73269466,5818.317755413518,17566,16728
2024-10-09T00:13:58.496,176978999.52123553,5830.811024876444,17566,16728
2024-10-09T00:15:35.583,176893056.4559344,5835.909415599531,17566,16728
2024-10-09T00:17:12.673,177199121.32692406,5810.746195273031,17566,16728
2024-10-09T00:18:49.761,176924838.95839664,5811.883444883877,17566,16728
2024-10-09T00:20:26.848,177245612.27381328,5819.889158525367,17566,16728
2024-10-09T00:22:03.937,177941841.0126372,5805.637631082163,17566,16728
2024-10-09T00:23:41.256,177320113.4317839,5795.860790912776,17566,16728
2024-10-09T00:25:18.114,177519863.8088101,5800.593929828193,17566,16728
2024-10-09T00:26:55.200,178424559.63417512,5809.622223547526,17566,16728
2024-10-09T00:28:32.289,177555328.98428985,5809.40595458289,17566,16728
2024-10-09T00:30:09.377,177125631.29046384,5786.287298120879,17566,16728
2024-10-09T00:31:46.497,177455226.34403375,5816.884347751571,17566,16728
2024-10-09T00:33:23.585,177747377.03559494,5776.231378930139,17566,16728
2024-10-09T00:35:00.673,178513194.5298568,5808.886765831683,17566,16728
2024-10-09T00:36:37.762,178423809.34327847,5797.350798887082,17566,16728
2024-10-09T00:38:14.850,178765893.5096337,5804.260381145275,17566,16728
2024-10-09T00:39:51.938,179052003.80761188,5806.040792917739,17566,16728
2024-10-09T00:41:28.962,178870693.35448778,5779.939931712273,17566,16728
2024-10-09T00:43:05.986,178704618.2707265,5817.404245567726,17566,16728
2024-10-09T00:44:43.100,178466540.18252593,5762.1017647974495,17566,16728
2024-10-09T00:46:20.343,178857453.5674898,5807.637264975442,17566,16728
2024-10-09T00:47:57.586,178689624.11550054,5801.814535373379,17566,16728
2024-10-09T00:49:34.115,178711346.37266356,5805.587806336193,17566,16728
2024-10-09T00:51:11.139,178876492.30381054,5792.296069469222,17566,16728
2024-10-09T00:52:48.196,179317186.39165953,5813.761109108265,17566,16728
2024-10-09T00:54:25.220,178324818.68212527,5800.947605664398,17566,16728
2024-10-09T00:56:02.276,178522737.14910412,5774.584981400166,17566,16728
2024-10-09T00:57:39.333,178402713.47550684,5775.505180920868,17566,16728
2024-10-09T01:04:40.291,177906113.02291623,5807.381014158521,17566,16728
2024-10-09T01:06:17.347,178587837.0539776,5812.3694822780635,17566,16728
2024-10-09T01:07:54.404,178914620.3561447,5786.565050593393,17566,16728
2024-10-09T01:09:31.396,179369775.14734578,5788.453834929302,17566,16728
2024-10-09T01:11:08.484,179492694.40873593,5808.16121555653,17566,16728
2024-10-09T01:12:45.507,179354431.81053284,5808.489533609302,17566,16728
2024-10-09T01:14:22.500,179370334.164002,5778.773298045724,17566,16728
2024-10-09T01:15:59.493,179732130.71690935,5809.806905636092,17566,16728
2024-10-09T01:17:36.484,180327029.72986782,5789.474028500459,17566,16728
