date_time,suit_count
2024-11-12T22:24:40,178480.92138671875
2024-11-12T22:27:54,586088.9584960938
2024-11-12T22:43:02,177514.66625976562
2024-11-12T22:49:31,234716.08642578125
2024-11-12T22:54:22,2504078.845703125
2024-11-12T23:05:43,731981.9379882812
2024-11-12T23:08:58,312848.35693359375
2024-11-12T23:25:10,4906341.4814453125
2024-11-12T23:28:25,5983329.318359375
2024-11-12T23:41:23,472058.0888671875
2024-11-12T23:47:52,611805.376953125
2024-11-12T23:57:35,3237335.6931152344
2024-11-13T00:04:04,2222407.208984375

