date_time,temperature,emission_measure,HOPE_trigger
2024-06-02 04:40:00,0.0,0.0,False
2024-06-02 04:41:00,0.0,0.0,False
2024-06-02 04:42:00,0.0,0.0,False
2024-06-02 04:43:00,16.133720265349282,1.164569582358499e+47,True
2024-06-02 04:44:00,14.993860451462611,4.0283496888168874e+47,False
2024-06-02 04:45:00,14.939223576903272,8.040056171422625e+47,False
2024-06-02 04:46:00,14.723983353958467,1.190081811098378e+48,False
2024-06-02 04:47:00,14.295586747308478,1.5250364818036772e+48,False
2024-06-02 04:48:00,13.696654190161617,1.7298857952687657e+48,False
2024-06-02 04:49:00,12.800561438281383,1.7883845864991852e+48,False
2024-06-02 04:50:00,10.339217239140444,1.726199204819242e+48,False
2024-06-02 04:51:00,0.0,0.0,False
2024-06-02 04:52:00,0.0,0.0,False
2024-06-02 04:53:00,0.0,0.0,False
2024-06-02 04:54:00,0.0,0.0,False
2024-06-02 04:55:00,0.0,0.0,False
