date_time,temperature,emission_measure
2024-11-13 16:55:00,4.83898713221739,3.378565784781824e+48
2024-11-13 16:56:00,5.126692244417139,2.9042865223022755e+48
2024-11-13 16:57:00,5.441709580361925,2.5641088355495212e+48
2024-11-13 16:58:00,5.943611382828078,2.1533346814641154e+48
2024-11-13 16:59:00,6.162233324353495,2.0584428789209088e+48
2024-11-13 17:00:00,6.185358306380215,2.117714083434832e+48
2024-11-13 17:01:00,6.265507251428922,2.0960402062476915e+48
2024-11-13 17:02:00,6.199946202835016,2.1778518072813742e+48
2024-11-13 17:03:00,6.3779234091432535,2.1385797126150375e+48
2024-11-13 17:04:00,8.331058168527116,1.7372900540333586e+48
2024-11-13 17:05:00,12.153417646099397,2.6114771900836246e+48
2024-11-13 17:06:00,13.098918917388994,4.743154212477494e+48
2024-11-13 17:07:00,12.987645712209481,6.541580445879693e+48
2024-11-13 17:08:00,12.930364131075814,7.174758882640561e+48
2024-11-13 17:09:00,12.487529930970677,7.144731272450242e+48
2024-11-13 17:10:00,12.119414204325468,6.794061318432677e+48
