time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-06-01 07:11:09.478410,4082,152321,794380992.4612076,2000,179.736328125
2024-06-01 07:12:34.534685,3900,150934,789848521.2672248,2000,179.736328125
2024-06-01 07:13:59.590845,3971,150809,788502296.0790625,2000,179.736328125
2024-06-01 07:15:24.647120,4101,150562,788049378.8902191,2000,179.736328125
2024-06-01 07:16:49.703270,3978,151203,791975079.2986124,2000,179.736328125
2024-06-01 07:18:14.759545,4049,152959,800361770.5973451,2000,179.736328125
2024-06-01 07:19:39.815695,5201,152463,796779295.3252747,2000,179.736328125
2024-06-01 07:21:04.871970,4041,151058,790235897.7607987,2000,179.736328125
2024-06-01 07:22:29.928120,4042,152018,794530287.065872,2000,179.736328125
2024-06-01 07:23:54.984270,5168,150902,790287425.6056688,2000,179.736328125
2024-06-01 07:25:20.405550,4004,152084,794584911.6788343,2000,179.736328125
2024-06-01 07:26:45.967050,5197,152990,800095116.8441557,2000,179.736328125
2024-06-01 07:28:10.152980,3979,152365,795009183.1131268,2000,179.6484375
2024-06-01 07:29:35.210130,4007,151697,793388637.5510283,2000,179.736328125
2024-06-01 07:31:00.138405,3985,151895,793836632.6265306,2000,179.736328125
2024-06-01 07:32:24.906555,4007,152841,798392495.5539973,2000,179.736328125
2024-06-01 07:33:49.674830,4113,153165,800539904.456465,2000,179.736328125
2024-06-01 07:35:14.441980,3895,152359,797397600.5461115,2000,179.736328125
2024-06-01 07:36:39.211130,3941,152273,796615158.556477,2000,179.736328125
2024-06-01 07:38:03.979415,4070,152272,796543302.823512,2000,179.736328125
2024-06-01 07:39:28.746565,4028,151995,794675770.7453911,2000,179.736328125
2024-06-01 07:40:53.515840,4045,151863,794334589.1017945,2000,179.736328125
2024-06-01 07:42:18.315990,4014,152386,795928281.7658006,2000,179.736328125
2024-06-01 07:43:43.842650,4076,152871,797553688.8167328,2000,179.736328125
2024-06-01 07:45:07.851415,4073,152916,797962737.6784283,2000,179.736328125
2024-06-01 07:46:32.620565,4001,152176,793948708.6677747,2000,179.736328125
2024-06-01 07:47:57.388840,4010,153097,800261184.8710692,2000,179.736328125
2024-06-01 07:49:22.155990,4125,152749,799885111.3062372,2000,179.736328125
2024-06-01 07:50:46.925265,3957,151858,795887489.0306274,2000,179.736328125
2024-06-01 07:52:11.693415,4010,152694,798678228.9430895,2000,179.736328125
2024-06-01 07:53:36.461690,3964,153724,804313736.9969988,2000,179.736328125
2024-06-01 07:55:01.229840,3929,152844,801059589.5642216,2000,179.736328125
2024-06-01 07:56:25.998000,3900,153349,802970986.1483623,2000,179.736328125
2024-06-01 07:57:50.766275,3957,154373,808384088.1046555,2000,179.736328125
2024-06-01 07:59:15.533425,5156,154049,807236341.0967622,2000,179.736328125
2024-06-01 08:00:40.302700,3786,154071,806768105.1544701,2000,179.736328125
2024-06-01 08:02:04.909850,4076,153422,803558296.0029411,2000,179.736328125
2024-06-01 08:03:29.487000,4082,153562,803307497.4904891,2000,179.736328125
2024-06-01 08:04:54.932750,5073,153864,804484135.3192792,2000,179.6484375
2024-06-01 08:06:18.670425,4088,152863,800172772.5111865,2000,179.736328125
2024-06-01 08:07:43.246700,4059,152242,797015785.9052935,2000,179.736328125
2024-06-01 08:09:07.821850,4022,152618,799317995.9331383,2000,179.736328125
2024-06-01 08:10:32.398125,4040,153403,803083757.3735626,2000,179.736328125
2024-06-01 08:11:56.975275,4018,154327,807757205.8010966,2000,179.736328125
2024-06-01 08:13:21.582425,5174,155061,809897438.56807,2000,179.736328125
2024-06-01 08:14:46.194700,5138,153687,802769095.2831323,2000,179.736328125
2024-06-01 08:16:10.831850,5110,153762,804853319.0749543,2000,179.736328125
2024-06-01 08:17:35.440125,5137,153334,802360778.1049013,2000,179.736328125
2024-06-01 08:19:00.792750,5099,152893,799533830.7641852,2000,179.736328125
2024-06-01 08:20:24.688435,3851,153342,801555853.8656315,2000,179.736328125
2024-06-01 08:21:49.360710,3983,153973,805673081.3424344,2000,179.736328125
2024-06-01 08:23:13.999860,4048,154538,808657532.7061094,2000,179.736328125
2024-06-01 08:24:38.640135,4149,153936,804635279.347985,2000,179.736328125
2024-06-01 08:26:03.281285,3931,153331,800986858.752069,2000,179.736328125
2024-06-01 08:27:27.920435,4000,152696,798469276.4195683,2000,179.736328125
2024-06-01 08:28:52.560710,4041,153642,803448263.5685859,2000,179.736328125
2024-06-01 08:30:17.205985,4034,152341,796497615.6712089,2000,179.736328125
2024-06-01 08:31:41.619260,3936,153545,802813076.7155899,2000,179.736328125
2024-06-01 08:33:06.241000,4088,153120,800648534.4203635,2000,179.736328125
2024-06-01 08:34:30.386560,4087,152868,799739837.2093134,2000,179.736328125
2024-06-01 08:35:54.802835,3985,154591,808766055.7417585,2000,179.736328125
2024-06-01 08:37:19.190985,4097,153932,804938868.9261913,2000,179.736328125
2024-06-01 08:38:43.571260,4112,154159,806305219.6917847,2000,179.736328125
2024-06-01 08:40:07.955410,4089,155186,813112318.398485,2000,179.736328125
2024-06-01 08:41:32.340560,4182,155302,813608568.7209197,2000,179.736328125
2024-06-01 08:46:05.131750,0,109569,562164589.4862999,1500,179.736328125
2024-06-01 08:47:31.214500,3802,138723,718792363.3579192,1000,0.52734375
2024-06-01 08:48:58.133600,4071,157913,830366271.3625978,1500,179.736328125
2024-06-01 08:50:27.945885,3994,158898,838141084.2842051,2000,0.52734375
2024-06-01 08:51:55.381170,3951,156579,823547640.8753599,1500,179.736328125
2024-06-01 08:53:25.198330,5205,158179,832864742.3890948,2000,0.52734375
2024-06-01 08:54:52.660605,5294,157165,825651844.5197239,1500,179.736328125
2024-06-01 08:56:22.471890,5269,157798,830938269.0460337,2000,0.52734375
2024-06-01 08:57:53.384935,4096,155997,818628854.0941101,2000,179.6484375
2024-06-01 08:59:24.297220,4119,158083,831470633.244981,2000,0.439453125
2024-06-01 09:00:55.241505,5271,155783,818257038.8734707,2000,179.6484375
2024-06-01 09:02:26.153665,4054,157693,831073602.9965671,2000,0.52734375
2024-06-01 09:03:57.658250,3935,156462,821372780.1918223,2000,179.6484375
2024-06-01 09:05:27.978110,4053,157190,829307730.8219583,2000,0.439453125
2024-06-01 09:06:58.890405,4049,156206,822450555.7227967,2000,179.6484375
2024-06-01 09:08:29.834565,3938,159778,841873415.1088078,2000,0.439453125
2024-06-01 09:10:00.746850,4062,156865,824022889.9396194,2000,179.6484375
2024-06-01 09:11:31.658010,5235,157077,829830241.2898462,2000,0.52734375
2024-06-01 09:13:02.571295,4073,156057,821096444.2884866,2000,179.6484375
2024-06-01 09:14:33.483455,4084,157274,831497750.1678056,2000,0.439453125
