time,mode,thresh_area,thresho_tot,exposure,shutter_angle
2024-06-01 07:10:37.657485,31263,88883,3250028134.470898,900,179.736328125
2024-06-01 07:12:02.713635,30518,88607,3246129383.1773224,900,179.736328125
2024-06-01 07:13:27.769785,29573,88295,3232658609.8030534,900,179.736328125
2024-06-01 07:14:52.825935,30567,89847,3290031877.0009756,900,179.736328125
2024-06-01 07:16:17.886210,29749,90221,3305988961.828848,900,179.736328125
2024-06-01 07:17:42.938360,30619,91974,3368899016.104042,900,179.736328125
2024-06-01 07:19:07.994520,30433,91693,3360126438.3235035,900,179.736328125
2024-06-01 07:20:33.507950,30622,89364,3276472870.203102,900,179.736328125
2024-06-01 07:21:58.106945,30726,92229,3378609902.67416,900,179.736328125
2024-06-01 07:23:23.163220,30259,92199,3380914637.9780865,900,179.736328125
2024-06-01 07:24:48.219370,30517,92315,3384732754.4344263,900,179.736328125
2024-06-01 07:26:13.275645,30088,93275,3419399665.349201,900,179.736328125
2024-06-01 07:27:38.331795,30984,92153,3378849299.412841,900,179.736328125
2024-06-01 07:29:03.388070,30759,91614,3361261767.531424,900,179.736328125
2024-06-01 07:30:28.445230,31993,92189,3383865577.254155,900,179.736328125
2024-06-01 07:31:53.213505,31199,92347,3387622546.391722,900,179.736328125
2024-06-01 07:33:17.981655,31028,91988,3373427922.1267533,900,179.736328125
2024-06-01 07:34:42.749805,30359,91850,3370864317.3138556,900,179.736328125
2024-06-01 07:36:07.518080,31716,91918,3373022473.50548,900,179.736328125
2024-06-01 07:37:32.286230,30313,92573,3395104001.242945,900,179.736328125
2024-06-01 07:38:57.545050,31388,90806,3332170914.732869,900,179.736328125
2024-06-01 07:40:21.822655,30701,92077,3384520838.49492,900,179.736328125
2024-06-01 07:41:46.590930,31297,90279,3311091904.0186863,900,179.736328125
2024-06-01 07:43:11.391080,30804,91532,3353035032.1802807,900,179.736328125
2024-06-01 07:44:36.157230,31368,90730,3323041552.05112,900,179.736328125
2024-06-01 07:46:00.925505,31110,90561,3317058203.6837664,900,179.736328125
2024-06-01 07:47:25.693655,31133,92313,3383291927.5420527,900,179.6484375
2024-06-01 07:48:50.461940,31143,92956,3413670113.075368,900,179.736328125
2024-06-01 07:50:15.230090,30896,93248,3424883055.8846245,900,179.736328125
2024-06-01 07:51:39.998240,30996,92468,3394576194.726074,900,179.736328125
2024-06-01 07:53:04.766515,31334,93768,3438849490.731807,900,179.736328125
2024-06-01 07:54:29.534665,31137,94191,3457090944.527981,900,179.736328125
