2024-07-10T13:31:10.903,27439,21325,7517,343325888.0,274615840.0,106557136.0
2024-07-10T13:32:59.595,27250,20920,6844,338502368.0,267347408.0,96325976.0
2024-07-10T13:34:49.988,26930,20201,5438,330532800.0,254911088.0,75035392.0
2024-07-10T13:36:38.603,25792,18961,4519,314437216.0,237683696.0,62159268.0
2024-07-10T13:38:28.109,25352,18632,4151,308825952.0,233287168.0,57309012.0
2024-07-10T13:40:17.612,25844,19065,4337,315777824.0,239527712.0,60681072.0
2024-07-10T13:42:07.116,26052,18998,4658,319681312.0,240327872.0,66390040.0
2024-07-10T13:43:56.622,24888,17883,4120,302748928.0,223966816.0,57140944.0
2024-07-10T13:45:46.125,24865,18343,4020,302110912.0,228767552.0,54826932.0
2024-07-10T13:47:35.629,24058,17175,3008,289932384.0,212555680.0,40641496.0
2024-07-10T13:49:25.131,23252,16284,2565,279493376.0,201126960.0,34579536.0
2024-07-10T13:51:14.636,23484,16623,2891,282839264.0,205681568.0,39250040.0
2024-07-10T13:53:04.141,23283,15965,3415,282150496.0,199880464.0,47680688.0
2024-07-10T13:54:53.644,22603,15980,3557,275158432.0,200735712.0,49965604.0
2024-07-10T13:56:43.148,22072,15493,3292,268148720.0,194211792.0,46068472.0
2024-07-10T13:58:32.653,21844,15386,3346,265081648.0,192519392.0,45989268.0
2024-07-10T14:00:22.156,21920,15242,2978,264792976.0,189761600.0,40660136.0
2024-07-10T14:02:11.662,21093,14620,3231,255526752.0,182808480.0,44285748.0
2024-07-10T14:04:01.165,21194,14759,3443,257273920.0,184986592.0,47452896.0
2024-07-10T14:05:50.669,22139,15574,3728,269425344.0,195650960.0,51710704.0
2024-07-10T14:07:40.175,22163,15772,3692,269463744.0,197657408.0,50696120.0
2024-07-10T14:09:29.678,22134,15339,3687,268570688.0,192243872.0,50571488.0
2024-07-10T14:11:19.182,22345,15848,3913,272406560.0,199419312.0,54335808.0
2024-07-10T14:13:08.688,22858,15875,3854,278116864.0,199689216.0,53770000.0
2024-07-10T14:14:58.191,22130,15295,3766,268729056.0,191926256.0,51942484.0
2024-07-10T14:16:47.696,22090,15099,3484,267950464.0,189418496.0,48267248.0
2024-07-10T14:18:37.198,22108,15408,3720,269122144.0,193872624.0,51876236.0
2024-07-10T14:20:26.702,22401,15985,3905,275177984.0,203086768.0,56119256.0
2024-07-10T14:22:16.207,22487,15883,4147,276372864.0,202188240.0,59483144.0
2024-07-10T14:24:05.710,22273,15352,3624,271428992.0,193686384.0,50943584.0
2024-07-10T14:25:55.215,21721,15192,3313,263816576.0,190438400.0,46071464.0
2024-07-10T14:27:44.719,21944,15079,3620,267066880.0,189969392.0,50715120.0
2024-07-10T14:29:34.223,21997,15300,3862,268127728.0,192930464.0,53992128.0
2024-07-10T14:31:23.728,22500,15824,4217,275296224.0,200274832.0,59356492.0
2024-07-10T14:33:13.236,23382,16665,4340,285174816.0,209703360.0,60031788.0
2024-07-10T14:35:02.735,23694,16390,4135,288179552.0,206085168.0,56894056.0
2024-07-10T14:36:52.245,22974,16337,3921,278933952.0,204345440.0,53271876.0
2024-07-10T14:38:41.744,22712,15700,3589,275148896.0,196364064.0,49160560.0
2024-07-10T14:40:31.255,21673,14666,3054,262017808.0,183306096.0,42054048.0
2024-07-10T14:42:20.754,22071,15076,3151,266409904.0,187867456.0,42495952.0
2024-07-10T14:44:10.261,22087,15207,2624,265798944.0,188558256.0,35342168.0
2024-07-10T14:45:59.762,22069,15006,2659,265566176.0,186240224.0,35939812.0
2024-07-10T14:47:49.266,21922,15319,2982,264684848.0,190494800.0,39925456.0
2024-07-10T14:49:38.768,22209,15764,3194,268591264.0,196140192.0,43033516.0
2024-07-10T14:51:28.273,20586,14413,2336,247464480.0,178079328.0,31298372.0
2024-07-10T14:53:17.777,21364,15406,3141,258597360.0,191657696.0,42239308.0
2024-07-10T14:55:07.282,21340,15079,2732,257126096.0,186764336.0,36527356.0
2024-07-10T14:56:56.785,22061,15406,2932,266652416.0,191858352.0,39904640.0
2024-07-10T14:58:46.290,22632,16162,3462,274605760.0,201884864.0,46999092.0
2024-07-10T15:00:35.791,22976,16801,4620,281352768.0,211957488.0,63632672.0
2024-07-10T15:02:25.295,23195,16571,4490,282645056.0,208210704.0,61244772.0
2024-07-10T15:04:14.801,23404,17174,5011,286568160.0,216579120.0,68180248.0
2024-07-10T15:06:04.306,23233,16893,4047,282787232.0,211563456.0,55275384.0
2024-07-10T15:07:53.809,23016,16563,4299,281204864.0,208713280.0,59103936.0
2024-07-10T15:09:43.347,22353,16392,4369,274490688.0,207524624.0,60923200.0
2024-07-10T15:11:32.852,22156,16168,4003,271514368.0,204222656.0,56034496.0
2024-07-10T15:13:22.356,22313,16234,4260,273436096.0,205123232.0,58905908.0
2024-07-10T15:13:41.797,22111,16061,4163,270784640.0,202802720.0,57550032.0
2024-07-10T15:14:01.189,21971,16062,4098,269316448.0,202929728.0,56932116.0
2024-07-10T15:14:20.583,21879,16138,3924,267994848.0,203507536.0,54511912.0
2024-07-10T15:15:57.833,21096,15201,3152,256837920.0,190570720.0,44002904.0
2024-07-10T15:17:35.459,20988,15109,3166,255241664.0,189209040.0,43884612.0
2024-07-10T15:19:12.230,20723,14820,3078,251924192.0,185587248.0,42643308.0
2024-07-10T15:20:49.415,20654,14839,3337,251132752.0,185761568.0,45765436.0
2024-07-10T15:22:26.599,20628,14841,3351,250351392.0,185351008.0,45786480.0
2024-07-10T15:24:03.783,21295,15621,3937,259927088.0,196187648.0,54067776.0
2024-07-10T15:25:40.968,21929,16143,4157,267818368.0,202842624.0,56819388.0
2024-07-10T15:27:18.152,22693,17077,5241,279554112.0,216456784.0,72249200.0
2024-07-10T15:28:55.336,23907,17853,5508,296006272.0,227943376.0,77578176.0
2024-07-10T15:30:32.520,25960,20274,8416,336120512.0,272205536.0,127557528.0
