peak_time,peak_value
2024-07-10T13:42:03.346785,1.4166666666666667
2024-07-10T13:54:03.346785,0.6000000000000001
2024-07-10T14:05:03.346785,1.0999999999999999
2024-07-10T14:12:03.346785,1.5333333333333334
2024-07-10T14:17:03.346785,1.0333333333333332
2024-07-10T14:21:03.346785,0.9500000000000001
2024-07-10T14:25:03.346785,0.8333333333333333
2024-07-10T14:29:03.346785,0.6166666666666667
2024-07-10T14:46:03.351285,0.7333333333333334
2024-07-10T14:56:03.346785,1.1
2024-07-10T15:00:03.346785,0.8666666666666667
2024-07-10T15:09:03.346785,0.75
2024-07-10T15:13:03.346785,0.7166666666666667
