T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.06.02_06:30:00_TAI,2037.124512,2053.928955,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:29:07.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.98053,151758734880.0,5.734694,-0.475957,2284,179.929642
2024.06.02_06:30:45_TAI,2037.125122,2053.928955,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:29:52.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.980225,151758787918.82,5.727851,-0.475902,2284,179.929871
2024.06.02_06:31:30_TAI,2037.123047,2053.928955,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:30:37.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.979858,151758840603.94,5.721007,-0.475847,2284,179.929794
2024.06.02_06:32:15_TAI,2037.116699,2053.913574,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:31:22.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.979553,151758892934.93,5.714165,-0.475793,2284,179.929886
2024.06.02_06:33:00_TAI,2037.114258,2053.913574,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:32:07.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.979248,151758944911.45,5.707321,-0.475738,2284,179.929962
2024.06.02_06:33:45_TAI,2037.09436,2053.912354,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:32:52.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.978882,151758996533.05,5.700478,-0.475683,2284,179.92981
2024.06.02_06:34:30_TAI,2037.083374,2053.907715,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:33:37.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.978577,151759047799.22,5.693634,-0.475629,2284,179.929749
2024.06.02_06:35:15_TAI,2037.080566,2053.907715,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:34:22.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.978271,151759098709.54,5.686791,-0.475575,2284,179.929749
2024.06.02_06:36:00_TAI,2037.080566,2053.907715,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:35:07.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.977966,151759149263.71,5.679948,-0.47552,2284,179.929718
2024.06.02_06:36:45_TAI,2037.088013,2053.910156,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T06:35:52.70Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,945.977661,151759199461.26,5.673105,-0.475466,2284,179.929733
