T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.11.01_00:00:00_TAI,2040.488037,2049.151367,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-31T23:58:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.897339,148475775548.01,160.555481,4.362018,2290,179.92981
2024.11.01_00:00:45_TAI,2040.484497,2049.151367,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-31T23:59:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.896851,148475853063.88,160.548599,4.361932,2290,179.929688
2024.11.01_00:01:30_TAI,2040.475464,2049.149414,0.0,0.0,0.504034,0.504034,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:00:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.896301,148475930686.43,160.541718,4.361846,2290,179.929642
2024.11.01_00:02:15_TAI,2040.470947,2049.141357,0.0,0.0,0.504034,0.504034,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:01:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.895813,148476008414.6,160.534821,4.36176,2290,179.929794
2024.11.01_00:03:00_TAI,2040.466187,2049.12085,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:01:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.895325,148476086247.5,160.527939,4.361674,2290,179.929733
2024.11.01_00:03:45_TAI,2040.458618,2049.116455,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:02:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.894775,148476164184.08,160.521057,4.361588,2290,179.929794
2024.11.01_00:04:30_TAI,2040.450195,2049.106934,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:03:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.894287,148476242223.14,160.514175,4.361503,2290,179.929825
2024.11.01_00:05:15_TAI,2040.442993,2049.105469,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:04:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.893799,148476320363.65,160.507294,4.361417,2290,179.929794
2024.11.01_00:06:00_TAI,2040.442993,2049.102783,0.0,0.0,0.504034,0.504034,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:04:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.89325,148476398604.68,160.500397,4.361331,2290,179.929901
2024.11.01_00:06:45_TAI,2040.450195,2049.077637,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:05:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.892761,148476476945.18,160.493515,4.361245,2290,179.929581
2024.11.01_00:07:30_TAI,2040.460815,2049.065918,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:06:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.892273,148476555383.96,160.486633,4.361159,2290,179.929657
2024.11.01_00:08:15_TAI,2040.508057,2049.065918,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:07:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.891724,148476633919.98,160.479752,4.361073,2290,179.929779
2024.11.01_00:09:00_TAI,2040.514893,2049.065918,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:07:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.891235,148476712552.3,160.47287,4.360987,2290,179.929794
2024.11.01_00:09:45_TAI,2040.514893,2049.083984,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:08:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.890686,148476791279.88,160.465988,4.3609,2290,179.929932
2024.11.01_00:10:30_TAI,2040.514038,2049.12207,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:09:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.890198,148476870101.52,160.459091,4.360815,2290,179.929825
2024.11.01_00:11:15_TAI,2040.500122,2049.128418,0.0,0.0,0.504033,0.504033,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T00:10:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.889709,148476949016.16,160.452209,4.360728,2290,179.929871
