T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.10.08_23:30:00_TAI,2040.399902,2050.825684,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:28:59.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.750977,149425634655.27,104.19062,6.277096,2289,179.929871
2024.10.08_23:30:45_TAI,2040.407959,2050.825684,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:29:44.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.750488,149425713127.86,104.183723,6.277039,2289,179.92984
2024.10.08_23:31:30_TAI,2040.423706,2050.828125,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:30:29.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.749939,149425791711.16,104.176819,6.276982,2289,179.929779
2024.10.08_23:32:15_TAI,2040.427368,2050.833008,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:31:14.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.749451,149425870404.08,104.169922,6.276925,2289,179.929688
2024.10.08_23:33:00_TAI,2040.426636,2050.846924,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:31:59.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.748962,149425949205.72,104.163017,6.276868,2289,179.929886
2024.10.08_23:33:45_TAI,2040.424805,2050.858887,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:32:44.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.748474,149426028114.95,104.156128,6.276811,2289,179.929825
2024.10.08_23:34:30_TAI,2040.424072,2050.862061,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:33:29.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.747925,149426107130.54,104.149231,6.276753,2289,179.929825
2024.10.08_23:35:15_TAI,2040.426636,2050.864258,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:34:14.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.747437,149426186251.4,104.142326,6.276696,2289,179.929871
2024.10.08_23:36:00_TAI,2040.424072,2050.866455,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:34:59.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.746948,149426265476.61,104.135437,6.276639,2289,179.929794
2024.10.08_23:36:45_TAI,2040.426636,2050.867676,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-10-08T23:35:44.90Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,960.746399,149426344805.05,104.12854,6.276581,2289,179.92981
