T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.06.02_02:30:00_TAI,2037.183594,2053.782959,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:29:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.175293,151727501446.16,7.928504,-0.498833,2284,179.929825
2024.06.02_02:30:45_TAI,2037.196167,2053.782959,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:29:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.1745,151727627462.88,7.921629,-0.498747,2284,179.929779
2024.06.02_02:31:30_TAI,2037.205566,2053.781494,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:30:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.173706,151727753418.54,7.914754,-0.498661,2284,179.929749
2024.06.02_02:32:15_TAI,2037.249146,2053.754395,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:31:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.172913,151727879311.92,7.90788,-0.498575,2284,179.92984
2024.06.02_02:33:00_TAI,2037.272217,2053.741455,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:32:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.172119,151728005142.09,7.901006,-0.498489,2284,179.929993
2024.06.02_02:33:45_TAI,2037.277954,2053.735596,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:32:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.171326,151728130907.72,7.894132,-0.498403,2284,179.929886
2024.06.02_02:34:30_TAI,2037.277588,2053.709717,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:33:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.170532,151728256607.4,7.887258,-0.498317,2284,179.929932
2024.06.02_02:35:15_TAI,2037.276855,2053.688965,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:34:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.1698,151728382239.94,7.880384,-0.498231,2284,179.929733
2024.06.02_02:36:00_TAI,2037.265625,2053.688965,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:35:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.169006,151728507804.39,7.87351,-0.498145,2284,179.929703
2024.06.02_02:36:45_TAI,2037.234741,2053.693604,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:35:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.168213,151728633299.44,7.866637,-0.498059,2284,179.929718
2024.06.02_02:37:30_TAI,2037.227051,2053.705322,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:36:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.167419,151728758723.67,7.859764,-0.497974,2284,179.929794
2024.06.02_02:38:15_TAI,2037.217163,2053.705322,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:37:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.166626,151728884075.91,7.85289,-0.497888,2284,179.929977
2024.06.02_02:39:00_TAI,2037.209351,2053.747803,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:38:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.165833,151729009355.2,7.846017,-0.497803,2284,179.929855
2024.06.02_02:39:45_TAI,2037.207153,2053.776123,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:38:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.1651,151729134560.23,7.839144,-0.497717,2284,179.929916
2024.06.02_02:40:30_TAI,2037.202393,2053.78418,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:39:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.164307,151729259689.6,7.832272,-0.497632,2284,179.929825
2024.06.02_02:41:15_TAI,2037.189941,2053.793945,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:40:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.163513,151729384742.12,7.825399,-0.497547,2284,179.929764
2024.06.02_02:42:00_TAI,2037.186035,2053.80542,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:41:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.16272,151729509716.85,7.818527,-0.497462,2284,179.929855
2024.06.02_02:42:45_TAI,2037.182861,2053.820068,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:41:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.161987,151729634612.48,7.811655,-0.497377,2284,179.929703
2024.06.02_02:43:30_TAI,2037.182983,2053.823242,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:42:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.161194,151729759427.61,7.804782,-0.497292,2284,179.929794
2024.06.02_02:44:15_TAI,2037.187378,2053.852051,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:43:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.1604,151729884161.06,7.79791,-0.497207,2284,179.92984
2024.06.02_02:45:00_TAI,2037.188599,2053.865479,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:44:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.159607,151730008811.88,7.791038,-0.497122,2284,179.929901
2024.06.02_02:45:45_TAI,2037.187134,2053.887451,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:44:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.158875,151730133378.78,7.784166,-0.497037,2284,179.929916
2024.06.02_02:46:30_TAI,2037.18811,2053.890625,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:45:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.158081,151730257860.35,7.777295,-0.496952,2284,179.929825
2024.06.02_02:47:15_TAI,2037.188354,2053.901611,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:46:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.157288,151730382255.42,7.770423,-0.496868,2284,179.929733
2024.06.02_02:48:00_TAI,2037.187378,2053.903076,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:47:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.156494,151730506563.04,7.763552,-0.496783,2284,179.929688
2024.06.02_02:48:45_TAI,2037.181641,2053.890625,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:47:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.155762,151730630781.93,7.756681,-0.496699,2284,179.92981
2024.06.02_02:49:30_TAI,2037.174927,2053.890137,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:48:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.154968,151730754910.68,7.74981,-0.496614,2284,179.929733
2024.06.02_02:50:15_TAI,2037.167847,2053.863037,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:49:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.154175,151730878948.12,7.742939,-0.49653,2284,179.929932
2024.06.02_02:51:00_TAI,2037.1521,2053.832031,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:50:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.153442,151731002893.32,7.736069,-0.496446,2284,179.929962
2024.06.02_02:51:45_TAI,2037.146118,2053.827637,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:50:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.152649,151731126744.98,7.729198,-0.496362,2284,179.929871
2024.06.02_02:52:30_TAI,2037.146118,2053.821533,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:51:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.151855,151731250501.7,7.722328,-0.496278,2284,179.929901
2024.06.02_02:53:15_TAI,2037.147827,2053.824219,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:52:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.151123,151731374162.33,7.715457,-0.496194,2284,179.929764
2024.06.02_02:54:00_TAI,2037.148926,2053.824219,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:53:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.15033,151731497725.93,7.708587,-0.49611,2284,179.929825
2024.06.02_02:54:45_TAI,2037.147827,2053.820312,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:53:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.149597,151731621191.2,7.701717,-0.496026,2284,179.929794
2024.06.02_02:55:30_TAI,2037.147583,2053.828857,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:54:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.148804,151731744556.76,7.694848,-0.495942,2284,179.929718
2024.06.02_02:56:15_TAI,2037.136353,2053.817871,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:55:22.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.14801,151731867821.45,7.687978,-0.495859,2284,179.929886
2024.06.02_02:57:00_TAI,2037.121826,2053.816895,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:56:07.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.147278,151731990984.33,7.681108,-0.495775,2284,179.929871
2024.06.02_02:57:45_TAI,2037.120483,2053.803711,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:56:52.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.146484,151732114044.13,7.674239,-0.495692,2284,179.929886
2024.06.02_02:58:30_TAI,2037.120483,2053.797363,0.0,0.0,0.504036,0.504036,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-06-02T02:57:37.60Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,946.145752,151732236999.46,7.66737,-0.495608,2284,179.92981
