T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.11.13_15:00:00_TAI,2040.971313,2048.450684,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T14:58:55.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.969116,148005568627.96,354.129333,2.988651,2291,179.929764
2024.11.13_15:00:45_TAI,2040.971802,2048.416748,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T14:59:40.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.96991,148005452335.16,354.122437,2.988619,2291,179.929703
2024.11.13_15:01:30_TAI,2040.974854,2048.398193,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:00:25.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.970642,148005336174.63,354.11554,2.988587,2291,179.929779
2024.11.13_15:02:15_TAI,2040.983032,2048.388428,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:01:10.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.971436,148005220147.45,354.108643,2.988555,2291,179.92984
2024.11.13_15:03:00_TAI,2041.000977,2048.386963,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:01:55.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.972168,148005104254.53,354.101746,2.988523,2291,179.929886
2024.11.13_15:03:45_TAI,2041.012329,2048.388428,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:02:40.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.972961,148004988496.9,354.094849,2.98849,2291,179.929901
2024.11.13_15:04:30_TAI,2041.020264,2048.388428,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:03:25.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.973694,148004872875.76,354.087982,2.988458,2291,179.929794
2024.11.13_15:05:15_TAI,2041.02417,2048.383057,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:04:10.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.974487,148004757392.16,354.081085,2.988425,2291,179.929779
2024.11.13_15:06:00_TAI,2041.027832,2048.381836,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:04:55.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.97522,148004642047.01,354.074188,2.988393,2291,179.929855
2024.11.13_15:06:45_TAI,2041.031128,2048.378662,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:05:40.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.975952,148004526841.34,354.067291,2.98836,2291,179.929733
2024.11.13_15:07:30_TAI,2041.033447,2048.374268,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:06:25.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.976746,148004411776.34,354.060394,2.988328,2291,179.929749
2024.11.13_15:08:15_TAI,2041.036377,2048.381836,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:07:10.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.977478,148004296853.04,354.053497,2.988295,2291,179.92984
2024.11.13_15:09:00_TAI,2041.039795,2048.39209,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:07:55.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.97821,148004182072.37,354.046631,2.988262,2291,179.929901
2024.11.13_15:09:45_TAI,2041.044678,2048.412354,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:08:40.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.979004,148004067435.34,354.039734,2.98823,2291,179.929947
2024.11.13_15:10:30_TAI,2041.048218,2048.419678,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:09:25.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.979736,148003952943.13,354.032837,2.988197,2291,179.929779
2024.11.13_15:11:15_TAI,2041.053833,2048.419678,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-13T15:10:10.20Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,969.980469,148003838596.78,354.02594,2.988164,2291,179.929794
