T_REC,CRPIX1,CRPIX2,CRVAL1,CRVAL2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,DATE-OBS,TIMESYS,TELESCOP,INSTRUME,BUNIT,RSUN_OBS,DSUN_OBS,CRLN_OBS,CRLT_OBS,CAR_ROT,CROTA2
2024.11.01_11:00:00_TAI,2040.639038,2049.02417,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T10:58:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.832703,148485696645.73,154.54068,4.305173,2290,179.92984
2024.11.01_11:00:45_TAI,2040.63623,2049.010498,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T10:59:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.833435,148485590865.67,154.533844,4.305149,2290,179.929626
2024.11.01_11:01:30_TAI,2040.633301,2049.010498,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:00:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.834106,148485484898.86,154.527008,4.305124,2290,179.929657
2024.11.01_11:02:15_TAI,2040.61084,2049.010498,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:01:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.834778,148485378746.23,154.520172,4.3051,2290,179.929794
2024.11.01_11:03:00_TAI,2040.561768,2049.038818,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:01:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.83551,148485272408.57,154.513321,4.305076,2290,179.92984
2024.11.01_11:03:45_TAI,2040.552612,2049.05127,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:02:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.836182,148485165886.81,154.506485,4.305052,2290,179.929916
2024.11.01_11:04:30_TAI,2040.551025,2049.053711,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:03:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.836853,148485059181.98,154.499649,4.305028,2290,179.929825
2024.11.01_11:05:15_TAI,2040.550903,2049.062744,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:04:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.837585,148484952295.01,154.492813,4.305004,2290,179.929855
2024.11.01_11:06:00_TAI,2040.555176,2049.071777,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:04:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.838257,148484845226.7,154.485977,4.30498,2290,179.929825
2024.11.01_11:06:45_TAI,2040.56604,2049.075195,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:05:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.838989,148484737977.99,154.479141,4.304956,2290,179.929626
2024.11.01_11:07:30_TAI,2040.579102,2049.092041,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:06:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.839661,148484630549.92,154.472305,4.304933,2290,179.929688
2024.11.01_11:08:15_TAI,2040.584473,2049.099854,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:07:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.840393,148484522943.44,154.465454,4.304909,2290,179.929749
2024.11.01_11:09:00_TAI,2040.588013,2049.099854,0.0,0.0,0.504037,0.504037,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:07:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.841064,148484415159.34,154.458618,4.304885,2290,179.929688
2024.11.01_11:09:45_TAI,2040.595825,2049.100098,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:08:41.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.841797,148484307198.56,154.451782,4.304862,2290,179.929779
2024.11.01_11:10:30_TAI,2040.604004,2049.102295,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:09:26.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.842468,148484199062.17,154.444946,4.304838,2290,179.929825
2024.11.01_11:11:15_TAI,2040.62854,2049.0979,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:10:11.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.843201,148484090751.11,154.43811,4.304815,2290,179.929794
2024.11.01_11:12:00_TAI,2040.638184,2049.092041,0.0,0.0,0.504038,0.504038,arcsec,arcsec,HPLN-TAN,HPLT-TAN,2024-11-01T11:10:56.80Z,Invalid KeyLink,SDO/HMI,HMI_FRONT2,Gauss,966.843872,148483982266.18,154.431259,4.304791,2290,179.929901
