date_time,temperature,emission_measure
2024-10-09 01:20:00,4.990295999572361,7.655903419562451e+48
2024-10-09 01:21:00,5.003205708697786,7.564164358592227e+48
2024-10-09 01:22:00,4.992721699503548,7.627665125498243e+48
2024-10-09 01:23:00,5.000332133119725,7.619242907015654e+48
2024-10-09 01:24:00,5.068169315265803,7.334557426352522e+48
2024-10-09 01:25:00,5.176155991148033,6.939929706989324e+48
2024-10-09 01:26:00,5.306604048054047,6.526897089021559e+48
2024-10-09 01:27:00,5.516732661485067,5.972596986805105e+48
2024-10-09 01:28:00,5.811075406078203,5.355919282664969e+48
2024-10-09 01:29:00,6.20896719164122,4.7379716992986344e+48
2024-10-09 01:30:00,6.657236398580509,4.23195348097888e+48
2024-10-09 01:31:00,7.320625365434375,3.7175960549782424e+48
2024-10-09 01:32:00,8.417520991173529,3.262452832677927e+48
2024-10-09 01:33:00,9.770383777096558,3.1503837107542785e+48
2024-10-09 01:34:00,10.866285815762966,3.308768252642844e+48
2024-10-09 01:35:00,11.878559467316775,3.778800878686222e+48
2024-10-09 01:36:00,12.669289941594302,4.5127099947476344e+48
2024-10-09 01:37:00,13.232604257351621,5.4864186111514174e+48
2024-10-09 01:38:00,13.658353188985739,6.815183998016005e+48
2024-10-09 01:39:00,14.06086371146776,8.644956503902688e+48
2024-10-09 01:40:00,14.523506147462438,1.0649496620539872e+49
2024-10-09 01:41:00,14.959820159004314,1.3346615402909303e+49
2024-10-09 01:42:00,15.171114134094037,1.6177251928126695e+49
2024-10-09 01:43:00,15.282077533889874,2.024816925440536e+49
2024-10-09 01:44:00,15.379375580811429,2.439796428384013e+49
2024-10-09 01:45:00,15.4837437035605,2.917082309985982e+49
2024-10-09 01:46:00,15.466642439840518,3.4077552422700454e+49
2024-10-09 01:47:00,15.407177037292419,3.973303007192846e+49
2024-10-09 01:48:00,15.326336047769788,4.5358267969924566e+49
2024-10-09 01:49:00,15.324745005522697,5.068763022996143e+49
2024-10-09 01:50:00,15.221330081235447,5.555470650151965e+49
2024-10-09 01:51:00,15.016753034719498,5.940694060531385e+49
2024-10-09 01:52:00,14.798502113279579,6.278104255282138e+49
2024-10-09 01:53:00,14.53382929726997,6.527882577708726e+49
2024-10-09 01:54:00,14.272095804571418,6.742585694080493e+49
2024-10-09 01:55:00,14.025286299498394,6.874777572840633e+49
2024-10-09 01:56:00,13.827823305521978,6.953916204204966e+49
2024-10-09 01:57:00,13.620743376738082,6.968958255124323e+49
2024-10-09 01:58:00,13.488493526834784,6.974396996985753e+49
2024-10-09 01:59:00,13.36045875749779,6.958495520601883e+49
2024-10-09 02:00:00,13.264340730457521,6.924028225336169e+49
