date_time,temperature,emission_measure,HOPE_trigger
2024-10-09 01:20:00,0.0,0.0,False
2024-10-09 01:21:00,0.0,0.0,False
2024-10-09 01:22:00,0.0,0.0,False
2024-10-09 01:23:00,2.811525924575948,8.929199296783127e+46,False
2024-10-09 01:24:00,2.811525924575948,5.510897437460611e+47,False
2024-10-09 01:25:00,13.020265224486884,1.5831810619456573e+46,False
2024-10-09 01:26:00,13.542844761351198,2.3871148447898625e+46,False
2024-10-09 01:27:00,12.379730119567299,5.038312467264398e+46,True
2024-10-09 01:28:00,12.023527342465623,8.646182946738684e+46,False
2024-10-09 01:29:00,11.9863474768446,1.3963818930037772e+47,False
2024-10-09 01:30:00,12.248722735000815,1.8725553342672615e+47,False
2024-10-09 01:31:00,12.802428661447797,2.5409517801662523e+47,False
2024-10-09 01:32:00,13.582280914958305,3.945902645268627e+47,False
2024-10-09 01:33:00,14.070425951860908,6.89547109271216e+47,False
2024-10-09 01:34:00,14.479505747238653,1.0012100311829839e+48,False
2024-10-09 01:35:00,14.769667190384922,1.4402666109042793e+48,False
2024-10-09 01:36:00,15.039342318343918,1.910339276783229e+48,False
2024-10-09 01:37:00,15.135394153707725,2.518749935625047e+48,False
2024-10-09 01:38:00,15.160996857494343,3.237247318553353e+48,False
2024-10-09 01:39:00,15.246063638948876,4.2597803017574826e+48,False
2024-10-09 01:40:00,15.654521754377795,5.2736273823018364e+48,False
2024-10-09 01:41:00,16.11284153200168,6.644204749315621e+48,False
2024-10-09 01:42:00,16.288540681945758,7.629180632799373e+48,False
2024-10-09 01:43:00,16.057086681154185,9.651209106863017e+48,False
2024-10-09 01:44:00,15.863806283804829,1.1071760979581602e+49,False
2024-10-09 01:45:00,15.860471430281724,1.3007279328933553e+49,False
2024-10-09 01:46:00,15.731215392540083,1.3836040955820257e+49,False
2024-10-09 01:47:00,15.451257461663443,1.5335265145504314e+49,False
2024-10-09 01:48:00,15.03643455488767,1.619624886644549e+49,False
2024-10-09 01:49:00,15.027314177034222,1.6619207084497432e+49,False
2024-10-09 01:50:00,14.738377347017117,1.5844697261601e+49,False
2024-10-09 01:51:00,13.934637894517563,1.4168204168996262e+49,False
2024-10-09 01:52:00,12.058088410655559,1.293745645683308e+49,False
2024-10-09 01:53:00,7.783096165153715,1.7348352173313798e+49,False
2024-10-09 01:54:00,0.0,0.0,False
2024-10-09 01:55:00,0.0,0.0,False
2024-10-09 01:56:00,0.0,0.0,False
2024-10-09 01:57:00,0.0,0.0,False
2024-10-09 01:58:00,0.0,0.0,False
2024-10-09 01:59:00,0.0,0.0,False
2024-10-09 02:00:00,0.0,0.0,False
