Time,Total,Area,Exposure,Meas_exposure
2024-10-08 23:56:11.641320,1875951696.4346313,1875951696.4346313,262845,2000,1924.3000000000002
2024-10-08 23:57:48.633615,1874568767.994873,1874568767.994873,262845,2000,1924.3000000000002
2024-10-08 23:59:25.593910,1875201063.6299438,1875201063.6299438,262845,2000,1918.9
2024-10-09 00:01:02.554080,1872345396.7901611,1872345396.7901611,262845,2000,1924.3000000000002
2024-10-09 00:02:39.513260,1880235014.8753662,1880235014.8753662,262845,2000,1918.9
2024-10-09 00:04:16.473555,1881718192.0114136,1881718192.0114136,262845,2000,1924.3000000000002
2024-10-09 00:05:53.434850,1876565258.7324219,1876565258.7324219,262845,2000,1921.6000000000004
2024-10-09 00:07:30.394145,1874241563.2312012,1874241563.2312012,262845,2000,1924.3000000000002
2024-10-09 00:09:07.354450,1872493041.6132202,1872493041.6132202,262845,2000,1924.3000000000002
2024-10-09 00:10:44.319620,1872600265.6488647,1872600265.6488647,262845,2000,1921.6000000000004
2024-10-09 00:12:21.407790,1873126838.0996094,1873126838.0996094,262845,2000,1924.3000000000002
2024-10-09 00:13:58.496085,1873608097.0176392,1873608097.0176394,262845,2000,1918.9
2024-10-09 00:15:35.583390,1872300637.6182861,1872300637.6182861,262845,2000,1924.3000000000002
2024-10-09 00:17:12.672685,1872778895.7753906,1872778895.7753909,262845,2000,1921.6000000000004
2024-10-09 00:18:49.760980,1873637162.4997559,1873637162.4997559,262845,2000,1924.3000000000002
2024-10-09 00:20:26.848285,1873186663.9869995,1873186663.9869995,262845,2000,1918.9
2024-10-09 00:22:03.937330,1875260889.4065552,1875260889.4065554,262845,2000,1924.3000000000002
2024-10-09 00:23:41.256250,1874920742.8526611,1874920742.8526611,262845,2000,1924.3000000000002
2024-10-09 00:25:18.113920,1874517702.2228394,1874517702.2228394,262845,2000,1924.3000000000002
2024-10-09 00:26:55.200225,1875905188.4264526,1875905188.4264526,262845,2000,1918.9
2024-10-09 00:28:32.288520,1875927949.213501,1875927949.213501,262845,2000,1924.3000000000002
2024-10-09 00:30:09.376690,1875661464.9486084,1875661464.9486086,262845,2000,1924.3000000000002
2024-10-09 00:31:46.496985,1880327115.7068481,1880327115.7068481,262845,2000,1924.3000000000002
2024-10-09 00:33:23.585165,1878623890.9729614,1878623890.9729614,262845,2000,1921.6000000000004
2024-10-09 00:35:00.673460,1880071928.5770264,1880071928.5770266,262845,2000,1924.3000000000002
2024-10-09 00:36:37.761755,1877564736.4164429,1877564736.4164429,262845,2000,1924.3000000000002
2024-10-09 00:38:14.850060,1881588845.2267456,1881588845.2267456,262845,2000,1924.3000000000002
2024-10-09 00:39:51.938230,1876697924.2196655,1876697924.2196655,262845,2000,1924.3000000000002
2024-10-09 00:41:28.961525,1877904580.994751,1877904580.994751,262845,2000,1924.3000000000002
2024-10-09 00:43:05.985695,1879929558.159912,1879929558.159912,262845,2000,1924.3000000000002
2024-10-09 00:44:43.100000,1877034301.2615967,1877034301.2615967,262845,2000,1924.3000000000002
2024-10-09 00:46:20.342950,1879544493.043579,1879544493.043579,262845,2000,1924.3000000000002
2024-10-09 00:47:57.585900,1878314780.1634521,1878314780.1634521,262845,2000,1924.3000000000002
2024-10-09 00:49:34.114760,1878359436.664917,1878359436.664917,262845,2000,1924.3000000000002
2024-10-09 00:51:11.139065,1879648909.9359741,1879648909.9359741,262845,2000,1918.9
2024-10-09 00:52:48.196235,1880974338.5161743,1880974338.5161743,262845,2000,1924.3000000000002
2024-10-09 00:54:25.219530,1877087011.3719482,1877087011.3719482,262845,2000,1918.9
2024-10-09 00:56:02.275825,1876782649.248413,1876782649.248413,262845,2000,1924.3000000000002
2024-10-09 00:57:39.333130,1878919366.715332,1878919366.715332,262845,2000,1921.6000000000004
2024-10-09 01:04:40.291255,1875094366.977539,1875094366.9775393,262845,2000,1918.9
2024-10-09 01:06:17.347425,1878460690.8348389,1878460690.8348389,262845,2000,1924.3000000000002
2024-10-09 01:07:54.403720,1877460743.5773926,1877460743.5773926,262845,2000,1918.9
2024-10-09 01:09:31.395890,1879678649.4371338,1879678649.4371338,262845,2000,1924.3000000000002
2024-10-09 01:11:08.484195,1883015773.8218994,1883015773.8218994,262845,2000,1921.6000000000004
