time_start,time_end,T,T_er1,T_er2,EM,EM_er1,EM_er2
2024-10-09T01:24:40.000,2024-10-09T01:25:00.000,14.5767338359741,0.444659369288111,0.513015502393797,2.57481503915359,0.468344930531795,0.524304901548744
2024-10-09T01:25:00.000,2024-10-09T01:25:20.000,14.8014716894037,3.5069055449794,0.737574693568718,3.08726133422782,0.733248907282682,17.3609443217436
2024-10-09T01:25:20.000,2024-10-09T01:25:40.000,13.1840179491806,3.5959309339831,2.6750164966772,12.2821915433561,10.0163024774715,74.2046447199925
2024-10-09T01:25:40.000,2024-10-09T01:26:00.000,14.2281716654616,3.0097193759067,0.500684282366938,4.91082106693059,0.940937619033819,22.2414935512959
2024-10-09T01:26:00.000,2024-10-09T01:26:20.000,15.9175667556729,3.45943694480324,9.80033270807802,3.04641546118438,2.55889886804201,11.2815728785527
2024-10-09T01:26:20.000,2024-10-09T01:26:40.000,16.3248460619082,0.266075373737092,0.23945855785594,3.16118695705213,0.217108469289518,0.265826008702627
2024-10-09T01:26:40.000,2024-10-09T01:27:00.000,17.3445998924301,2.33336508770934,0.338770828647021,2.86975618327751,0.251243167323339,3.22253567438385
2024-10-09T01:27:00.000,2024-10-09T01:27:20.000,15.2755948619017,4.05458720244777,2.49226058521007,9.71763928107852,6.59776398263078,47.3752848563641
2024-10-09T01:27:20.000,2024-10-09T01:27:40.000,18.9800381614069,0.172438412301766,0.184485845497139,3.03486300622457,0.118341398194293,0.114355929397964
2024-10-09T01:27:40.000,2024-10-09T01:28:00.000,18.9748976241554,6.78365848092524,0.236512025759506,3.68622974655624,0.175365278101191,42.8469431627976
2024-10-09T01:28:00.000,2024-10-09T01:28:20.000,18.4968790799221,0.146959611238337,0.156507195563833,4.57742239159661,0.169039428281936,0.146859189970426
2024-10-09T01:28:20.000,2024-10-09T01:28:40.000,18.4938378822981,6.93341223935587,0.237632268601402,5.31340679837121,0.28227435305285,85.0964202683763
2024-10-09T01:28:40.000,2024-10-09T01:29:00.000,18.6659764804791,0.130302148780107,0.133520750779855,5.91049262807924,0.183313919984532,0.193578077918619
2024-10-09T01:29:00.000,2024-10-09T01:29:20.000,19.1244178969133,5.32545249250935,0.137553250346539,6.42656503240433,0.177758713164516,29.3301199814518
2024-10-09T01:29:20.000,2024-10-09T01:29:40.000,19.9289913010395,0.111897626898219,0.087533866934006,6.71493827414014,0.112018582905819,0.163203041361034
2024-10-09T01:29:40.000,2024-10-09T01:30:00.000,19.9882488807752,5.61142100465817,0.1346574282903,7.747845761922,0.191690475400411,91.9607135506096
2024-10-09T01:30:00.000,2024-10-09T01:30:20.000,20.2053382618518,0.091659510610814,0.0828722428455926,8.29171854219593,0.126261953880507,0.147866427492625
2024-10-09T01:30:20.000,2024-10-09T01:30:40.000,20.5789108313413,4.47067055122472,0.106542294075904,9.11980048072419,0.170014399786064,19.3352678210572
2024-10-09T01:30:40.000,2024-10-09T01:31:00.000,21.5441412799419,0.0920218567225035,0.0868599892442887,9.3795054575645,0.127708730332264,0.150414294801067
2024-10-09T01:31:00.000,2024-10-09T01:31:20.000,22.9398194336939,6.79467802854438,0.103730329987961,9.65865472680037,0.147249940430147,35.1016895466052
2024-10-09T01:31:20.000,2024-10-09T01:31:40.000,22.888247917172,7.46392532781007,0.105079774934286,11.6610177891179,0.173973345751767,55.9960175457036
2024-10-09T01:31:40.000,2024-10-09T01:32:00.000,23.5025914790859,0.0650415254684233,0.0664855928986512,12.6160968656147,0.126058433206531,0.134110314320251
2024-10-09T01:32:00.000,2024-10-09T01:32:20.000,24.8031472204841,0.0643023777549665,0.0557900439714452,13.8327950349694,0.108967765741042,0.117479384906691
2024-10-09T01:30:20.000,2024-10-09T01:30:40.000,20.561243187011,0.169499897052201,0.0958217699849229,8.91923106331101,0.180178248420729,0.282426005020481
2024-10-09T01:30:40.000,2024-10-09T01:31:00.000,21.1271314132297,2.64520321604041,0.421138827166626,9.92030039064499,0.685036150947859,4.80873695629225
2024-10-09T01:31:00.000,2024-10-09T01:31:20.000,22.9592650377286,0.29444166766212,0.120606267620126,9.54283619030851,0.207411049565826,0.411632995926695
2024-10-09T01:31:20.000,2024-10-09T01:31:40.000,22.7263526752901,0.949407212899786,0.233851943716793,11.7669026543392,0.28430494708468,1.70113278451098
2024-10-09T01:31:40.000,2024-10-09T01:32:00.000,16.6440629611646,0.451925133492644,6.85667673660204,38.7068906277898,26.1137179929171,3.173705499085
2024-10-09T01:32:00.000,2024-10-09T01:32:20.000,24.8304073108349,0.0710972258372848,0.0840779936506344,13.6647989151875,0.163704444109353,0.174948117419374
2024-10-09T01:32:20.000,2024-10-09T01:32:40.000,28.020757988925,0.0910675233450888,0.0554019546868965,14.1985258304467,0.109472461915145,0.129352919848511
2024-10-09T01:32:40.000,2024-10-09T01:33:00.000,25.1748780286273,0.347815643233012,0.131718627564485,25.8705060636597,0.345775104002598,0.877358064008487
2024-10-09T01:33:00.000,2024-10-09T01:33:20.000,29.2205047899937,8.60375331937231,0.080766658656831,23.1305845401479,0.346951809955353,36.1853290834329
