Time,Total,Mode,Bright_count,Bright_area,Area,Exposure
2024-07-10 13:30:01.504030,81123320393.09666,261850.0,0,0.0,327551,120
2024-07-10 13:31:51.634500,82240251399.6098,262666.6666666667,0,0.0,327551,120
2024-07-10 13:33:40.510660,82463432969.75749,263391.6666666667,0,0.0,327551,120
2024-07-10 13:35:30.149850,82265506416.29184,262816.6666666667,0,0.0,327551,120
2024-07-10 13:37:19.519300,81101272203.00279,262116.66666666666,0,0.0,327551,120
2024-07-10 13:39:09.236250,81098018754.81601,262575.0,0,0.0,327551,120
2024-07-10 13:40:58.527940,81161208713.46547,263591.6666666667,0,0.0,327551,120
2024-07-10 13:42:48.322650,81186287834.11658,262816.6666666667,0,0.0,327551,120
2024-07-10 13:44:37.536580,81146143280.51965,261766.66666666666,0,0.0,327551,120
2024-07-10 13:46:27.409050,81044030676.14246,261950.0,0,0.0,327551,120
2024-07-10 13:48:16.545220,80991175103.50214,261816.66666666666,0,0.0,327551,120
2024-07-10 13:50:06.495450,81087272250.26486,262616.6666666667,0,0.0,327551,120
2024-07-10 13:51:55.553735,82313218187.42032,263683.3333333333,0,0.0,327551,120
2024-07-10 13:53:45.581850,82425560570.76263,264883.3333333333,0,0.0,327551,120
2024-07-10 13:55:34.562500,82508555421.37906,263025.0,0,0.0,327551,120
2024-07-10 13:57:24.668250,82487209025.80507,264658.3333333333,0,0.0,327551,120
2024-07-10 13:59:13.571140,81105700372.46759,263566.6666666667,0,0.0,327551,120
2024-07-10 14:01:03.734650,81121447510.4877,261758.33333333334,0,0.0,327551,120
2024-07-10 14:02:52.577780,81063159906.73837,262691.6666666667,0,0.0,327551,120
2024-07-10 14:04:42.821050,81246549837.78555,262275.0,0,0.0,327551,120
2024-07-10 14:06:31.586420,81301818288.27287,262475.0,0,0.0,327551,120
2024-07-10 14:08:21.907450,81320957093.00873,262458.3333333333,0,0.0,327551,120
2024-07-10 14:10:10.595060,81357042494.0932,261933.33333333334,0,0.0,327551,120
2024-07-10 14:12:00.993850,81356553733.69275,262925.0,0,0.0,327551,120
2024-07-10 14:13:49.603700,81433961119.02983,263025.0,0,0.0,327551,120
2024-07-10 14:15:39.108025,81413344469.53854,261983.33333333334,0,0.0,327551,120
2024-07-10 14:17:28.612340,81325285664.02682,263000.0,0,0.0,327551,120
2024-07-10 14:19:18.116655,81280648386.12157,261466.66666666666,0,0.0,327551,120
2024-07-10 14:21:07.620980,81276034132.1417,261958.33333333334,0,0.0,327551,120
2024-07-10 14:22:57.125295,81187033680.10367,262466.6666666667,0,0.0,327551,120
2024-07-10 14:24:46.629620,81144942199.70789,261633.33333333334,0,0.0,327551,120
2024-07-10 14:26:36.132935,81159510364.98633,262041.66666666666,0,0.0,327551,120
2024-07-10 14:28:25.637260,82518256450.5254,263758.3333333333,0,0.0,327551,120
2024-07-10 14:30:15.139575,82576405773.28464,264458.3333333333,0,0.0,327551,120
2024-07-10 14:32:04.643900,82490252634.14886,263125.0,0,0.0,327551,120
2024-07-10 14:33:54.148215,81293164246.54156,263558.3333333333,0,0.0,327551,120
2024-07-10 14:35:43.652540,82575910807.59859,264658.3333333333,0,0.0,327551,120
2024-07-10 14:37:33.156855,82695433872.33795,264775.0,0,0.0,327551,120
2024-07-10 14:39:22.661180,81391825224.52824,262333.3333333333,0,0.0,327551,120
2024-07-10 14:41:12.165495,81475474618.33734,263191.6666666667,0,0.0,327551,120
2024-07-10 14:43:01.669820,81451065628.71637,261650.0,0,0.0,327551,120
2024-07-10 14:44:51.174260,82720995341.18893,264275.0,0,0.0,327551,120
2024-07-10 14:46:40.678585,81403008464.60512,263775.0,0,0.0,327551,120
2024-07-10 14:48:30.182775,81302459665.71245,262983.3333333333,0,0.0,327551,120
2024-07-10 14:50:19.687100,81249072913.1558,262650.0,0,0.0,327551,120
2024-07-10 14:52:09.191415,81281272617.70145,262600.0,0,0.0,327551,120
2024-07-10 14:53:58.695740,81240047545.06595,263791.6666666667,0,0.0,327551,120
2024-07-10 14:55:48.200055,81337456899.1684,262066.66666666666,0,0.0,327551,120
2024-07-10 14:57:37.703380,81304628031.06703,263283.3333333333,0,0.0,327551,120
2024-07-10 14:59:27.205695,81302983785.28487,263150.0,0,0.0,327551,120
2024-07-10 15:01:16.707620,81352492655.64734,261600.0,0,0.0,327551,120
2024-07-10 15:03:06.212370,81366944424.01083,262691.6666666667,0,0.0,327551,120
2024-07-10 15:04:55.717120,81351406352.54782,261083.33333333334,0,0.0,327551,120
2024-07-10 15:06:45.221870,81303811077.53079,261008.33333333334,0,0.0,327551,120
2024-07-10 15:08:34.726620,81188505130.03305,261991.66666666666,0,0.0,327551,120
2024-07-10 15:10:24.263370,81190572101.58406,264075.0,0,0.0,327551,120
2024-07-10 15:12:13.767930,81187976445.3009,261283.33333333334,0,0.0,327551,120
2024-07-10 15:15:01.468355,81086065723.71814,264525.0,0,0.0,327551,120
2024-07-10 15:16:38.684775,81104228887.37457,261966.66666666666,0,0.0,327551,120
2024-07-10 15:18:15.869080,82226848476.18997,262375.0,0,0.0,327551,120
2024-07-10 15:19:53.532500,81095879589.20273,262458.3333333333,0,0.0,327551,120
2024-07-10 15:21:30.237545,81025286450.88885,264283.3333333333,0,0.0,327551,120
2024-07-10 15:23:07.421850,81085425467.52809,262908.3333333333,0,0.0,327551,120
2024-07-10 15:24:44.606145,81096065402.35483,262366.6666666667,0,0.0,327551,120
2024-07-10 15:26:21.790440,82413513784.19704,263366.6666666667,0,0.0,327551,120
2024-07-10 15:27:58.972745,81140817512.28651,263283.3333333333,0,0.0,327551,120
2024-07-10 15:29:36.157040,81102269093.98076,262425.0,0,0.0,327551,120
2024-07-10 15:31:13.500210,82309135879.24435,262750.0,0,0.0,327551,120
2024-07-10 15:32:50.940630,81126629660.35056,263058.3333333333,0,0.0,327551,120
2024-07-10 15:34:28.380810,81212737929.00171,262191.6666666667,0,0.0,327551,120
2024-07-10 15:36:18.109250,81163868560.61119,261850.0,0,0.0,327551,120
2024-07-10 15:38:07.837575,81107346474.51309,263833.3333333333,0,0.0,327551,120
2024-07-10 15:39:57.565890,81075208823.91086,262750.0,0,0.0,327551,120
2024-07-10 15:41:47.294215,80994981659.02512,263641.6666666667,0,0.0,327551,120
